qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,moistureCorrectedKernelMassPerEar,moistureCorrectedHundredKernelMass,earHeight.sp,flagLeafHeight.sp,combineMoisture.sp,combineTestWeight.sp,earFillLength.sp,earWidth.sp,shelledCobWidth.sp,shelledCobMass.sp,earLength.sp,kernelsPerEar.sp,percentStarch.sp,percentProtein.sp,percentOil.sp,percentFiber.sp,percentAsh.sp,yieldPerAcre.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRowNumber.sp,moistureCorrectedKernelMassPerEar.sp,moistureCorrectedHundredKernelMass.sp,anthesisSilkingIntervalGDD.sp,daysToAnthesis.sp,daysToSilk.sp,anthesisSilkingInterval.sp
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1103$ROW7$RANGE3$LH195 X LH123HT,North Platte3,North Platte3,0,Low,75,,17,65,1,7,3,1103,LH195 X LH123HT,2022-05-18,2022-08-02,2022-08-02,76,76,0,1570.4,1570.4,0,140,290,33456,8.84,82.96,13.4,58.9,15.2,14.1,4.1,3.1,35.2,15.2,424,19.1,79.1,17.1,4.95,71.17,10.15,4.2,0.88,0.98,yellow,0,10/21/2022 14:15:12,,83.2193582325092,20.0946870068385,131.00019798755,284.619524547577,12.6740099102264,59.5489155258438,13.5415191482119,4.00534877645245,2.82767846453858,16.0628494333669,15.2614928190793,417.510169144221,70.1377452437142,10.15,4.0164319341235,1.00963159694072,1.04930503743363,90.1284997388094,1480.563296024,1484.81699937402,32.6910930982816,15.0036659582477,86.0454989839608,21.0129715928403,4.89662891637089,71.8867092442268,72.0991162781699,0.204490827074625
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1104$ROW8$RANGE3$PIONEER 1311 AMXT,North Platte3,North Platte3,0,Low,75,,17,66,1,8,3,1104,PIONEER 1311 AMXT,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,120,300,33971,9.85,95.33,10.6,60.9,16,11.9,4.1,2.9,25,15.8,374,22.7,74.9,11.9,4.58,71.52,10.27,3.8,0.75,1,yellow,0,10/21/2022 15:17:17,,78.4950744078809,23.7895619367009,120.853811386345,289.484162135611,11.1964565574584,60.6549294967968,12.4543246559066,4.00050541166214,2.72991534915966,13.4915201311194,15.6832287965002,392.962218760213,70.2985750107122,10.27,3.81415612471026,0.947827105147762,1.0619571403105,96.4122415543467,1403.49077445228,1407.18438539371,27.5895457577975,15.325167846603,83.5831154628752,22.774017536648,5.1298261967687,68.3223656604631,68.5149149570606,0.215874778317049
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1105$ROW9$RANGE3$PHG39 X PHM49,North Platte3,North Platte3,0,Low,75,,17,64,1,9,3,1105,PHG39 X PHM49,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,130,290,32941,9.15,85.91,13.3,60.3,13.9,13.2,3.8,2.4,29.5,14.5,365,23.6,85.2,13,3.52,70.71,9.47,2.84,1.14,0.87,yellow,0,10/24/2022 8:59:32,,88.3084577114428,24.4610281923715,125.707352250952,284.32943579523,12.5202868056753,60.4382548671925,13.1171305067509,3.84568278620707,2.48215224238891,14.0702260448601,14.6543930876361,388.828011266481,69.8794072703283,9.47,3.3318804771136,1.14640347833648,0.998602484532957,91.8953666665556,1402.18825970157,1405.32175173525,29.8380009346246,14.6919728934003,88.4449884138615,23.0425508244049,5.31275665476153,68.2580212008674,68.4307121052621,0.224989553122713
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1106$ROW10$RANGE3$LH74 X PHM49,North Platte3,North Platte3,0,Low,75,,17,63,1,10,3,1106,LH74 X PHM49,2022-05-18,2022-07-22,2022-07-22,65,65,0,1323.61,1323.61,0,110,250,32426,9.27,88.08,12.3,60.6,15.6,13,4,2.5,31,13,376,24,89.3,15,4.11,69.78,10.14,3.18,1.32,0.98,yellow,0,10/24/2022 9:24:31,,93.1275419751799,25.0286786943373,115.560840856323,264.156282550258,12.0185658124518,60.6515550427541,13.0299366884008,3.94115935528359,2.53438916984348,15.098965346429,15.524913300933,394.627701207745,69.4002424921182,10.14,3.49960511278813,1.24080948348855,1.05503929298838,93.2143250705297,1353.26078645938,1355.83410939703,30.5864586789828,13.9580679066546,90.8092814395254,23.2729969638155,5.42620378985559,66.1936773563779,66.346508368646,0.230942859336311
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1117$ROW1$RANGE4$PHB47 X PHJ89,North Platte3,North Platte3,0,Low,75,,17,61,1,1,4,1117,PHB47 X PHJ89,2022-05-18,2022-07-24,2022-07-24,67,67,0,1377.51,1377.51,0,110,290,31397,12.39,115.63,13.8,58.8,15.2,12.8,3,1.8,32.5,12.5,436,19.1,79.4,13.2,4.99,68.79,11.77,4.12,1.14,0.92,yellow,0,10/19/2022 15:56:21,,83.5701505104726,20.103147037154,117.692723593301,285.376739283779,14.3292464438538,58.5163573418167,12.8671774347165,3.4076832671585,2.14385284616076,13.811362872949,15.100723330496,417.762547579758,69.0411502662129,11.77,4.01840942450967,1.09318339759413,0.976904666541599,113.563411909623,1386.72403842917,1396.97551354118,31.3660387892882,13.4890846622301,89.4522091753264,21.2140985035809,-1.3137716415954,67.5334844175909,67.993640414731,-0.0786088487958221
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1118$ROW2$RANGE4$PHW52 X PHN82,North Platte3,North Platte3,0,Low,75,,17,62,1,2,4,1118,PHW52 X PHN82,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,110,270,31912,14.85,132.22,17.8,57,12.4,10.5,3.9,2.5,24.2,15,330,NA,96.1,14.2,5.06,72.31,8.43,4.65,0.04,0.91,yellow,0,10/20/2022 12:9:43,,101.221824310091,NA,117.52413201505,275.260689817098,16.0996790515565,57.7947423111851,11.7286585934366,3.8570017386424,2.49709896702752,14.3619470259894,13.7272355573489,365.248530745538,70.7884752746234,8.43,4.27811756087343,0.551854674125296,0.977746127368369,119.975174852347,1406.89188049976,1416.45821549576,27.2243880432032,14.7792232496121,97.3967636368993,NA,-0.461507557784828,68.5089930413684,68.9382770488401,-0.0393111927126338
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1119$ROW3$RANGE4$B37 X H95,North Platte3,North Platte3,0,Low,75,,17,63,1,3,4,1119,B37 X H95,2022-05-18,2022-08-01,2022-08-01,75,75,0,1548.81,1548.81,0,120,280,32426,8.85,78.07,18.6,56.3,10.6,9.5,3.2,1.9,23.2,15.5,274,20.5,51.6,10.2,5.09,67.56,11.19,4.1,1.26,0.97,yellow,0,10/20/2022 15:49:58,,54.3672953324202,21.5994099673375,122.355513204195,280.142738861958,16.2378997035382,57.6254416623339,11.2401399248743,3.50628862575955,2.20034507816409,12.4125403201118,12.8538543635657,337.737188573611,68.4008001988787,11.19,3.99782565901683,1.17145371691923,1.01361246455108,91.1153649960526,1471.35970428623,1480.24090783709,26.7327386006119,15.0674753276925,73.1188037524858,21.7255311929464,0.390016995715854,71.4845007252469,71.8829130589856,2.40393904118869e-05
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1120$ROW4$RANGE4$F42 X MO17,North Platte3,North Platte3,0,Low,75,,17,62,1,4,4,1120,F42 X MO17,2022-05-18,2022-07-29,2022-07-28,72,71,-1,1482.96,1463.36,-19.6,140,300,31912,9.52,89.27,13.4,59.2,15.4,13.8,3.8,2.6,32.8,15,450,19.2,89.7,14.4,5.4,68.67,9.39,4.02,1.03,1.09,yellow,0,10/21/2022 13:2:47,,94.8202959830867,20.2959830866808,132.186851314603,290.022076251854,13.3457343175619,59.2561204287675,13.401621497283,3.80556158722157,2.55359116992611,14.5631476302738,15.2805489591775,426.21912690891,68.9431252958535,9.39,3.95253369802601,1.06724739669761,1.0793632181884,95.1333570639498,1437.92750186554,1436.32358455431,31.5410909931518,14.8517023752275,92.5577771396866,20.9662085075642,-8.56342817077043,69.9600070043254,69.827548043544,-0.460749915635239
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1121$ROW5$RANGE4$LH82 X W606S,North Platte3,North Platte3,0,Low,75,,17,66,1,5,4,1121,LH82 X W606S,2022-05-18,2022-07-25,2022-07-25,68,68,0,1400.81,1400.81,0,120,250,33971,10.01,96.46,11,60.8,14.5,11,3.5,2.4,27.2,16.5,457,16.9,67.1,12.7,5.19,68.01,10.18,3.83,0.72,1.07,orange,1.52,10/21/2022 13:28:39,,70.7731251977639,17.8251239320747,122.018128944453,264.897185595242,11.8578772847891,60.228865179574,12.0131033618237,3.65488415030223,2.45683722805721,13.7637733910498,14.857181174654,430.17323883449,68.6004511968491,10.18,3.8522416693102,0.924051864270297,1.07463851611596,97.4798783253502,1396.34527260054,1403.85624128392,28.7494456408033,15.6295635257084,79.856946492219,19.6403135389511,2.0690386751788,67.9355117112823,68.2721816899981,0.0779895439079345
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1122$ROW6$RANGE4$PHP02 X W606S,North Platte3,North Platte3,0,Low,75,,17,64,1,6,4,1122,PHP02 X W606S,2022-05-18,2022-07-21,2022-07-21,64,64,0,1299.9,1299.9,0,130,270,32941,10.64,103.42,10.2,61.2,16.8,13.9,3.9,2.5,28.8,14.5,430,22,93.3,17.8,5.02,67.96,10.43,4.11,0.8,1.08,orange,0,10/21/2022 13:52:48,,98.2312065698042,23.1627711097073,126.849331681966,274.765053271647,11.211934729363,60.585587023197,13.4745855696275,3.85429521992385,2.51008324411879,16.3644221977081,16.0336073841231,417.08994357001,68.5627784565922,10.43,3.98694960843983,0.976262066077454,1.08400694225054,100.117303666983,1345.38302191341,1352.20887500385,29.5578030161663,14.6497103247052,93.0592292501531,22.2426456405987,2.87130370453648,65.9110149531763,66.2168137681819,0.115498972766011
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1123$ROW7$RANGE4$B73 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,64,1,7,4,1123,B73 X 3IIH6,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,140,290,32941,8.94,85.81,11.4,60.2,15.6,12.2,4.2,2.6,28.5,18,451,17.6,82.2,13.8,5.19,70.72,9.72,3.84,1.7,1.38,yellow,0,10/21/2022 14:16:18,,86.6997152199135,18.5634426748233,131.680449501693,284.621431902807,11.6412014314961,60.2191844898955,12.6360681714621,4.00381396210109,2.56332921742471,14.4150987743975,15.4596952735623,427.974156836475,69.930107498645,9.72,3.84665759681757,1.43793732470376,1.23703314768162,90.878528689079,1404.35576096462,1410.49648410805,29.4161636228351,16.4120649382272,86.9454072578358,19.9048788584237,3.62087267862193,68.3865171044383,68.6614441378799,0.150698348034264
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1124$ROW8$RANGE4$PHK56 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,65,1,8,4,1124,PHK56 X 3IIH6,2022-05-18,2022-07-23,2022-07-23,66,66,0,1348.11,1348.11,0,120,290,33456,12.06,117.11,10.3,61,12.4,11.4,3.1,1.8,28.8,13.5,338,18.1,61.1,8.3,4.62,66.27,10.02,3.73,1.12,1.25,yellow,0,10/21/2022 15:17:53,,64.0595512686098,18.9767246802265,121.511482975345,284.463661060105,10.9989731235305,60.7270990298887,12.2475511981002,3.45354791545848,2.16657515951509,11.7158071279933,13.8853510947597,371.84493476762,67.6924386458541,10.02,3.78636574271295,1.15843111026045,1.17365083814357,106.43595626317,1368.47350540609,1373.92906928769,29.5745276645339,14.1687686301633,75.4542349085699,20.1009614397425,4.29571737982505,66.8620187760876,67.1060728141245,0.182533503715571
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1125$ROW9$RANGE4$PHN46 X PHB47,North Platte3,North Platte3,0,Low,75,,17,66,1,9,4,1125,PHN46 X PHB47,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,130,290,33971,11.42,108.18,12.5,60.6,15.9,13,4,2.6,28.8,12.5,355,26.3,96.7,17.7,5.08,68.17,10.2,3.07,1.38,0.99,yellow,0,10/24/2022 9:0:4,,101.875263379688,27.7075431942689,126.342439714277,284.290546925311,12.069950398555,60.6096485234679,13.0590346573933,3.9035927927898,2.56982108680721,16.4665491791312,15.6604878615999,380.725676348725,68.6297722075272,10.2,3.45107415644561,1.29738432826809,1.04403558379125,102.118399799433,1403.34127472975,1408.11163332331,29.582895088396,13.6731445114289,94.3422528950859,24.4792496185048,4.87420531938676,68.3375207741869,68.5506999472733,0.209973471422949
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1126$ROW10$RANGE4$PHB47 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,67,1,10,4,1126,PHB47 X 3IIH6,2022-05-18,2022-07-21,2022-07-21,64,64,0,1299.9,1299.9,0,110,280,34485,11.74,112.73,11.4,61.1,17.2,13.5,3.9,2.5,27.8,16,409,19.9,83.6,15.2,4.38,66.39,9.95,4.09,1.54,1.23,yellow,0,10/24/2022 9:25:7,,87.4294080736248,20.811545701736,116.173333972882,279.103365353862,11.5260933530601,60.9193620522841,13.3205185068835,3.85381293552647,2.52306701066359,15.2673200061239,16.3349673288893,408.12923929587,67.7271086342663,9.95,3.95578290478797,1.38495260355253,1.16356788177414,104.684806471328,1343.35409498878,1347.43918272328,29.0912654378509,15.4287618852733,87.1896629986347,21.0610688998638,5.33475201030868,65.813024218875,65.9953259157591,0.231996403158096
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1137$ROW1$RANGE5$4N506 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,67,1,1,5,1137,4N506 X 3IIH6,2022-05-18,2022-07-23,2022-07-23,66,66,0,1348.11,1348.11,0,140,300,34485,13.36,126.7,12.5,59.6,15.4,12.4,4.1,2.9,28.8,15.5,376,23.6,89.4,14.9,5.99,69.92,8.98,3.89,1.84,1.35,yellow,0,10/19/2022 15:56:54,,95.0962663546431,25.1037123710244,133.206500814521,290.577766145619,13.3989118068958,59.1608183400239,12.731981880044,3.93693148323675,2.66084851358394,14.7776178772839,15.2304088077182,388.734876653986,69.614503914547,8.98,3.94717110234552,1.50209629178253,1.23976086832374,123.142502800595,1368.35514169622,1371.28890145977,29.6146942291452,15.1164030801479,96.5455212624524,23.7396063794207,3.44079041621285,66.8896940894861,66.9998658934462,0.147844229616284
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1138$ROW2$RANGE5$B84 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,63,1,2,5,1138,B84 X 3IIH6,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,160,310,32426,11.61,108.91,13.4,59.4,14.4,12.8,4.4,2.6,27,15.2,381,26.4,102.6,17.6,5.88,72.02,8.56,3.66,1.48,1.26,yellow,0,10/20/2022 12:10:14,,109.009774755631,28.0492987675308,143.022494956163,295.42417492624,13.6253436502565,59.2111231545985,12.9410439758962,4.0781631696266,2.51407946347983,16.1821219012644,14.7564336239618,391.350040766681,70.6533303048545,8.56,3.82600654121601,1.32630821429539,1.19394559256981,111.857390958767,1404.088225411,1406.30122775388,28.7287235514,14.9844026048038,102.45346128526,25.0587336177755,3.4511517012726,68.4025088827743,68.4817920061414,0.149398006805071
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1139$ROW3$RANGE5$HOEGEMEYER 8065RR,North Platte3,North Platte3,0,Low,75,,17,65,1,3,5,1139,HOEGEMEYER 8065RR,2022-05-18,2022-07-23,2022-07-23,66,66,0,1348.11,1348.11,0,110,260,33456,14.76,134.08,16.1,57.3,14.6,12.5,3.4,2.4,29.5,14,400,20.5,82.6,12.2,6.02,70.96,10.18,4.38,0.69,1.04,yellow,0,10/20/2022 15:50:37,,87.8910406469462,21.8131517344116,117.838475673291,270.269407036984,14.7351263453603,58.3118521479115,12.8001061662054,3.56970735085233,2.41731040134632,13.5366302137396,14.8825168403065,400.967262418427,70.1121566389526,10.18,4.17984195427312,0.936487759688228,1.08334548807225,122.102229057327,1369.07130619506,1370.56354720067,29.9927539481936,14.4008320806621,90.8639950680851,21.7912726139694,3.45194928697581,66.9153234960256,66.9637176660176,0.150529599665338
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1140$ROW4$RANGE5$PHP02 X PHG47,North Platte3,North Platte3,0,Low,75,,17,48,1,4,5,1140,PHP02 X PHG47,2022-05-18,2022-07-20,2022-07-20,63,63,0,1280.36,1280.36,0,110,270,24706,8.57,82.27,11.3,60.8,18.5,14.8,4,2.6,34.2,15,475,22.6,116.3,19.2,5.49,68.74,10.05,3.98,1.09,1.08,yellow,0,10/21/2022 13:3:23,,123.055761295101,23.9128134588932,117.65443211904,275.113414195916,12.0799816792662,60.2115317343428,13.9591684783463,3.86183456089628,2.52054131385478,17.0911443948918,16.8586048538526,438.584686325595,68.9909831834519,10.05,3.97367732244385,1.14312136031451,1.1031053728466,94.0154169718293,1335.55438046568,1336.32585413652,32.3567858482108,14.9140402767235,107.465240467462,22.7012174521425,3.43308870765052,65.4281377055804,65.4456425053189,0.150795857224338
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1141$ROW5$RANGE5$WF9 X H95,North Platte3,North Platte3,0,Low,75,,17,64,1,5,5,1141,WF9 X H95,2022-05-18,2022-07-30,2022-07-30,73,73,0,1503.01,1503.01,0,140,280,32941,6.23,57.02,15.4,57.8,13.6,12.5,3.5,2.5,29.8,17,498,15.9,78.3,13.3,5.83,68.84,10.86,4.24,1.16,1.09,yellow,0,10/21/2022 13:29:7,,83.147499203568,16.8843580758203,132.470348947955,279.955500948014,13.8861615286385,58.8542473411233,12.8182309353012,3.60485385893789,2.47377218076394,14.1956654021467,14.4345581660156,450.196885726496,69.0298105549568,10.86,4.09751263229994,1.18631293099677,1.10826497021283,79.5365825788328,1447.23744847907,1447.28814328166,30.1708197077637,15.9219785301078,86.6328570860308,19.0651778446735,3.37882362839088,70.4409514417325,70.4275661789276,0.149494796411577
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1142$ROW6$RANGE5$PHK76 X LH145,North Platte3,North Platte3,0,Low,75,,17,61,1,6,5,1142,PHK76 X LH145,2022-05-18,2022-07-23,2022-07-23,66,66,0,1348.11,1348.11,0,140,290,31397,5.73,55.92,9.9,61.5,15,12.8,3.2,2.5,30,14,378,15.8,59.3,14.2,5.65,69.05,11.08,3.74,1.07,0.91,yellow,22.95,10/21/2022 13:53:25,,62.8510863804981,16.7461579226285,132.286210476628,284.793213964446,10.9342372554201,60.833258801645,12.9772935681915,3.4489785245062,2.47700298596462,14.700194763225,15.1602384092226,390.312480817186,69.1236392818277,11.08,3.84134789245982,1.15055068446976,1.01864613565381,77.576499618892,1370.1455148966,1369.47541029565,30.2848561107563,14.4237023082204,75.7621324798094,18.8997951247835,3.26679682769429,66.9537648373798,66.909488404344,0.14558352171053
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1143$ROW7$RANGE5$LH74 X PHN82,North Platte3,North Platte3,0,Low,75,,17,60,1,7,5,1143,LH74 X PHN82,2022-05-18,2022-07-23,2022-07-26,66,69,3,1348.11,1418.86,70.75,110,250,30882,10.21,98.51,10.9,60.8,14.6,11.1,3.8,2.5,25.8,14.5,330,20.2,74.8,13.9,5.48,69.86,10.05,3.85,0.8,1,yellow,0,10/21/2022 14:16:52,,79.136690647482,21.3711383834109,117.102002129048,264.622643383709,11.3032453761771,60.591975012701,12.1363564133501,3.744317075006,2.4802337198272,14.6047346428606,14.9855202999253,366.454983045823,69.5174697540897,10.05,3.8901831329742,1.02475067689278,1.06387183876799,97.94926509468,1370.50358811218,1404.48765172067,28.1988957044144,14.6696386937526,83.3835227702122,21.1469777307812,38.4439718991424,66.9665782024092,68.3914089595838,1.6377202781724
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1144$ROW8$RANGE5$LH123HT X PHB47,North Platte3,North Platte3,0,Low,75,,17,65,1,8,5,1144,LH123HT X PHB47,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,140,290,33456,8.05,77.92,10.7,60.8,12,10.6,3.4,2.2,25.8,14,278,17.7,50.5,10.9,5.55,67.68,11.54,4.08,1.68,0.98,yellow,0,10/21/2022 15:18:24,,53.4674430915829,18.7400741132875,131.917717410482,284.441854955202,11.1457981376766,60.6778470117671,11.8954194772372,3.54093837224811,2.33346438624112,13.1592871637275,13.7102966943664,340.651680870496,68.4163022757743,11.54,3.99901838419103,1.47282545413044,1.05362516775087,87.1700813639097,1406.23667450532,1404.12486398858,28.2129386042077,14.4121454476977,70.2410656740165,19.7981452286916,2.75976982246408,68.4793917777173,68.3733276270018,0.124670495722616
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1145$ROW9$RANGE5$SYNGENTA NK0760-3111,North Platte3,North Platte3,0,Low,75,,17,64,1,9,5,1145,SYNGENTA NK0760-3111,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,130,280,32941,9.3,88.86,11.7,61,15.9,13.2,3.5,2.5,33.2,14.5,483,14.5,71.4,14.1,6.45,69.27,10.71,3.82,3,1.72,yellow,0,10/24/2022 9:0:38,,76.32282202031,15.4997327632282,126.733355317859,279.25041515996,11.647570248367,60.8410159541463,13.2044827388521,3.58883923322177,2.48669499536585,14.8138531781582,15.6844573919536,443.426647156354,69.2001371426216,10.71,3.86285366640331,2.13887115607606,1.42267554740452,92.4973462422923,1406.59478015854,1403.76204420972,31.9269845218634,14.6545014934885,81.5594776562777,18.1748931092353,2.31613627359333,68.4922058020808,68.3552442347796,0.105318075734237
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1146$ROW10$RANGE5$2369 X LH123HT,North Platte3,North Platte3,0,Low,75,,17,67,1,10,5,1146,2369 X LH123HT,2022-05-18,2022-07-29,2022-07-29,72,72,0,1482.96,1482.96,0,150,300,34485,8.22,77.51,13,60.3,15.1,14,4,3,34.8,15.5,449,19.2,86.9,18.9,5.93,68.29,10.28,3.81,1.32,1.06,yellow,0,10/24/2022 9:25:52,,92.3780163707877,20.410332730945,136.548920215624,289.049672016809,12.330988667969,60.5340478384473,13.613546129718,3.83780092426322,2.73992555511542,17.268428611824,15.3078440843375,426.784653735711,68.6989747818325,10.28,3.85168896078186,1.30267718735923,1.0909964080135,86.9248645256338,1439.00291444522,1435.44919251326,32.7410326594365,15.1497966356632,89.6187490527096,20.6531945396612,1.71953802345883,70.0050206634882,69.8371587907894,0.0787730502668001
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1157$ROW1$RANGE6$PHK56 X LH82,North Platte3,North Platte3,0,Low,75,,17,58,1,1,6,1157,PHK56 X LH82,2022-05-18,2022-07-24,2022-07-24,67,67,0,1377.51,1377.51,0,120,250,29853,13.49,126.54,13.4,59.1,13.2,10.9,4,2.2,29.2,17,439,21.1,88.8,14.1,6.03,66.76,9.42,3.72,1.39,1.21,yellow,0,10/19/2022 15:57:44,,94.498244120464,22.4539746727679,123.545266933159,265.778057764638,13.512734616176,59.1469698977831,12.0579940795853,3.89969028675217,2.28187163374344,14.6943613461201,14.2115030295805,423.624352951706,68.0428575553664,9.42,3.91132797503474,1.29693826488662,1.2006471674818,126.48221222133,1386.17427364547,1376.92406420292,30.0012933369315,15.9935449432726,98.1026845935105,23.3403310624364,0.315687962156961,67.5381782290876,67.0796681155935,0.0312708363062581
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1158$ROW2$RANGE6$PHT69 X 3IIH6,North Platte3,North Platte3,0,Low,75,,17,61,1,2,6,1158,PHT69 X 3IIH6,2022-05-18,2022-07-20,2022-07-20,63,63,0,1280.36,1280.36,0,100,280,31397,15.52,148.69,11.6,60.8,16.8,15.8,3.5,2,33,16.5,499,19.9,104.7,13.1,5.89,72.38,8.72,3.76,1.46,1.4,yellow,0,10/20/2022 12:10:49,,111.25278928913,21.1454680692806,113.348247509686,280.587665625196,12.3899822058329,60.1218934464669,14.5136525038254,3.63194161876604,2.18424481095967,14.2356789969003,16.0322748087559,453.477968991511,70.8431853266504,8.72,3.92474063567013,1.33039586304377,1.29028208699966,135.120673425121,1338.33615291166,1328.27176653861,31.9172209734396,15.7390516694298,105.360613201719,22.4715482324168,-0.783489070433807,65.566107777585,65.0760513480358,-0.0179768902473421
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1159$ROW3$RANGE6$PHK56 X LH198,North Platte3,North Platte3,0,Low,75,,17,65,1,3,6,1159,PHK56 X LH198,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,130,280,33456,15.01,141.67,12.8,59.4,12.6,11.1,4,2.2,28.8,15.5,393,23.9,93.4,17,5.78,66.85,10.41,3.93,1.66,1.21,yellow,0,10/20/2022 15:51:7,,99.1296964551051,25.3661642963277,128.151225455514,280.396908528759,12.7771436615245,59.5422984631718,12.1693108497396,3.86453609567724,2.28661797202225,16.226992762292,13.9529919430159,400.326591889149,68.068513077187,10.41,4.00315328518548,1.42945294041248,1.19008081266299,129.167678270498,1408.32303764737,1397.44446444071,29.8331485818715,15.2332807883648,98.1689124927085,24.3698919897918,-1.8947636975551,68.5940375803205,68.0724342903329,-0.0677857611686557
NORTH PLATTE$HIPS - NO IRRIGATION - LOW NITROGEN$REP1$PLOT1160$ROW4$RANGE6$PHK56 X PHJ89,North Platte3,North Platte3,0,Low,75,,17,60,1,4,6,1160,PHK56 X PHJ89,2022-05-18,2022-07-26,2022-07-26,69,69,0,1418.86,1418.86,0,120,260,30882,12.5,118.84,12.2,60.2,14.4,13.4,3.8,2.4,31.8,16,375,22,80.7,14.7,5.64,70.73,9.51,3.99,0.59,1.04,yellow,0,10/21/2022 13:3:55,,85.5235269181857,23.314963967783,122.954192887416,270.206135990819,12.2791636548205,60.0564250181486,13.3249690789833,3.74784414328792,2.38899110064559,15.1182993000662,14.8735766487934,391.17165533935,69.9988410810868,9.51,4.02656590185508,0.894588814717171,1.10029335070878,115.384387277843,1409.0599246936,1397.36715267539,31.3490762018677,15.475147522228,90.2491129549031,23.1389098142179,-3.02769604882501,68.6219674627556,68.068816617077,-0.11856217084526
