qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,silkDate,notes,leafDimHtDate,earHt,flagLeafHt,tasselTipHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,earFillLen,earWidth,shelledCobLen,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,kernelsPerRow,kernelRows,hundredKernelWt,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,pctMoistureNIR,latitude,longitude,yieldPerAc,plantDensity,pctRootLodge,pctStalkLodge,plantDate,totalStandCt,plotLen,daysToAnthesis,daysToSilk,moistureCorrectedKernelMass,moistureCorrectedHundredKernelWt,earLen,earWt,lbsNPerAc,ASI,GDDToAnthesis,GDDToSilk,ASI.GDD,exp,earHt.sp,flagLeafHt.sp,tasselTipHt.sp,combineMoisture.sp,combineTestWt.sp,earLen.sp,earFillLen.sp,earWidth.sp,shelledCobWidth.sp,shelledCobWt.sp,shelledCobLen.sp,kernelsPerEar.sp,moistureCorrectedStarch.sp,moistureCorrectedProtein.sp,moistureCorrectedOil.sp,moistureCorrectedFiber.sp,moistureCorrectedAsh.sp,yieldPerAc.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRows.sp,moistureCorrectedKernelMass.sp,moistureCorrectedHundredKernelWt.sp,ASI.GDD.sp,daysToAnthesis.sp,daysToSilk.sp,ASI.sp
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1480$ROW2$RANGE17$SYNGENTA NK0760-3111,Scottsbluff,1040,Hybrid HIPS,Low,Full,2,2,17,SYNGENTA NK0760-3111,Hybrid,2022-08-11,2022-08-14,,NA,68.58,200.66,248.92,2022-11-09 10:42:55,19.53,22.1,48.9,36,12.9,3.9,15.5,2.5,16,548.7,97.1,yellow,Y,32.8,15.5,NA,70.94,6.13,3.28,2.37,1.45,0.08,NA,NA,124.488809467456,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,84,87,105.54347826087,18.4782608695652,NA,NA,75,3,1622.255,1693.755,71.5,NA,65.1451633301498,188.901632168964,237.906998592313,19.8121353353437,52.2399973294105,NA,12.7582793530884,3.8597791785067,2.57994795811278,16.6157089625027,14.9184732876872,481.373566239439,71.3844140762367,6.71432205826193,3.53932524623753,1.86084588978312,1.33899294656367,111.951803828467,1536.63438020908,1606.88731419603,32.0831342945328,15.1725286180802,100.119539979104,21.122326796093,78.1569613112365,79.498303238449,83.1635376915541,3.33418679323591
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1164$ROW20$RANGE16$PHB47 X PHJ89,Scottsbluff,1354,Hybrid HIPS,High,Full,2,20,16,PHP02 X PHK56,Hybrid,2022-07-30,2022-08-02,,NA,76.2,187.96,218.44,2022-11-10 10:57:29,30.19,16.5,57.3,352,16.9,4.9,17.5,3.1,22.2,614,179.8,yellow,N,40,16.5,NA,70.82,8.86,3.63,1.72,1.39,0.09,NA,NA,206.271962806424,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,72,75,197.582417582418,32.1978021978022,NA,NA,225,3,1350.255,1414.305,64.05,NA,81.6620647952847,187.122877341656,225.6976166093,17.7738237030863,56.8321809458766,NA,16.5830127274494,4.80672082995029,3.12995762668265,22.8763669724194,17.3757860289669,584.27093339138,70.8432103639848,8.68004047194107,3.68964198107764,1.56312815340832,1.34105151411932,193.213044597712,1359.56171041044,1441.4035381378,37.9126089582036,16.1971232944772,181.4842924809,30.8448386413272,86.1766854060183,72.4244792422548,76.3601935775317,3.9568285856631
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1399$ROW5$RANGE11$2369 X 3IIH6,Scottsbluff,1109,Hybrid HIPS,Low,Full,1,5,11,LH195 X PHM49,Hybrid,2022-08-10,2022-08-14,,NA,60.96,170.18,223.52,2022-11-09 11:47:57,17.36,22.6,57.5,109,13.4,3.8,15.1,2.4,16.9,419.5,97.8,yellow,N,32.8,13.8,NA,70.77,8.64,4.36,1.16,1.42,0.08,NA,NA,109.946471005917,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,83,87,106.304347826087,25.9782608695652,NA,NA,75,4,1596.855,1693.755,96.9000000000001,NA,62.456018329803,169.62912708141,220.15124897358,20.1360134389784,56.8737907684017,NA,13.665875723595,3.84392789059295,2.47241987360585,17.3173160717313,15.2268378620549,439.320093813984,71.3912309893791,8.20414983869951,4.08622067822532,1.21131936122476,1.33284021298203,126.8665042297,1488.33810964798,1585.03937964341,32.4464922241954,14.2985491295032,123.334804736144,27.6019567093359,94.3174719975256,78.0354180603261,82.3224717106648,4.05341417676409
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1478$ROW2$RANGE15$PHK76 X W606S,Scottsbluff,1038,Hybrid HIPS,Low,Full,2,2,15,LH195 X PHM49,Hybrid,2022-08-10,2022-08-13,,NA,68.58,208.28,256.54,2022-11-09 10:44:30,18.04,21.8,50.9,38,15.6,3.9,18.2,2.6,23.6,535,128.9,yellow,N,40.5,15,NA,71.64,7.21,3.38,1.11,1.23,0.08,NA,NA,115.434040912933,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,83,86,140.108695652174,26.195652173913,NA,NA,75,3,1596.855,1669.355,72.5,NA,64.6851351713417,192.41873507264,241.625787078287,19.7176459176933,53.1984515317676,NA,14.338011056462,3.90649446706164,2.64686464760256,20.8789711777824,16.4756815364776,485.889119458365,71.7060212643341,7.32976386523324,3.58095541784941,1.23041551996199,1.22923639514093,113.082027652523,1524.44856505827,1596.05024369982,36.156682897994,14.9705187470437,123.794433360158,25.6127963459659,78.7391032014277,79.1321538222713,82.735502858614,3.34143796691463
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1215$ROW16$RANGE22$PHK56 X LH198,Scottsbluff,1315,Hybrid HIPS,Medium,Full,2,16,22,PHB47 X LH185,Hybrid,2022-07-26,2022-07-30,,NA,73.66,180.34,236.22,2022-11-10 10:28:35,19.1,19.3,56.2,313,14.2,4.1,15.2,2.5,19.1,497,142,yellow,Y,37,14,NA,71.15,7.08,3.5,1.57,1.13,0.09,NA,NA,126.123935756551,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,68,72,156.043956043956,31.7582417582418,NA,NA,150,4,1263.605,1350.255,86.6500000000001,NA,77.2513301778998,182.536361030852,236.577706361521,19.2533507608996,56.3056721968478,NA,14.9528626277459,4.21154127995684,2.6400979356513,20.939542124376,15.8450850270546,515.219974150989,71.1938608928911,7.42578645929811,3.5589356964101,1.57721030606069,1.21243319666899,138.541213823804,1282.10125464307,1371.10497886324,37.1103728287226,14.6137042894618,159.311879626244,30.8492142978395,86.1643951465722,68.8226516066423,72.9429555637221,4.00256051231582
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1440$ROW4$RANGE27$PHG39 X PHM49,Scottsbluff,1100,Hybrid HIPS,Low,Full,2,4,27,PHP02 X PHK56,Hybrid,2022-07-23,2022-07-28,,NA,73.66,172.72,226.06,2022-11-09 11:19:14,17.37,16.7,61.4,76,14.6,4.2,15.2,2.5,16.7,523.2,138,yellow,Y,36.2,16,NA,67.97,8,4.13,1.52,1.32,0.08,NA,NA,118.395564497041,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,65,70,150,28.5869565217391,NA,NA,75,5,1198.105,1309.505,111.4,NA,71.4692076221851,175.871545306376,224.822077551196,16.8982489094485,58.7802661754738,NA,14.2057565944049,4.1579166324741,2.51577592074552,17.4502409595982,15.1115814222874,493.06621985086,69.7918518780299,7.70374727072747,4.02344973083146,1.37568589583678,1.27328456032892,119.421272250222,1240.11286315818,1351.94826386214,34.0937992463049,15.5819172086816,143.936435689131,29.0434116980905,105.456836065322,67.6721169454669,72.0557942204671,4.76016074046392
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1032$ROW25$RANGE9$PHB47 X PHK56,Scottsbluff,1472,Hybrid HIPS,High,Full,1,25,9,SYNGENTA NK0760-3111,Hybrid,2022-07-28,2022-07-31,,NA,73.66,193.04,238.76,2022-11-10 12:28:40,31.87,17.9,53.6,482,18.6,5,18.9,3,28.9,723.2,210.8,yellow,N,44.5,16.5,NA,70.74,8.42,4.17,2.42,1.56,0.09,NA,NA,214.099588841927,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,70,73,231.648351648352,32.7472527472527,NA,NA,225,3,1309.505,1371.705,62.1999999999998,NA,71.5583629025115,181.275090173188,227.574322638575,17.8884890992421,54.1606372761161,NA,17.6901461098107,4.76221216216937,2.91925290252639,26.144502658671,18.1606380053473,647.067106436617,70.9201635498567,8.30231356881401,4.05710844629378,1.98216587710093,1.4564481484451,194.421800249873,1342.1958651875,1411.62034386257,41.7928766997105,16.0287617651252,207.92954139732,32.7617808377239,65.8085584236446,71.5394724273787,74.9951531834095,3.06468582046077
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1233$ROW15$RANGE15$N209 X 3IIH6,Scottsbluff,1283,Hybrid HIPS,Medium,Full,2,15,15,PHP02 X LH145,Hybrid,2022-07-28,2022-08-02,,NA,81.28,193.04,248.92,2022-11-09 15:08:56,21.88,16.6,57.3,281,16,4.4,16.5,3.1,22.1,496.5,135.7,orange,N,38.8,14,NA,71.6,8.05,3.66,1.4,1.19,0.09,NA,NA,149.315186475063,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,70,75,149.120879120879,29.1208791208791,NA,NA,150,5,1309.505,1414.305,104.8,NA,81.5343583590696,187.358325299713,241.203260307412,17.76627740862,56.6257330000443,NA,15.9270265180394,4.24567092451518,2.9375217742524,22.1986447551472,16.6550650525222,514.984954376039,71.4272734685546,8.03399153047319,3.67171390936762,1.41158214356557,1.23050618351324,151.069024822576,1357.20622301976,1456.94414029114,37.7887323266666,14.6338732593594,155.3701582221,29.5065182536904,99.1744761367017,72.1922550585542,76.8074008453524,4.61116672449821
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1211$ROW16$RANGE18$PHW52 X PHM49,Scottsbluff,1311,Hybrid HIPS,Medium,Full,2,16,18,HOEGEMEYER 7089 AMXT,Hybrid,2022-07-28,2022-07-31,,NA,81.28,175.26,228.6,2022-11-10 10:26:18,24.53,17,59,309,18.2,4.6,19.5,3,24,569.5,182.3,yellow,N,41.8,14.2,NA,73.48,7.57,2.91,1.26,1.25,0.09,NA,NA,166.596645815723,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,70,73,200.32967032967,33.2967032967033,NA,NA,150,3,1309.505,1371.705,62.1999999999998,NA,81.1059607317671,178.189631836754,230.767353462883,18.1040838219537,57.6878919255281,NA,17.0822357592455,4.4589320645066,2.92072417400356,23.3370197079577,18.1716429455725,552.475694778564,72.449175315256,7.76311093251137,3.27351880145277,1.34509033561719,1.27387779309527,158.145809696913,1309.90985119429,1386.6846808558,39.4873122864956,14.6869523983239,181.943416399624,31.6690648159135,74.2019757298782,70.0508438454585,73.6633929804722,3.51321779522829
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1360$ROW7$RANGE22$PHK56 X LH198,Scottsbluff,1170,Hybrid HIPS,Low,Full,2,7,22,SYNGENTA NK0760-3111,Hybrid,2022-08-10,2022-08-14,,NA,68.58,200.66,220.98,2022-11-09 13:52:13,23.42,16.4,55.6,169,14.5,4.6,15.8,3,19,547,129.5,yellow,N,33.8,16,NA,70.34,6.44,3.82,2.56,1.58,0.08,NA,NA,160.207845815723,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,83,87,140.760869565217,24.3478260869565,NA,NA,75,4,1596.855,1693.755,96.9000000000001,NA,68.5520283149555,184.351725853655,216.581974152956,16.4389725375001,56.0744079912659,NA,14.5291697124499,4.43289621624638,3.01814836178171,19.219801907984,15.396918932142,522.475148574798,70.4925169228912,6.96219247410489,3.86524669737549,2.1018022977842,1.40764478648224,141.668800821156,1501.69802526807,1598.09776641655,33.146883672048,15.6347285868082,134.183596271033,24.5472458009211,98.2192981227606,78.7715910326474,82.8155165846525,4.19786928548992
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1359$ROW7$RANGE21$2369 X PHN82,Scottsbluff,1169,Hybrid HIPS,Low,Full,2,7,21,PHP02 X LH145,Hybrid,2022-07-26,2022-07-31,,NA,63.5,177.8,228.6,2022-11-09 13:51:16,15.07,13.1,59.2,168,13.9,4,14.9,2.9,16.3,406.8,99,yellow,N,27.2,14.5,NA,70.31,8.52,3.92,0.97,1.11,0.07,NA,NA,107.157763651733,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,68,73,106.451612903226,26.1290322580645,NA,NA,75,5,1263.605,1371.705,108.1,NA,65.6739333981322,172.323937155295,219.865484820673,14.7904698559383,57.8885015223585,NA,14.1074251007542,4.10156076627063,2.95402643510822,17.5422975734006,14.8267805680043,444.904026959987,70.5173005790066,8.1710492743329,3.91225027200505,1.2993714526545,1.1735878921037,110.716352394411,1334.21563138072,1437.36591006064,29.7586007707286,14.8508561392355,112.975543358637,25.1186379492768,103.399167275282,71.3363537862599,75.8377648272598,4.68485510193426
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1344$ROW7$RANGE6$PHB47 X LH185,Scottsbluff,1154,Hybrid HIPS,Low,Full,1,7,6,LH195 X 3IIH6,Hybrid,2022-08-05,2022-08-09,,NA,63.5,157.48,226.06,2022-11-09 13:41:19,16.03,14.6,53.8,153,14.1,4.2,15.2,2.6,14.9,477.5,109.5,yellow,N,34,16.5,NA,73.44,6.45,4.01,1.38,1.34,0.08,NA,NA,112.016501775148,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,78,82,119.021739130435,25.1086956521739,NA,NA,75,4,1483.455,1573.405,89.95,NA,66.4138439395731,164.709687214834,223.521779387347,16.2231393616497,55.399714354986,NA,13.8434540320371,4.22572194560817,2.62396017923365,16.1980424112291,14.9588044535486,475.400557618911,72.5846785716305,6.65133910810494,3.92278986703151,1.39284884198568,1.30411253621768,116.134795824498,1471.53633268214,1554.66498839403,33.385245754566,15.9366872796034,124.561353932221,26.5725970479402,84.2636945620118,77.4525251910912,80.9653870130551,3.67461623073276
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1404$ROW5$RANGE16$PHK76 X LH82,Scottsbluff,1114,Hybrid HIPS,Low,Full,2,5,16,PHN46 X W606S,Hybrid,2022-08-09,2022-08-13,,NA,55.88,170.18,223.52,2022-11-09 13:12:14,12.73,19.7,54.1,113,11.9,4.4,13.4,2.6,15,380,92.9,orange,N,30,14,NA,72.37,6.45,3.63,0.98,1.08,0.09,NA,NA,83.6439553677092,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,82,86,102.087912087912,27.6923076923077,NA,NA,75,4,1573.405,1669.355,95.95,NA,59.6355174322756,169.061306037056,219.229305710573,18.4014638262857,55.1730555885777,NA,12.327848016294,4.09361783724698,2.57858820724016,15.0356506558325,13.8345961435949,386.515174257559,72.1555210461576,6.55469300787713,3.73538829648302,1.12222432659481,1.15924442468306,88.4480927518906,1480.5191288225,1573.03187724408,30.3594378845671,14.343693488109,98.9535991208826,26.1713814557375,93.2344747521883,77.3990546609943,81.8174475090496,4.02773985998631
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1295$ROW13$RANGE27$PHB47 X PHJ89,Scottsbluff,1245,Hybrid HIPS,Medium,Full,2,13,27,B14A X MO17,Hybrid,2022-08-10,2022-08-14,,NA,99.06,195.58,233.68,2022-11-09 14:28:43,23.08,21.9,49.6,219,15,3.8,16.8,2.1,23.5,490.8,129.2,yellow,N,37,14,NA,70.25,6.41,4.19,2.16,1.38,0.09,NA,NA,147.495051901944,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,83,87,141.978021978022,29.4505494505494,NA,NA,150,4,1596.855,1693.755,96.9000000000001,NA,93.955325799539,194.155504896721,237.755867699418,20.4232515282508,52.4038487760259,NA,15.3024631624904,4.13597797781789,2.49607416969362,23.2836835366223,16.7423780609132,514.623640787779,70.9906193951642,6.9133956015244,3.97551760349451,1.813677624197,1.32679133567569,148.377297177133,1486.55337463464,1589.14869289231,36.9531273754179,14.5266288296508,151.953037171698,29.9994537158567,101.08182426068,78.050022871298,82.5185192205595,4.41690448480578
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1275$ROW13$RANGE7$LH195 X LH185,Scottsbluff,1225,Hybrid HIPS,Medium,Full,1,13,7,F42 X MO17,Hybrid,2022-08-09,2022-08-13,,NA,88.9,198.12,251.46,2022-11-09 14:41:44,24.79,23.6,50.1,239,15.9,4,17,2.4,23.3,558,150.5,yellow,Y,40.2,14,NA,71.87,6.92,4.02,1.83,1.4,0.1,NA,NA,154.974590701606,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,82,86,167.222222222222,30.3333333333333,NA,NA,150,4,1573.405,1669.355,95.95,NA,85.1530522836518,191.306920472716,244.51885244026,21.0326363782977,52.8834011332172,NA,15.4505363845177,4.02042844964374,2.52522683177356,22.0456881639703,16.5609911358338,538.256876411587,71.6567145170217,7.21916449585806,3.94226274586359,1.5453153541076,1.32914179848182,148.301816749074,1497.39481693311,1595.4031754753,37.8414833808573,14.666767612428,159.896614140047,30.0533991497124,97.9446565789261,78.5610062874662,82.7849322348231,4.20712288774971
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1165$ROW20$RANGE17$PHT69 X 3IIH6,Scottsbluff,1355,Hybrid HIPS,High,Full,2,20,17,LH123HT X PHB47,Hybrid,2022-07-31,2022-08-05,,NA,88.9,172.72,218.44,2022-11-10 10:58:08,28.06,20.6,55.9,353,16.2,4.5,17,3,25.2,540.2,153.5,yellow,N,39.2,14,NA,70.42,9.25,3.48,1.81,1.17,0.1,NA,NA,182.305084699915,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,73,78,170.555555555556,30.1111111111111,NA,NA,225,5,1371.705,1483.455,111.75,NA,88.102732395429,179.129518315412,225.610833385855,19.8369354984075,56.2073861419981,NA,16.2535862986914,4.59607833078277,3.07669607701706,24.3712158233822,17.1411430418428,547.820004602806,70.6268251314065,8.87942634985666,3.60614630993852,1.61296868711393,1.23173982578365,180.610788650366,1371.24579346778,1477.25685996009,37.5321278781587,14.9408119616815,168.069877347369,29.7632322421767,109.153202981876,72.9689545409205,77.729127535992,4.92145956355949
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1402$ROW5$RANGE14$LH82 X W606S,Scottsbluff,1112,Hybrid HIPS,Low,Full,1,5,14,F42 X MO17,Hybrid,2022-08-09,2022-08-13,Plot lost to belt issue,NA,101.6,193.04,264.16,2022-11-09 11:49:47,NA,NA,NA,112,13.4,3.8,14.9,2.6,14.6,429.8,88.3,yellow,N,33.2,13.5,NA,73.04,5.39,3.62,1.5,1.15,0.08,NA,NA,NA,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,82,86,95.9782608695652,22.6086956521739,NA,NA,75,4,1573.405,1669.355,95.95,NA,82.3059766539497,180.399247144425,239.580788491858,NA,NA,NA,13.3356267236117,3.81229601947657,2.57417667083143,15.3442640535613,14.8357823778005,424.329418227,72.5108491525519,6.13359023649522,3.7240954453323,1.38185928294187,1.19562290659921,NA,1481.35012634871,1574.10775743954,32.2326120841657,14.0903814697311,106.156429416587,24.6800015024992,93.2714691514639,77.4633485154034,81.8673366437451,4.02794868581529
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1391$ROW5$RANGE3$LH195 X PHM49,Scottsbluff,1101,Hybrid HIPS,Low,Full,1,5,3,PHK76 X W606S,Hybrid,2022-08-03,2022-08-07,,NA,63.5,160.02,213.36,2022-11-09 11:40:30,17.92,19.4,63.7,101,14.1,3.9,16.4,2.8,17.8,426.8,108.4,orange,N,32.2,14,NA,72.21,7.02,3.66,0.61,1.04,0.08,NA,NA,118.185353846154,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,76,80,117.826086956522,28.2608695652174,NA,NA,75,4,1437.655,1530.755,93.1000000000001,NA,68.5110248322062,170.386771264123,221.640691990406,19.1359344930405,59.9747606359321,NA,13.8803864350883,4.0021887933173,2.69263377334497,18.5456133584017,15.7597601115572,453.731862592425,72.1799887768552,7.09308104780074,3.71972161200173,0.93490782263378,1.14884210383051,117.439252210911,1414.21710955559,1508.6413656012,32.4628141988261,14.8326495389639,122.194396999621,27.4706968847743,93.1849305237644,74.9288160281877,79.0137800453183,4.05798916700805
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1481$ROW2$RANGE18$PHP02 X PHJ89,Scottsbluff,1041,Hybrid HIPS,Low,Full,2,2,18,F42 X OH43,Hybrid,2022-08-08,2022-08-12,,NA,60.96,177.8,223.52,2022-11-09 10:42:22,13.47,21.2,53.2,35,12.8,4.1,14.9,3.1,17.3,487.5,90.7,yellow,N,33.8,16.2,NA,71.83,7.43,3.82,1.51,1.28,0.08,NA,NA,86.8529203719358,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,81,85,98.5869565217391,19.5652173913043,NA,NA,75,4,1552.105,1646.055,93.95,NA,61.5999344664079,177.684584806765,225.283182506249,19.3372467406615,54.4107720950964,NA,12.6374540554749,3.94838010390399,2.87208934220439,17.0794623212246,14.5393250105736,445.822310018536,71.8450213234168,7.34772246252322,3.81393233501982,1.4310596245183,1.25388473146694,92.4189098725879,1497.83126971844,1580.19265809381,32.4897578568567,15.5003897220412,95.22382618255,21.6533423152106,89.5607713580097,77.8831574049341,82.0435373340748,3.84649585067645
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1107$ROW22$RANGE9$PHB47 X 3IIH6,Scottsbluff,1397,Hybrid HIPS,High,Full,1,22,9,2369 X PHN82,Hybrid,2022-07-29,2022-08-01,,NA,76.2,162.56,210.82,2022-11-10 11:26:54,16.89,20,58,395,16,3.8,17.4,2.8,27.3,614.8,171.8,yellow,N,40,15.5,NA,71.84,7.8,4.65,0.68,1.21,0.08,NA,NA,110.563110735418,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,71,74,186.739130434783,32.5,NA,NA,225,3,1328.455,1393.155,64.7,NA,78.030867590818,170.470132229227,219.520384119351,19.237836647804,56.881104647633,NA,15.6823592559214,3.90257930585007,2.73441710748214,25.4924778374221,17.2952406747929,581.994668171996,71.4688387098151,8.06851661573611,4.25785546788092,0.994414984217865,1.24089201770701,124.32764082846,1363.24818590613,1437.50351629703,38.6278256445044,15.3985736021004,178.437214568896,31.8145603782806,75.0299774586067,72.5790001506864,76.1753523902394,3.38628648877771
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1110$ROW22$RANGE12$PHP02 X LH145,Scottsbluff,1400,Hybrid HIPS,High,Full,1,22,12,PHN46 X PHK56,Hybrid,2022-07-31,2022-08-03,,NA,50.8,152.4,198.12,2022-11-10 11:28:47,23.24,14.8,55.9,398,12.9,4.1,14.8,2.4,19.1,536.8,124.3,yellow,N,34,16.5,NA,68.59,8.2,3.85,1.27,1.31,0.08,NA,NA,162.019143195266,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,73,76,135.108695652174,26.304347826087,NA,NA,225,3,1371.705,1437.655,65.95,NA,65.2215800239435,164.207988537695,211.181163867813,16.6918713453803,55.7029107860184,NA,14.1703856369991,4.05840611527362,2.56682333479783,21.3470493217784,16.0266236515904,543.947124819504,69.8083437071661,8.28032690751058,3.83697400051065,1.31693305289047,1.29196684122459,150.546557183057,1384.56678100794,1459.98446676008,35.60347876121,15.8913068468777,152.402213353479,28.5635392654035,76.569480694418,73.5674154919708,77.297541508093,3.41479274646196
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1167$ROW20$RANGE19$LH198 X PHB47,Scottsbluff,1357,Hybrid HIPS,High,Full,2,20,19,PHK56 X W606S,Hybrid,2022-08-01,2022-08-05,,NA,73.66,170.18,220.98,2022-11-10 10:59:17,23.61,18.7,56.9,355,16,4.2,16.9,3.1,22.9,552.5,135.7,yellow,N,35.5,16.5,NA,70.42,8.55,3.58,1.82,1.27,0.09,NA,NA,157.064177852916,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,74,78,149.120879120879,26.043956043956,NA,NA,225,4,1393.155,1483.455,90.3,NA,80.7198715562595,177.799645616765,227.573450404152,18.9131163639192,56.8453971365284,NA,16.1949414208246,4.42157199340686,3.11772143358753,23.2251511952195,17.1218601245499,554.868622849832,70.5940551732099,8.53819657366435,3.63961700371369,1.62784513079005,1.28366636620418,166.718295585925,1383.88478811118,1479.80305966415,35.7545896513972,16.1775313870473,157.550620748358,27.6531277406961,96.934973912186,73.5576604571366,77.5954889194022,4.35507458759606
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1486$ROW2$RANGE23$LH74 X PHN82,Scottsbluff,1046,Hybrid HIPS,Low,Full,2,2,23,PHB47 X PHK56,Hybrid,2022-07-26,2022-07-30,,NA,66.04,190.5,238.76,2022-11-09 10:39:33,18.18,16.4,57,30,13.1,3.9,14.6,2.5,19.1,447.2,117.7,yellow,Y,33.8,13.5,NA,71.76,6.7,4.03,0.76,0.99,0.08,NA,NA,124.362879459003,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,68,72,127.934782608696,28.0434782608696,NA,NA,75,4,1263.605,1350.255,86.6500000000001,NA,65.8780051420234,185.916078370838,233.669165432749,16.8854608120203,56.4146610130483,NA,12.8588714641481,3.89493429071728,2.53822665295039,17.903614888149,14.3684007993988,427.548043067022,71.8706886075808,6.70040769402142,3.94475256226332,1.05711874332967,1.10858132225915,120.781538266803,1315.76656269909,1403.4337205243,32.3954474846832,14.1425607662669,119.540223103243,27.6152531080037,87.1915118930858,70.4367410195443,74.3570321350962,3.96190075820874
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1140$ROW21$RANGE17$LH185 X LH145,Scottsbluff,1380,Hybrid HIPS,High,Full,2,21,17,PHP02 X LH198,Hybrid,2022-07-28,2022-07-31,,NA,91.44,190.5,233.68,2022-11-10 11:11:37,28.48,20.3,54.4,374,14.4,4.9,15.4,3.4,23.5,471.2,153.4,yellow,N,31.2,16,NA,69.6,9.05,3.64,1.35,1.31,0.09,NA,NA,185.732933896872,NA,NA,NA,2022-05-19 05:00:00,NA,22.5,70,73,168.571428571429,34.7252747252747,NA,NA,225,3,1309.505,1371.705,62.1999999999998,NA,87.5797369827199,186.189385870487,231.311436877162,19.6105159839869,55.4057231237363,NA,14.9787950824188,4.63035140400352,3.17393419397887,23.5229381337072,16.3600428476975,512.342913904955,70.2354943040597,8.75220655023866,3.68968499331655,1.37643295378231,1.29716211403351,177.80621139223,1345.61589859599,1423.65368191235,33.772372039527,15.7939991937139,167.699243345443,32.2944312694082,78.1869917353481,71.7000074676793,75.222813425528,3.63360697976019
