qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes
6239$ROW33$RANGE12$SYNGENTA NK0760-3111	Lincoln	6239	Hybrid HIPS	High	Dryland	2	33	12	SYNGENTA NK0760-3111	Hybrid	2022-10-10 13:30:09	2.27	12.3	62.2	412	NA
6240$ROW33$RANGE13$2369 X 3IIH6	Lincoln	6240	Hybrid HIPS	High	Dryland	2	33	13	2369 X 3IIH6	Hybrid	2022-10-10 13:34:15	0.93	8.22	64	425	NA
6241$ROW33$RANGE14$B84 X 3IIH6	Lincoln	6241	Hybrid HIPS	High	Dryland	2	33	14	B84 X 3IIH6	Hybrid	2022-10-10 13:53:34	0.93	8.64	63.7	488	NA
6242$ROW33$RANGE15$PHW52 X PHN82	Lincoln	6242	Hybrid HIPS	High	Dryland	2	33	15	PHW52 X PHN82	Hybrid	2022-10-10 13:57:37	5.51	13.1	61.7	501	NA
6143$ROW34$RANGE2$PHK76 X LH145	Lincoln	6143	Hybrid HIPS	High	Dryland	1	34	2	PHK76 X LH145	Hybrid	2022-10-10 10:05:02	2.96	14.6	62	33	NA
6144$ROW34$RANGE3$PHK56 X 3IIH6	Lincoln	6144	Hybrid HIPS	High	Dryland	1	34	3	PHK56 X 3IIH6	Hybrid	2022-10-10 10:15:36	0.34	2.23	0	44	NA
6145$ROW34$RANGE4$PHP02 X LH82	Lincoln	6145	Hybrid HIPS	High	Dryland	1	34	4	PHP02 X LH82	Hybrid	2022-10-10 10:41:04	2.67	12.4	62.9	109	NA
6146$ROW34$RANGE5$PHK76 X W606S	Lincoln	6146	Hybrid HIPS	High	Dryland	1	34	5	PHK76 X W606S	Hybrid	2022-10-10 10:45:23	2.92	13.6	62.2	120	NA
6147$ROW34$RANGE6$LH198 X PHZ51	Lincoln	6147	Hybrid HIPS	High	Dryland	1	34	6	LH198 X PHZ51	Hybrid	2022-10-10 11:16:14	1.85	14.1	61.4	185	NA
6148$ROW34$RANGE7$N209 X 3IIH6	Lincoln	6148	Hybrid HIPS	High	Dryland	1	34	7	N209 X 3IIH6	Hybrid	2022-10-10 11:22:46	2.91	13.3	62	196	NA
6149$ROW34$RANGE8$B73 X 3IIH6	Lincoln	6149	Hybrid HIPS	High	Dryland	1	34	8	B73 X 3IIH6	Hybrid	2022-10-10 11:49:47	1.58	11.4	63.2	261	NA
6243$ROW34$RANGE9$PHB47 X LH185	Lincoln	6243	Hybrid HIPS	High	Dryland	2	34	9	PHB47 X LH185	Hybrid	2022-10-10 11:54:20	2.86	13	62.3	272	NA
6244$ROW34$RANGE10$LH74 X PHM49	Lincoln	6244	Hybrid HIPS	High	Dryland	2	34	10	LH74 X PHM49	Hybrid	2022-10-10 12:18:49	0.89	8.29	64.2	337	NA
6245$ROW34$RANGE11$LH82 X PHB47	Lincoln	6245	Hybrid HIPS	High	Dryland	2	34	11	LH82 X PHB47	Hybrid	2022-10-10 13:08:59	0.48	3.23	0	348	NA
6246$ROW34$RANGE12$SYNGENTA NK0760-3111	Lincoln	6246	Hybrid HIPS	High	Dryland	2	34	12	SYNGENTA NK0760-3111	Hybrid	2022-10-10 13:30:24	2.14	12	62.5	413	NA
6247$ROW34$RANGE13$B73 X PHZ51	Lincoln	6247	Hybrid HIPS	High	Dryland	2	34	13	B73 X PHZ51	Hybrid	2022-10-10 13:33:59	1.84	12.2	62.1	424	NA
6248$ROW34$RANGE14$B73 X PHM49	Lincoln	6248	Hybrid HIPS	High	Dryland	2	34	14	B73 X PHM49	Hybrid	2022-10-10 13:53:50	0.45	4.74	65.2	489	NA
6249$ROW34$RANGE15$PHG39 X PHN82	Lincoln	6249	Hybrid HIPS	High	Dryland	2	34	15	PHG39 X PHN82	Hybrid	2022-10-10 13:57:08	5.65	13.5	61.4	500	NA
6150$ROW35$RANGE2$2369 X PHP02	Lincoln	6150	Hybrid HIPS	High	Dryland	1	35	2	2369 X PHP02	Hybrid	2022-10-10 10:05:26	2.04	13.5	62.4	34	NA
6151$ROW35$RANGE3$LH123HT X PHB47	Lincoln	6151	Hybrid HIPS	High	Dryland	1	35	3	LH123HT X PHB47	Hybrid	2022-10-10 10:15:13	0.16	0.84	0	43	NA
6152$ROW35$RANGE4$PHP02 X PHB47	Lincoln	6152	Hybrid HIPS	High	Dryland	1	35	4	PHP02 X PHB47	Hybrid	2022-10-10 10:41:26	1.36	11	63.8	110	NA
6153$ROW35$RANGE5$B37 X OH43	Lincoln	6153	Hybrid HIPS	High	Dryland	1	35	5	B37 X OH43	Hybrid	2022-10-10 10:45:01	1.37	12.2	62.7	119	NA
6154$ROW35$RANGE6$PHB47 X PHK56	Lincoln	6154	Hybrid HIPS	High	Dryland	1	35	6	PHB47 X PHK56	Hybrid	2022-10-10 11:16:50	2.86	13.5	62.2	186	NA
6155$ROW35$RANGE7$B37 X MO17	Lincoln	6155	Hybrid HIPS	High	Dryland	1	35	7	B37 X MO17	Hybrid	2022-10-10 11:22:25	1.71	13.2	61.6	195	NA
6156$ROW35$RANGE8$2369 X PHP02	Lincoln	6156	Hybrid HIPS	High	Dryland	1	35	8	2369 X PHP02	Hybrid	2022-10-10 11:50:09	2.85	12.4	62.7	262	NA
6250$ROW35$RANGE9$LH82 X PHJ89	Lincoln	6250	Hybrid HIPS	High	Dryland	2	35	9	LH82 X PHJ89	Hybrid	2022-10-10 11:53:58	4.34	12.5	62.7	271	NA
6251$ROW35$RANGE10$PHK56 X LH198	Lincoln	6251	Hybrid HIPS	High	Dryland	2	35	10	PHK56 X LH198	Hybrid	2022-10-10 12:19:20	1.42	11.2	62.7	338	NA
6252$ROW35$RANGE11$PHB47 X 3IIH6	Lincoln	6252	Hybrid HIPS	High	Dryland	2	35	11	PHB47 X 3IIH6	Hybrid	2022-10-10 13:08:35	1.34	10.8	63.3	347	NA
6253$ROW35$RANGE12$SYNGENTA NK0760-3111	Lincoln	6253	Hybrid HIPS	High	Dryland	2	35	12	SYNGENTA NK0760-3111	Hybrid	2022-10-10 13:30:40	2.69	12	62.6	414	NA
6256$ROW35$RANGE15$LH145 X LH162	Lincoln	6256	Hybrid HIPS	High	Dryland	2	35	15	LH145 X LH162	Hybrid	2022-10-10 13:56:49	1.67	11.2	62.8	499	NA
6164$ROW37$RANGE2$HOEGEMEYER 7089 AMXT	Lincoln	6164	Hybrid HIPS	High	Dryland	1	37	2	HOEGEMEYER 7089 AMXT	Hybrid	2022-10-10 10:09:44	7.69	13.2	62.7	36	NA
6165$ROW37$RANGE3$PIONEER P0589 AMXT	Lincoln	6165	Hybrid HIPS	High	Dryland	1	37	3	PIONEER P0589 AMXT	Hybrid	2022-10-10 10:14:28	8.26	13.3	62.5	41	NA
6167$ROW37$RANGE5$LH198 X PHB47	Lincoln	6167	Hybrid HIPS	High	Dryland	1	37	5	LH198 X PHB47	Hybrid	2022-10-10 10:44:17	0.99	9.55	64.4	117	NA
6168$ROW37$RANGE6$PHP02 X LH185	Lincoln	6168	Hybrid HIPS	High	Dryland	1	37	6	PHP02 X LH185	Hybrid	2022-10-10 11:17:31	0.5	3.92	0	188	NA
6169$ROW37$RANGE7$PHK56 X LH198	Lincoln	6169	Hybrid HIPS	High	Dryland	1	37	7	PHK56 X LH198	Hybrid	2022-10-10 11:21:40	1.97	12.6	62.7	193	NA
6170$ROW37$RANGE8$PHK76 X LH82	Lincoln	6170	Hybrid HIPS	High	Dryland	1	37	8	PHK76 X LH82	Hybrid	2022-10-10 11:50:58	5.08	13.8	61.9	264	NA
6264$ROW37$RANGE9$PHN46 X W606S	Lincoln	6264	Hybrid HIPS	High	Dryland	2	37	9	PHN46 X W606S	Hybrid	2022-10-10 11:53:04	3.55	12.8	62.1	269	NA
6265$ROW37$RANGE10$LH195 X 3IIH6	Lincoln	6265	Hybrid HIPS	High	Dryland	2	37	10	LH195 X 3IIH6	Hybrid	2022-10-10 12:20:01	0.35	2.12	0	340	NA
6266$ROW37$RANGE11$PHB47 X PHK56	Lincoln	6266	Hybrid HIPS	High	Dryland	2	37	11	PHB47 X PHK56	Hybrid	2022-10-10 13:07:55	0.79	7.73	64.6	345	NA
6267$ROW37$RANGE12$B37 X OH43	Lincoln	6267	Hybrid HIPS	High	Dryland	2	37	12	B37 X OH43	Hybrid	2022-10-10 13:31:08	0.5	6.88	64.3	416	NA
6268$ROW37$RANGE13$B73 X 3IIH6	Lincoln	6268	Hybrid HIPS	High	Dryland	2	37	13	B73 X 3IIH6	Hybrid	2022-10-10 13:33:07	0.82	6.62	64.6	421	NA
6269$ROW37$RANGE14$LH74 X PHN82	Lincoln	6269	Hybrid HIPS	High	Dryland	2	37	14	LH74 X PHN82	Hybrid	2022-10-10 13:54:38	3.55	12.5	62.1	492	NA
6270$ROW37$RANGE15$PHT69 X 3IIH6	Lincoln	6270	Hybrid HIPS	High	Dryland	2	37	15	PHT69 X 3IIH6	Hybrid	2022-10-10 13:56:18	2.47	11.5	62.4	497	NA
6177$ROW38$RANGE8$SYNGENTA NK0760-3111	Lincoln	6177	Hybrid HIPS	High	Dryland	1	38	8	SYNGENTA NK0760-3111	Hybrid	2022-10-10 11:51:22	4.5	13.2	62.2	265	NA
6272$ROW38$RANGE10$F42 X OH43	Lincoln	6272	Hybrid HIPS	High	Dryland	2	38	10	F42 X OH43	Hybrid	2022-10-10 12:20:21	1.62	12.1	62.1	341	NA
6178$ROW39$RANGE2$PHG39 X PHM49	Lincoln	6178	Hybrid HIPS	High	Dryland	1	39	2	PHG39 X PHM49	Hybrid	2022-10-10 10:10:34	3.29	15.6	60.9	38	NA
6179$ROW39$RANGE3$PHP02 X PHK56	Lincoln	6179	Hybrid HIPS	High	Dryland	1	39	3	PHP02 X PHK56	Hybrid	2022-10-10 10:13:31	1.38	11.9	63.2	39	NA
6180$ROW39$RANGE4$PHB47 X LH185	Lincoln	6180	Hybrid HIPS	High	Dryland	1	39	4	PHB47 X LH185	Hybrid	2022-10-10 10:43:02	1.92	13	62.5	114	NA
6181$ROW39$RANGE5$PHB47 X 3IIH6	Lincoln	6181	Hybrid HIPS	High	Dryland	1	39	5	PHB47 X 3IIH6	Hybrid	2022-10-10 10:43:35	0.77	7.51	65	115	NA
6182$ROW39$RANGE6$LH195 X LH185	Lincoln	6182	Hybrid HIPS	High	Dryland	1	39	6	LH195 X LH185	Hybrid	2022-10-10 11:20:04	4.11	15.4	60.6	190	NA
6183$ROW39$RANGE7$PHP02 X PHG47	Lincoln	6183	Hybrid HIPS	High	Dryland	1	39	7	PHP02 X PHG47	Hybrid	2022-10-10 11:21:04	1.93	12	63.1	191	NA
6184$ROW39$RANGE8$PHJ40 X LH82	Lincoln	6184	Hybrid HIPS	High	Dryland	1	39	8	PHJ40 X LH82	Hybrid	2022-10-10 11:51:46	4.55	12.7	62.6	266	NA
6278$ROW39$RANGE9$PHN46 X PHB47	Lincoln	6278	Hybrid HIPS	High	Dryland	2	39	9	PHN46 X PHB47	Hybrid	2022-10-10 11:52:24	1.2	11.3	62.9	267	NA
6279$ROW39$RANGE10$PHP02 X PHG47	Lincoln	6279	Hybrid HIPS	High	Dryland	2	39	10	PHP02 X PHG47	Hybrid	2022-10-10 12:20:37	2.16	11.7	62.7	342	NA
6280$ROW39$RANGE11$PHP02 X PHJ89	Lincoln	6280	Hybrid HIPS	High	Dryland	2	39	11	PHP02 X PHJ89	Hybrid	2022-10-10 13:07:12	4.12	11.9	62.8	343	NA
6282$ROW39$RANGE13$PIONEER 1311 AMXT	Lincoln	6282	Hybrid HIPS	High	Dryland	2	39	13	PIONEER 1311 AMXT	Hybrid	2022-10-10 13:32:22	6.39	12.5	62.1	419	NA
6283$ROW39$RANGE14$PHK76 X LH198	Lincoln	6283	Hybrid HIPS	High	Dryland	2	39	14	PHK76 X LH198	Hybrid	2022-10-10 13:55:11	1.5	11	62.8	494	NA
6284$ROW39$RANGE15$PHN46 X PHK56	Lincoln	6284	Hybrid HIPS	High	Dryland	2	39	15	PHN46 X PHK56	Hybrid	2022-10-10 13:55:48	0.92	9.01	63.9	495	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1491$ROW1$RANGE3$PHB47 X 3IIH6	Scottsbluff	1491	Hybrid HIPS	Low	Full	1	1	3	PHB47 X 3IIH6	Hybrid	2022-11-10 12:36:10	27.7	15.1	55.2	489	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1492$ROW1$RANGE4$LH82 X PHB47	Scottsbluff	1492	Hybrid HIPS	Low	Full	1	1	4	LH82 X PHB47	Hybrid	2022-11-10 12:36:42	24.48	18.3	57.3	490	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1493$ROW1$RANGE5$HOEGEMEYER 7089 AMXT	Scottsbluff	1493	Hybrid HIPS	Low	Full	1	1	5	HOEGEMEYER 7089 AMXT	Hybrid	2022-11-10 12:37:23	30.72	16.9	56.8	491	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1494$ROW1$RANGE6$B37 X MO17	Scottsbluff	1494	Hybrid HIPS	Low	Full	1	1	6	B37 X MO17	Hybrid	2022-11-10 12:38:07	26.04	21.3	52.1	492	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1495$ROW1$RANGE7$LH74 X PHN82	Scottsbluff	1495	Hybrid HIPS	Low	Full	1	1	7	LH74 X PHN82	Hybrid	2022-11-10 12:38:47	28.99	20.5	55.5	493	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1496$ROW1$RANGE8$PHP02 X LH82	Scottsbluff	1496	Hybrid HIPS	Low	Full	1	1	8	PHP02 X LH82	Hybrid	2022-11-10 12:39:55	24.52	17.7	55.6	494	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1497$ROW1$RANGE9$PHP02 X W606S	Scottsbluff	1497	Hybrid HIPS	Low	Full	1	1	9	PHP02 X W606S	Hybrid	2022-11-10 12:40:36	30.5	20.6	55.2	495	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1498$ROW1$RANGE10$SYNGENTA NK0760-3111	Scottsbluff	1498	Hybrid HIPS	Low	Full	1	1	10	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:41:22	30.8	18.1	54	496	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1499$ROW1$RANGE11$SYNGENTA NK0760-3111	Scottsbluff	1499	Hybrid HIPS	Low	Full	1	1	11	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:42:03	31.92	18.3	53.8	497	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1500$ROW1$RANGE12$SYNGENTA NK0760-3111	Scottsbluff	1500	Hybrid HIPS	Low	Full	1	1	12	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:42:46	34	18.3	53.4	498	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1501$ROW1$RANGE13$SYNGENTA NK0760-3111	Scottsbluff	1501	Hybrid HIPS	Low	Full	1	1	13	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:43:25	32.77	18.3	53.4	499	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1502$ROW1$RANGE14$SYNGENTA NK0760-3111	Scottsbluff	1502	Hybrid HIPS	Low	Full	1	1	14	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:44:08	27.03	18.4	54.2	500	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1503$ROW1$RANGE15$PHP02 X LH82	Scottsbluff	1503	Hybrid HIPS	Low	Full	2	1	15	PHP02 X LH82	Hybrid	2022-11-10 12:44:38	20.32	17.3	55.4	501	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1504$ROW1$RANGE16$PHK56 X LH145	Scottsbluff	1504	Hybrid HIPS	Low	Full	2	1	16	PHK56 X LH145	Hybrid	2022-11-10 12:45:09	19.38	13.2	58.1	502	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1505$ROW1$RANGE17$PIONEER P0589 AMXT	Scottsbluff	1505	Hybrid HIPS	Low	Full	2	1	17	PIONEER P0589 AMXT	Hybrid	2022-11-10 12:45:47	29.89	16.1	57.6	503	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1506$ROW1$RANGE18$PHK76 X 3IIH6	Scottsbluff	1506	Hybrid HIPS	Low	Full	2	1	18	PHK76 X 3IIH6	Hybrid	2022-11-10 12:46:24	24.63	14.7	60.1	504	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1507$ROW1$RANGE19$LH185 X LH82	Scottsbluff	1507	Hybrid HIPS	Low	Full	2	1	19	LH185 X LH82	Hybrid	2022-11-10 12:46:56	25.18	18.8	56	505	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1508$ROW1$RANGE20$PHW52 X PHN82	Scottsbluff	1508	Hybrid HIPS	Low	Full	2	1	20	PHW52 X PHN82	Hybrid	2022-11-10 12:47:37	27.58	20.7	55.2	506	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1509$ROW1$RANGE21$N209 X 3IIH6	Scottsbluff	1509	Hybrid HIPS	Low	Full	2	1	21	N209 X 3IIH6	Hybrid	2022-11-10 12:48:16	27.59	15.4	54.1	507	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1510$ROW1$RANGE22$B73 X 3IIH6	Scottsbluff	1510	Hybrid HIPS	Low	Full	2	1	22	B73 X 3IIH6	Hybrid	2022-11-10 12:48:53	29.35	15	55.3	508	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1466$ROW2$RANGE3$4N506 X 3IIH6	Scottsbluff	1466	Hybrid HIPS	Low	Full	1	2	3	4N506 X 3IIH6	Hybrid	2022-11-10 12:33:17	25.96	14.2	56.1	488	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1467$ROW2$RANGE4$PHT69 X 3IIH6	Scottsbluff	1467	Hybrid HIPS	Low	Full	1	2	4	PHT69 X 3IIH6	Hybrid	2022-11-10 12:32:33	25.64	13.8	57.7	487	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1468$ROW2$RANGE5$2FACC X 3IIH6	Scottsbluff	1468	Hybrid HIPS	Low	Full	1	2	5	2FACC X 3IIH6	Hybrid	2022-11-10 12:31:53	27.82	14.6	57.3	486	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1469$ROW2$RANGE6$F42 X MO17	Scottsbluff	1469	Hybrid HIPS	Low	Full	1	2	6	F42 X MO17	Hybrid	2022-11-10 12:30:28	30.31	20	52.5	485	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1470$ROW2$RANGE7$PIONEER P0589 AMXT	Scottsbluff	1470	Hybrid HIPS	Low	Full	1	2	7	PIONEER P0589 AMXT	Hybrid	2022-11-10 12:29:50	29.51	15.5	57.8	484	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1471$ROW2$RANGE8$PHZ51 X LH145	Scottsbluff	1471	Hybrid HIPS	Low	Full	1	2	8	PHZ51 X LH145	Hybrid	2022-11-10 12:29:12	17.23	12.8	57.6	483	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1472$ROW2$RANGE9$SYNGENTA NK0760-3111	Scottsbluff	1472	Hybrid HIPS	Low	Full	1	2	9	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:28:40	31.87	17.9	53.6	482	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1473$ROW2$RANGE10$PHW52 X LH185	Scottsbluff	1473	Hybrid HIPS	Low	Full	1	2	10	PHW52 X LH185	Hybrid	2022-11-10 12:27:54	24.63	22.3	52.9	481	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1474$ROW2$RANGE11$2369 X LH123HT	Scottsbluff	1474	Hybrid HIPS	Low	Full	1	2	11	2369 X LH123HT	Hybrid	2022-11-10 12:27:05	25.57	20.9	54	480	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1475$ROW2$RANGE12$PIONEER 1311 AMXT	Scottsbluff	1475	Hybrid HIPS	Low	Full	1	2	12	PIONEER 1311 AMXT	Hybrid	2022-11-10 12:26:15	30.69	20.7	51.8	479	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1476$ROW2$RANGE13$F42 X OH43	Scottsbluff	1476	Hybrid HIPS	Low	Full	1	2	13	F42 X OH43	Hybrid	2022-11-10 12:25:23	23.46	21.7	51	478	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1477$ROW2$RANGE14$PHP02 X LH198	Scottsbluff	1477	Hybrid HIPS	Low	Full	1	2	14	PHP02 X LH198	Hybrid	2022-11-10 12:24:49	28.75	20.6	54.2	477	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1478$ROW2$RANGE15$PHK76 X W606S	Scottsbluff	1478	Hybrid HIPS	Low	Full	2	2	15	PHK76 X W606S	Hybrid	2022-11-10 12:24:11	19.71	16.5	58.7	476	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1479$ROW2$RANGE16$PHK76 X LH145	Scottsbluff	1479	Hybrid HIPS	Low	Full	2	2	16	PHK76 X LH145	Hybrid	2022-11-10 12:23:39	16.51	15.7	61.1	475	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1480$ROW2$RANGE17$SYNGENTA NK0760-3111	Scottsbluff	1480	Hybrid HIPS	Low	Full	2	2	17	SYNGENTA NK0760-3111	Hybrid	2022-11-10 12:23:07	28.97	17.1	53.4	474	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1481$ROW2$RANGE18$PHP02 X PHJ89	Scottsbluff	1481	Hybrid HIPS	Low	Full	2	2	18	PHP02 X PHJ89	Hybrid	2022-11-10 12:22:30	26.42	15.5	58.3	473	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1482$ROW2$RANGE19$2369 X PHP02	Scottsbluff	1482	Hybrid HIPS	Low	Full	2	2	19	2369 X PHP02	Hybrid	2022-11-10 12:21:50	23.77	19	56.2	472	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1483$ROW2$RANGE20$B73 X PHZ51	Scottsbluff	1483	Hybrid HIPS	Low	Full	2	2	20	B73 X PHZ51	Hybrid	2022-11-10 12:21:15	25.07	20.7	55.2	471	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1484$ROW2$RANGE21$F42 X MO17	Scottsbluff	1484	Hybrid HIPS	Low	Full	2	2	21	F42 X MO17	Hybrid	2022-11-10 12:19:18	23.35	21.7	52.4	470	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1485$ROW2$RANGE22$LH195 X 3IIH6	Scottsbluff	1485	Hybrid HIPS	Low	Full	2	2	22	LH195 X 3IIH6	Hybrid	2022-11-10 12:18:34	30.14	16.4	55.2	469	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1486$ROW2$RANGE23$LH74 X PHN82	Scottsbluff	1486	Hybrid HIPS	Low	Full	2	2	23	LH74 X PHN82	Hybrid	2022-11-10 12:17:50	26.08	19.2	56.6	468	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1487$ROW2$RANGE24$PHW52 X LH185	Scottsbluff	1487	Hybrid HIPS	Low	Full	2	2	24	PHW52 X LH185	Hybrid	2022-11-10 12:16:57	27.77	20.6	54.6	467	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1488$ROW2$RANGE25$2FACC X 3IIH6	Scottsbluff	1488	Hybrid HIPS	Low	Full	2	2	25	2FACC X 3IIH6	Hybrid	2022-11-10 12:16:18	27.13	13.3	57	466	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1489$ROW2$RANGE26$PHW52 X PHM49	Scottsbluff	1489	Hybrid HIPS	Low	Full	2	2	26	PHW52 X PHM49	Hybrid	2022-11-10 12:15:39	25.9	22	52.8	465	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1490$ROW2$RANGE27$PHB47 X PHJ89	Scottsbluff	1490	Hybrid HIPS	Low	Full	2	2	27	PHB47 X PHJ89	Hybrid	2022-11-10 12:14:47	21.66	16.9	56.8	464	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1441$ROW3$RANGE3$PHK56 X W606S	Scottsbluff	1441	Hybrid HIPS	Low	Full	1	3	3	PHK56 X W606S	Hybrid	2022-11-10 11:59:11	19.3	19.3	56	439	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1442$ROW3$RANGE4$PHP02 X PHG47	Scottsbluff	1442	Hybrid HIPS	Low	Full	1	3	4	PHP02 X PHG47	Hybrid	2022-11-10 11:59:45	16.77	14	59.1	440	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1443$ROW3$RANGE5$PHW52 X PHZ51	Scottsbluff	1443	Hybrid HIPS	Low	Full	1	3	5	PHW52 X PHZ51	Hybrid	2022-11-10 12:00:32	5.07	21.5	55.5	441	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1444$ROW3$RANGE6$PHK76 X W606S	Scottsbluff	1444	Hybrid HIPS	Low	Full	1	3	6	PHK76 X W606S	Hybrid	2022-11-10 12:01:35	1.98	0	0	442	Not much here
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1445$ROW3$RANGE7$HOEGEMEYER 8065RR	Scottsbluff	1445	Hybrid HIPS	Low	Full	1	3	7	HOEGEMEYER 8065RR	Hybrid	2022-11-10 12:02:11	2.33	0	0	443	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1446$ROW3$RANGE8$LH185 X LH82	Scottsbluff	1446	Hybrid HIPS	Low	Full	1	3	8	LH185 X LH82	Hybrid	2022-11-10 12:02:43	4.72	19.7	55	444	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1447$ROW3$RANGE9$PHP02 X PHJ89	Scottsbluff	1447	Hybrid HIPS	Low	Full	1	3	9	PHP02 X PHJ89	Hybrid	2022-11-10 12:03:23	4.42	0	0	445	One row
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1448$ROW3$RANGE10$PHK56 X LH185	Scottsbluff	1448	Hybrid HIPS	Low	Full	1	3	10	PHK56 X LH185	Hybrid	2022-11-10 12:03:56	1.28	0	0	446	One row
