qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
23-A-1737902,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,51,84,349,B64,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,105,190,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737903,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,52,84,350,A679,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,72,183,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737904,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,53,84,351,807,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,182,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737905,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,45,85,360,78004,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,194,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737906,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,46,85,359,[WHITE VARIEGATED (ISO. FROM BM4 AC3252) (B73-1)],1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,91,186,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737907,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,47,85,358,11430,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,186,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737908,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,48,85,357,N6,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,191,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737909,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,49,85,356,DE1,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,98,187,"34,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737910,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,50,85,355,B73,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737911,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,51,85,354,NC236,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737912,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,52,85,353,B79,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,172,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737913,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,53,85,352,B73,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737914,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,45,86,361,OH40B,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,165,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737915,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,46,86,362,CM105,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,71,177,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737916,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,47,86,363,CI91B,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,153,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737917,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,48,86,364,LH82,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,155,"34,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737918,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,49,86,365,LH85,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,167,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737919,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,50,86,366,NC310,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,106,194,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737920,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,51,86,367,ND246,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,136,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737921,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,52,86,368,K55,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,158,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737922,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,53,86,369,CR1HT,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,173,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737923,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,45,87,378,G80,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,167,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737924,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,46,87,377,NC350,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,154,"31,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737925,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,47,87,376,C103,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,90,184,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737926,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,48,87,375,CI31A,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,92,133,"31,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737927,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,49,87,374,VA17,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,58,146,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737928,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,50,87,373,SD44,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,66,171,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737929,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,51,87,372,NC296,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,100,176,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737930,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,52,87,371,792,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,166,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737931,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,53,87,370,H8431,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,167,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737932,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,47,88,381,IL14H,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,72,177,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737933,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,48,88,382,NS501,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,168,"32,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737934,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,49,88,383,A554,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,151,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737935,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,50,88,384,N28HT,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,"33,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-A-1737936,2023,Ames,Ames,0,High,225,LC2330,7.5,NA,6,51,88,385,CMV3,1716215,5/19/2023,NA,NA,NA,NA,NA,NA,NA,NA,52,127,"35,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/19/2023,NA
23-M-1723012,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,3,101,B104,1715457,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,118,"32,000",11.65,9.34,3.99,2.95,21.83,14,265.83,18.93,52.09,20.49,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723013,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,3,102,NC260,1715458,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,77,179,"32,000",11.36,9.86,3.25,2.43,19.2,14.8,203.5,18.33,36.1,15.31,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723014,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,3,103,LH183,1715459,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,162,"33,000",12.4,10.53,3.37,2.07,23.83,13,271.17,18.33,53.48,9.3,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723015,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,3,104,ML606,1715460,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,135,"32,000",12.89,12.53,4.02,2.68,30.67,13.67,385.67,22.74,85.99,15.82,NA,NA,NA,NA,NA,NA,red/dark orange,NA,9/25/2023,NA
23-M-1723016,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,3,105,B73,1715461,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,187,"33,000",12.64,11.37,4.44,2.99,26,18,405.33,22.85,90.96,22.8,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723017,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,3,106,CML38,1715462,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,99,174,"33,000",8.5,7.52,3.08,2.48,8,10.5,41.75,15.39,7.02,8.98,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723018,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,3,107,IA5125,1715463,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,51,90,"34,000",9.4,9.73,4.15,2.58,18.67,16,142.83,21.22,29.76,8.29,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723019,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,3,108,IL677A,1715464,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,173,"34,000",12.67,10.04,3.49,2.65,14,12.8,152.6,13.44,32.18,11.96,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723020,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,3,109,B64,1715465,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,84,149,"33,000",12.06,10.8,3.47,2.42,21.67,13.83,265.5,19.01,52.08,17.47,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723021,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,3,110,3IIH6,1715466,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,41,165,"32,000",15.12,13.04,3.78,2.55,24,16.83,357.6,20.98,79.57,14.23,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723022,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,4,111,CO125,1715467,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,54,122,"33,000",12.51,11.34,3.68,2.43,28.67,13.67,364.67,15.71,59.29,16.74,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723023,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,4,112,CR1HT,1715468,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,153,"32,000",13.1,12.3,3.56,2.12,29.5,13.33,426.5,14.95,63.99,9.97,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723024,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,4,113,PHJ40,1715469,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,65,133,"32,000",15.21,11.77,3.92,2.87,20.83,13.33,256.33,22.87,58.4,24.5,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723025,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,4,114,N28HT,1715470,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,51,163,"33,000",12.14,10.33,3.85,2.48,22.67,16.67,340.67,21.31,73.31,15.98,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723026,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,4,115,K55,1715471,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,143,"31,000",11.16,8.46,4.17,3.08,20.17,14.67,290.67,20.24,59.53,17.5,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723027,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,4,116,BO9,1715472,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,79,165,"32,000",14.43,12.26,3.98,2.53,25,12,273,30.12,81.98,14.81,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723028,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,4,117,B79,1715473,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,81,150,"33,000",11.25,9.2,4.07,2.77,19,19,315.67,20.58,63.26,12.99,NA,NA,NA,NA,NA,NA,red/dark orange,NA,9/25/2023,NA
23-M-1723029,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,4,118,A679,1715474,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,136,"32,000",12.92,11.71,4.24,2.69,28.67,18.67,480.33,19.33,90.52,17.26,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723030,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,4,119,DE1,1715475,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,134,"35,000",11.05,9.88,4.75,3.13,19.67,14.67,267.83,26.93,76.97,24.85,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723031,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,4,120,A634,1715476,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,133,"32,000",14.53,10.68,4.07,2.8,19.67,14,235.33,29.79,70.46,18.43,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723032,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,5,121,VA35,1715477,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,52,139,"33,000",16.37,13.4,3.63,2.32,29.33,12.33,334,24.35,80.31,18.88,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723033,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,5,122,VA14,1715478,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,173,"33,000",11.82,9.22,3.23,2.21,18.8,12.8,158.17,16.74,26.03,12.35,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723034,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,5,123,IL14H,1715479,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,159,"33,000",11.55,10.35,3.86,2.56,20.67,14,273.83,20.72,55.99,11.95,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723035,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,5,124,MDF-13D,1715480,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,180,"33,000",13.87,10.84,3.28,2.1,25,12,259,22.52,57.12,11.3,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723036,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,5,125,B73,1715481,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,164,"32,000",12.3,10.93,4.13,2.78,26.33,16.33,380.17,19.91,77.95,18.05,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723037,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,5,126,764,1715482,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,57,140,"31,000",11.92,10.06,3.94,2.39,23,17.33,307.83,23.27,71.25,16.16,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723038,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,5,127,B73,1715483,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,73,153,"33,000",11.94,9.78,4.12,2.8,24.67,16.33,354.67,20.86,72.4,21.13,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723039,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,5,128,PHG71,1715484,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,156,"33,000",15.58,13.98,3.78,2.34,31,13,338.67,23.08,79.9,12.42,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723040,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,5,129,VA59,1715485,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,50,138,"32,000",14.22,13.05,3.82,2.22,28.67,13.67,333,23.96,81.01,14.62,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723041,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,5,130,B73,1715486,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,93,180,"32,000",13.98,12.22,4.73,3.03,30.67,18.67,519.17,23.04,122.19,26.04,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723042,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,11,6,131,ZS365,1715487,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,69,145,"33,000",14.32,13.36,4.14,2.62,29.67,15,409.17,26.64,107.61,18.79,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723043,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,10,6,132,6F629,1715488,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,74,188,"32,000",14.27,12.86,3.62,2.25,27.33,14,294.17,23.21,66.4,13.79,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723044,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,9,6,133,207,1715489,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,78,157,"32,000",13.73,11.84,4.06,2.55,24,14.33,301.33,27.06,78.6,17.56,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723045,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,8,6,134,PHG50,1715490,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,78,156,"31,000",15.34,13.45,3.73,2.47,27.67,13.67,336,23.47,80.55,16.55,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723046,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,6,135,W182B,1715491,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,48,152,"31,000",15.14,12.7,3.21,2.26,22,12.67,229.83,20,44.95,15.24,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723047,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,6,136,CML247,1715492,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,97,153,"32,000",11.51,NA,NA,2.36,NA,NA,3.5,NA,1.03,14.72,NA,NA,NA,NA,NA,NA,white,NA,9/25/2023,NA
23-M-1723048,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,6,137,AQA3,1715493,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,53,139,"32,000",15.66,12.04,3.3,2.05,31,14.33,391.67,15.87,61.55,9.83,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723049,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,6,138,A635,1715494,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,51,115,"32,000",13.97,9.24,3.57,2.15,21,14.67,289,18.26,53.68,12.35,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723050,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,6,139,MBST,1715495,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,38,125,"32,000",10.9,8.63,3.28,2.11,19.67,11.67,209,20.77,42.81,8.07,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723051,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,6,140,OH40B,1715496,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,159,"33,000",17.67,14.65,3.58,2.45,29.33,12,311.67,23.06,69.51,18.42,NA,NA,NA,NA,NA,NA,orange,NA,9/25/2023,NA
23-M-1723052,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,2,7,141,G80,1715497,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,145,"32,000",12.51,10.08,3.82,2.72,22,14,207.17,28.6,56.78,18.15,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723053,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,3,7,142,PHG86,1715498,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,83,170,"32,000",14.52,11.71,4.22,2.68,25.83,17,374.83,24.09,88.96,21.68,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723054,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,4,7,143,CI91B,1715499,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,85,149,"33,000",15.25,14.72,3.87,2.66,28.67,13.83,396.33,18.8,76.8,14.82,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723055,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,5,7,144,I205,1715500,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,140,"33,000",10.35,8.33,4.36,2.8,16.67,16.67,233.5,26.43,56.99,15.89,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723056,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,6,7,145,B73,1715601,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,95,183,"36,000",13.36,11.3,4.51,3.01,28.33,17.33,423.33,21.82,88.7,24.98,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
23-M-1723057,2023,Missouri Valley,Missouri Valley,0,Medium,160,LC2120,7.5,NA,1,7,7,146,VA102,1715602,5/2/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,184,"32,000",18.17,15.74,4.09,2.63,34,13.5,447,26.65,123.98,29.76,NA,NA,NA,NA,NA,NA,yellow,NA,9/25/2023,NA
