qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtNotes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	block	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI
22-C-1585928	Crawfordsville	1585928	B	NA	Non-Irrigated	2	42	5	NA	Hybrid	NA	NA		NA	NA	101	243	NA	NA	NA	NA	NA	NA	NA	NA	4.5335	17.4993333333333	2.45066666666667	22.3666666666667	533	189.366666666667	NA	NA	NA	14.5	35.5284552845528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.426102599319	37.6033963600974	17.8615	215.3	NA	NA
22-C-1585861	Crawfordsville	1585861	B	Medium	Non-Irrigated	2	43	5	PHP02 X PHK56	Hybrid	NA	NA	Check	NA	NA	95	221	NA	2022-10-07 00:00:00	20.27	13.8	NA	NA	NA	NA	4.624	14.797	2.41866666666667	18.3	502.666666666667	138.866666666667	NA	NA	NA	16.25	27.6259946949602	NA	NA	NA	NA	NA	NA	41.198492	91.486523	183.821411520348	28500	0	0	2022-05-11 00:00:00	57	NA	17.5	NA	NA	146.976789901208	29.2394144365798	15.3045	161.5	150	NA
22-C-1585890	Crawfordsville	1585890	B	Medium	Non-Irrigated	2	44	5	LH195 X LH185	Hybrid	NA	NA	Check	NA	NA	82	218	NA	2022-10-07 00:00:00	21.84	15.4	NA	NA	NA	NA	4.5925	15.5893333333333	2.47766666666667	17.8666666666667	525.666666666667	137	NA	NA	NA	14.5	26.0621433100824	NA	NA	NA	NA	NA	NA	41.198486	91.486559	194.38290989011	27000	0	3.7037037037037	2022-05-11 00:00:00	54	NA	17.5	NA	NA	145.001105735469	27.5842306408629	16.194	163.475	150	NA
22-C-1585902	Crawfordsville	1585902	B	Medium	Non-Irrigated	2	45	5	PHK76 X W606S	Hybrid	NA	NA	Check	NA	NA	99	237	NA	2022-10-07 00:00:00	17.02	13.8	NA	NA	NA	NA	4.18975	18.067	2.732	20.2666666666667	482.666666666667	105.4	NA	NA	NA	14	21.8370165745856	NA	NA	NA	NA	NA	NA	41.198492	91.486596	154.348318898684	34500	0	0	2022-05-11 00:00:00	69	NA	17.5	NA	NA	111.555595215463	23.1123470750269	18.254	133.4	150	NA
22-C-1585905	Crawfordsville	1585905	B	Medium	Non-Irrigated	2	46	5	LH82 X PHB47	Hybrid	NA	NA	Check	NA	NA	107	223	NA	2022-10-07 00:00:00	16.52	14	NA	NA	NA	NA	4.2765	16.434	2.55933333333333	17.6666666666667	613.666666666667	130.5	NA	NA	NA	16.5	21.2656165127648	NA	NA	NA	NA	NA	NA	41.198484	91.486632	149.466400676247	32000	0	0	2022-05-11 00:00:00	64	NA	17.5	NA	NA	138.121491229772	22.5075759744332	17.33275	150.575	150	NA
22-C-1585897	Crawfordsville	1585897	B	Medium	Non-Irrigated	2	42	6	PHJ40 X LH82	Hybrid	NA	NA	Check	NA	NA	91	194	NA	2022-10-07 00:00:00	17.5	14	NA	NA	NA	NA	4.294	15.2473333333333	2.50433333333333	21.1666666666667	429.333333333333	118.133333333333	NA	NA	NA	14	27.5155279503106	NA	NA	NA	NA	NA	NA	41.198432	91.486486	158.333051563821	35000	0	0	2022-05-11 00:00:00	70	NA	17.5	NA	NA	125.032583631753	29.12249618752	16.956	143.125	150	NA
22-C-1585909	Crawfordsville	1585909	B	Medium	Non-Irrigated	2	43	6	2369 X PHN82	Hybrid	NA	NA	Check	NA	NA	100	222	NA	2022-10-07 00:00:00	19.57	16.1	NA	NA	NA	NA	4.7335	17.6103333333333	2.748	27.7	610.333333333333	181.666666666667	NA	NA	NA	16.5	29.7651556526488	NA	NA	NA	NA	NA	NA	41.198437	91.486523	172.737992706195	30000	0	18.3333333333333	2022-05-11 00:00:00	60	NA	17.5	NA	NA	192.276405415647	31.503507168047	17.965	214.65	150	NA
22-C-1585882	Crawfordsville	1585882	B	Medium	Non-Irrigated	2	44	6	PHK56 X LH185	Hybrid	NA	NA	Check	NA	NA	93	216	NA	2022-10-07 00:00:00	21.18	14.4	NA	NA	NA	NA	4.45775	14.9456666666667	2.455	17.5666666666667	452.666666666667	125.433333333333	NA	NA	NA	14	27.7098674521355	NA	NA	NA	NA	NA	NA	41.198431	91.486559	190.73693631204	32500	0	0	2022-05-11 00:00:00	65	NA	17.5	NA	NA	132.758919922767	29.3281855499484	15.04775	145.3	150	NA
22-C-1585904	Crawfordsville	1585904	B	Medium	Non-Irrigated	2	45	6	LH82 X PHJ89	Hybrid	NA	NA	Check	NA	NA	98	221	NA	2022-10-07 00:00:00	20.16	14.1	NA	NA	NA	NA	4.589	16.9963333333333	2.43733333333333	17.3666666666667	626.333333333333	164.633333333333	NA	NA	NA	16	26.2852581160192	NA	NA	NA	NA	NA	NA	41.198437	91.486595	182.187582755706	30000	0	0	2022-05-11 00:00:00	60	NA	17.5	NA	NA	174.24828740328	27.8203758493795	17.4085	187.625	150	NA
22-C-1585920	Crawfordsville	1585920	B	Medium	Non-Irrigated	2	46	6	LH195 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	119	244	NA	2022-10-07 00:00:00	16.49	13.9	NA	NA	NA	NA	4.57875	17.923	2.619	21.4	639	154.733333333333	NA	NA	NA	16.5	24.2149191444966	NA	NA	NA	NA	NA	NA	41.198431	91.486632	149.368455114117	29500	0	5.08474576271186	2022-05-11 00:00:00	59	NA	17.5	NA	NA	163.770105309987	25.6291244616569	17.855	182.25	150	NA
22-C-1585875	Crawfordsville	1585875	B	NA	Non-Irrigated	2	42	7	NA	Hybrid	NA	NA		NA	NA	97	221	NA	NA	NA	NA	NA	NA	NA	NA	4.60725	15.537	2.48533333333333	19.6666666666667	490.666666666667	165.566666666667	NA	NA	NA	15.5	33.7432065217391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.23612948615	35.7138850854925	15.356	176.4	NA	NA
22-C-1585887	Crawfordsville	1585887	B	Medium	Non-Irrigated	2	43	7	PHK56 X W606S	Hybrid	NA	NA	Check	NA	NA	115	252	NA	2022-10-07 00:00:00	19.91	14.6	NA	NA	NA	NA	4.7055	17.369	2.792	26.4333333333333	533.333333333333	160.333333333333	NA	NA	NA	15	30.0625	NA	NA	NA	NA	NA	NA	41.198381	91.486522	178.880999492815	31000	0	0	2022-05-11 00:00:00	62	NA	17.5	NA	NA	169.697157807204	31.8182170888507	17.4	183.375	150	NA
22-C-1585932	Crawfordsville	1585932	B	Medium	Non-Irrigated	2	44	7	PHP02 X LH198	Hybrid	NA	NA	Check	NA	NA	103	215	NA	2022-10-07 00:00:00	19.73	15.2	NA	NA	NA	NA	4.66325	14.2336666666667	2.58333333333333	21.4	393.333333333333	132.5	NA	NA	NA	14	33.6864406779661	NA	NA	NA	NA	NA	NA	41.198375	91.486559	176.018380002415	36000	0	0	2022-05-11 00:00:00	72	NA	17.5	NA	NA	140.238295693063	35.6538039897619	14.6635	162.5	150	NA
22-C-1585933	Crawfordsville	1585933	B	NA	Non-Irrigated	2	45	7	NA	Hybrid	NA	NA		NA	NA	109	234	NA	NA	NA	NA	NA	NA	NA	NA	4.63875	15.602	2.442	18.6333333333333	491.333333333333	164.266666666667	NA	NA	NA	15.5	33.4328358208955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173.86020658501	35.3853880430822	16.25375	197.075	NA	NA
22-C-1585898	Crawfordsville	1585898	B	Medium	Non-Irrigated	2	46	7	B37 X H95	Hybrid	NA	NA	Check	NA	NA	119	254	NA	2022-10-07 00:00:00	15.73	17.5	NA	NA	NA	NA	4.692	15.1986666666667	2.90233333333333	27.7	553	135.166666666667	NA	NA	NA	18	24.4424352019289	NA	NA	NA	NA	NA	NA	41.198375	91.486631	136.526750392465	31500	0	17.4603174603175	2022-05-11 00:00:00	63	NA	17.5	NA	NA	143.060701644119	25.8699279645784	15.8125	168.475	150	NA
22-C-1585867	Crawfordsville	1585867	B	Medium	Non-Irrigated	2	43	8	LH145 X LH162	Hybrid	NA	NA	Check	NA	NA	110	217	NA	2022-10-07 00:00:00	25.36	18.8	NA	NA	NA	NA	4.5585	16.1456666666667	2.455	20.7333333333333	492.333333333333	148	NA	NA	NA	16	30.0609343263372	NA	NA	NA	NA	NA	NA	41.198326	91.486522	216.640854775993	34000	0	1.47058823529411	2022-05-11 00:00:00	68	NA	17.5	NA	NA	156.643530283573	31.8165599763519	16.89325	178.95	150	NA
22-C-1585917	Crawfordsville	1585917	B	Medium	Non-Irrigated	2	44	8	PHW52 X PHM49	Hybrid	NA	NA	Check	NA	NA	97	224	NA	2022-10-07 00:00:00	21.49	17.9	NA	NA	NA	NA	4.45175	15.7606666666667	2.22533333333333	15.9333333333333	407	125.933333333333	NA	NA	NA	14.5	30.9418509418509	NA	NA	NA	NA	NA	NA	41.19832	91.486559	185.615677430262	31000	0	0	2022-05-11 00:00:00	62	NA	17.5	NA	NA	133.28812103859	32.7489240881055	17.0655	158.1	150	NA
22-C-1585849	Crawfordsville	1585849	B	Medium	Non-Irrigated	2	45	8	PHN46 X PHK56	Hybrid	NA	NA	Check	NA	NA	98	240	NA	2022-10-07 00:00:00	21.96	14.6	NA	NA	NA	NA	4.9005	16.503	2.659	24.6	726.333333333333	187.333333333333	NA	NA	NA	20.5	25.7916475447453	NA	NA	NA	NA	NA	NA	41.198326	91.486595	197.299183770076	36000	0	4.16666666666666	2022-05-11 00:00:00	72	NA	17.5	NA	NA	198.274018061639	27.2979373191793	16.03225	204.175	150	NA
22-C-1585856	Crawfordsville	1585856	B	Medium	Non-Irrigated	2	46	8	PHP02 X LH185	Hybrid	NA	NA	Check	NA	NA	98	199	NA	2022-10-07 00:00:00	17.2	14.4	NA	NA	NA	NA	4.5805	17.623	2.656	19.4333333333333	550.666666666667	153.8	NA	NA	NA	15	27.9297820823245	NA	NA	NA	NA	NA	NA	41.19832	91.486631	154.894962444149	33000	0	3.03030303030303	2022-05-11 00:00:00	66	NA	17.5	NA	NA	162.782263227118	29.560943685312	18.05975	181.4	150	NA
22-C-1585860	Crawfordsville	1585860	B	Medium	Non-Irrigated	2	42	9	WF9 X H95	Hybrid	NA	NA	Check	NA	NA	93	251	NA	2022-10-07 00:00:00	16.77	15.2	NA	NA	NA	NA	4.43725	15.6086666666667	2.55966666666667	18.7666666666667	555	130.566666666667	NA	NA	NA	17.5	23.5255255255255	NA	NA	NA	NA	NA	NA	41.198268	91.486486	149.611162323391	35500	0	0	2022-05-11 00:00:00	71	NA	17.5	NA	NA	138.192051378548	24.8994687168555	16.30925	154.7	150	NA
22-C-1585918	Crawfordsville	1585918	B	Medium	Non-Irrigated	2	43	9	4N506 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	115	257	NA	2022-10-07 00:00:00	16.42	13.5	NA	NA	NA	NA	4.6295	16.3823333333333	2.597	19.7333333333333	477	136.833333333333	NA	NA	NA	16.5	28.6862334032145	NA	NA	NA	NA	NA	NA	41.198271	91.486522	149.425370848931	30000	0	11.6666666666667	2022-05-11 00:00:00	60	NA	17.5	NA	NA	144.824705363528	30.3615734514734	16.32375	159.6	150	NA
22-C-1585877	Crawfordsville	1585877	B	Medium	Non-Irrigated	2	44	9	F42 X OH43	Hybrid	NA	NA	Check	NA	NA	107	231	NA	2022-10-07 00:00:00	19.31	16.8	NA	NA	NA	NA	4.4385	15.9466666666667	2.785	20.7666666666667	579	146.2	NA	NA	NA	17	25.2504317789292	NA	NA	NA	NA	NA	NA	41.198265	91.486559	169.021005965463	34000	0	1.47058823529411	2022-05-11 00:00:00	68	NA	17.5	NA	NA	154.73840626661	26.7251133448377	15.5725	160.925	150	NA
22-C-1585893	Crawfordsville	1585893	B	Medium	Non-Irrigated	2	45	9	PHK76 X LH82	Hybrid	NA	NA	Check	NA	NA	117	228	NA	2022-10-07 00:00:00	18.63	13.3	NA	NA	NA	NA	4.6495	15.769	2.58066666666667	18.9666666666667	539.666666666667	149.9	NA	NA	NA	16	27.7764051883879	NA	NA	NA	NA	NA	NA	41.198271	91.486595	169.928817195991	28500	0	8.7719298245614	2022-05-11 00:00:00	57	NA	17.5	NA	NA	158.6544945237	29.3986092384866	16.09625	165.825	150	NA
22-C-1585880	Crawfordsville	1585880	B	Medium	Non-Irrigated	2	46	9	PHN46 X W606S	Hybrid	NA	NA	Check	NA	NA	107	204	NA	2022-10-07 00:00:00	18.01	16.1	NA	NA	NA	NA	4.8015	18.145	2.85266666666667	24.1	552.666666666667	166.466666666667	NA	NA	NA	14	30.1206272617612	NA	NA	NA	NA	NA	NA	41.198265	91.486631	158.968382659099	27500	0	0	2022-05-11 00:00:00	55	NA	17.5	NA	NA	176.188691494631	31.8797391124182	18.42675	192.85	150	NA
22-C-1585871	Crawfordsville	1585871	B	Medium	Non-Irrigated	2	42	10	PHP02 X LH145	Hybrid	NA	NA	Check	NA	NA	115	237	NA	2022-10-07 00:00:00	14.92	13.3	NA	NA	NA	NA	4.21875	16.634	2.50566666666667	19.1666666666667	441.666666666667	125.366666666667	NA	NA	NA	14	28.3849056603774	NA	NA	NA	NA	NA	NA	41.198213	91.486485	136.088993696413	28500	0	0	2022-05-11 00:00:00	57	NA	17.5	NA	NA	132.68835977399	30.0426474959978	16.5455	148.975	150	NA
22-C-1585865	Crawfordsville	1585865	B	Medium	Non-Irrigated	2	43	10	PHN46 X PHB47	Hybrid	NA	NA	Check	NA	NA	109	238	NA	2022-10-07 00:00:00	20.71	14.6	NA	NA	NA	NA	4.794	17.1133333333333	2.61233333333333	18.9333333333333	531	163.4	NA	NA	NA	14.5	30.7721280602637	NA	NA	NA	NA	NA	NA	41.198216	91.486522	186.068583601014	30000	0	1.66666666666666	2022-05-11 00:00:00	60	NA	17.5	NA	NA	172.942924650917	32.5692890114722	17.674	191.25	150	NA
22-C-1585863	Crawfordsville	1585863	B	NA	Non-Irrigated	2	44	10	NA	Hybrid	NA	NA		NA	NA	121	242	NA	NA	NA	NA	NA	NA	NA	NA	4.66425	17.6503333333333	2.386	22.0666666666667	530.666666666667	194.566666666667	NA	NA	NA	14.5	36.6645728643216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.929794203877	38.8058657419366	17.607	219.225	NA	NA
22-C-1585919	Crawfordsville	1585919	B	Medium	Non-Irrigated	2	45	10	PHP02 X PHG47	Hybrid	NA	NA	Check	NA	NA	110	210	NA	2022-10-07 00:00:00	18.87	13.3	NA	NA	NA	NA	4.287	17.181	2.346	16.4	543.333333333333	134.466666666667	NA	NA	NA	15.5	24.7484662576687	NA	NA	NA	NA	NA	NA	41.198216	91.486595	172.117916290303	35000	0	0	2022-05-11 00:00:00	70	NA	17.5	NA	NA	142.319820081967	26.1938319169264	16.8515	142.1	150	NA
22-C-1585896	Crawfordsville	1585896	B	Medium	Non-Irrigated	2	46	10	B73 X PHZ51	Hybrid	NA	NA	Check	NA	NA	138	257	NA	2022-10-07 00:00:00	17.26	14.7	NA	NA	NA	NA	4.504	18.2943333333333	2.62966666666667	27.4	623	170.2	NA	NA	NA	15.5	27.3194221508828	NA	NA	NA	NA	NA	NA	41.19821	91.486631	154.890543847361	34000	0	4.41176470588235	2022-05-11 00:00:00	68	NA	17.5	NA	NA	180.140059826109	28.914937371767	18.343	205.1	150	NA
22-C-1585930	Crawfordsville	1585930	B	Medium	Non-Irrigated	2	42	11	B84 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	128	251	NA	2022-10-07 00:00:00	20.35	12.9	NA	NA	NA	NA	4.649	17.7263333333333	2.615	25.3	566	157.833333333333	NA	NA	NA	16.5	27.8857479387515	NA	NA	NA	NA	NA	NA	41.198158	91.486485	186.473726844584	31000	0	11.2903225806452	2022-05-11 00:00:00	62	NA	17.5	NA	NA	167.051152228089	29.5143378494857	17.826	191.825	150	NA
22-C-1585872	Crawfordsville	1585872	B	Medium	Non-Irrigated	2	43	11	PHP02 X W606S	Hybrid	NA	NA	Cob broke in pieces during shelling;Check	NA	NA	110	238	NA	2022-10-07 00:00:00	20.2	14.2	NA	NA	NA	NA	4.63325	17.0166666666667	2.715	18.4333333333333	510.333333333333	144.166666666667	NA	NA	NA	15	28.2495101241019	NA	NA	NA	NA	NA	NA	41.198161	91.486522	182.336552590267	36000	0	0	2022-05-11 00:00:00	72	NA	17.5	NA	NA	152.586321728931	29.899344558249	17.58825	166.75	150	NA
22-C-1585921	Crawfordsville	1585921	B	Medium	Non-Irrigated	2	44	11	PHK76 X LH145	Hybrid	NA	NA	Check	NA	NA	105	214	NA	2022-10-07 00:00:00	15.87	14.1	NA	NA	NA	NA	3.98075	17.5823333333333	2.48466666666667	23.2666666666667	517.333333333333	124.233333333333	NA	NA	NA	14.5	24.014175257732	NA	NA	NA	NA	NA	NA	41.198155	91.486558	143.418498925251	31500	0	0	2022-05-11 00:00:00	63	NA	17.5	NA	NA	131.488837244792	25.4166566839159	16.95875	134.9	150	NA
22-C-1585859	Crawfordsville	1585859	B	Medium	Non-Irrigated	2	46	11	PHW52 X LH185	Hybrid	NA	NA	Check	NA	NA	89	226	NA	2022-10-07 00:00:00	22.05	15.7	NA	NA	NA	NA	4.60775	17.9516666666667	2.58433333333333	20.1	618.333333333333	181.8	NA	NA	NA	15	29.4016172506739	NA	NA	NA	NA	NA	NA	41.198156	91.486631	195.556047337278	29000	0	0	2022-05-11 00:00:00	58	NA	17.5	NA	NA	192.417525713199	31.1187373121077	17.58325	189.625	150	NA
22-C-1585906	Crawfordsville	1585906	B	Medium	Non-Irrigated	2	42	12	PHB47 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	107	230	NA	2022-10-07 00:00:00	19.04	12.8	NA	NA	NA	NA	4.2875	17.223	2.47533333333333	18.6	499.333333333333	119.066666666667	NA	NA	NA	15	23.845126835781	NA	NA	NA	NA	NA	NA	41.198103	91.486485	174.670076754015	31000	0	3.2258064516129	2022-05-11 00:00:00	62	NA	17.5	NA	NA	126.020425714622	25.2377354568669	17.6495	135.7	150	NA
22-C-1585911	Crawfordsville	1585911	B	Medium	Non-Irrigated	2	43	12	PHK56 X LH198	Hybrid	NA	NA	Check	NA	NA	101	227	NA	2022-10-07 00:00:00	22.96	14.9	NA	NA	NA	NA	4.51775	14.9676666666667	2.423	21.0333333333333	531.666666666667	159.566666666667	NA	NA	NA	15	30.012539184953	NA	NA	NA	NA	NA	NA	41.198106	91.486522	205.559014032122	26000	0	3.84615384615384	2022-05-11 00:00:00	52	NA	17.5	NA	NA	168.885716096275	31.7653384507101	15.14125	177.125	150	NA
22-C-1585883	Crawfordsville	1585883	B	Medium	Non-Irrigated	2	44	12	PHG39 X PHM49	Hybrid	NA	NA	Check	NA	NA	106	224	NA	2022-10-07 00:00:00	22.4	17.6	NA	NA	NA	NA	4.46525	17.419	2.40833333333333	23.5333333333333	546	160.733333333333	NA	NA	NA	15	29.4383394383394	NA	NA	NA	NA	NA	NA	41.1981	91.486558	194.182600169062	26500	0	1.88679245283018	2022-05-11 00:00:00	53	NA	17.5	NA	NA	170.120518699862	31.1576041574839	17.43425	182.875	150	NA
22-C-1585923	Crawfordsville	1585923	B	Medium	Non-Irrigated	2	45	12	B14A X MO17	Hybrid	NA	NA	Check	NA	NA	121	243	NA	2022-10-07 00:00:00	23.35	16.4	NA	NA	NA	NA	4.47875	16.2276666666667	2.54333333333333	21.1666666666667	512	138.966666666667	NA	NA	NA	14.5	27.1419270833333	NA	NA	NA	NA	NA	NA	41.198106	91.486594	205.365858229682	35500	0	5.6338028169014	2022-05-11 00:00:00	71	NA	17.5	NA	NA	147.082630124373	28.7270761961665	16.6365	168.75	150	NA
22-C-1585866	Crawfordsville	1585866	B	Medium	Non-Irrigated	2	42	13	PHK56 X PHJ89	Hybrid	NA	NA	Check	NA	NA	95	235	NA	2022-10-07 00:00:00	21.27	15.1	NA	NA	NA	NA	4.53475	16.591	2.35633333333333	19.9	571	171.166666666667	NA	NA	NA	15	29.9766491535318	NA	NA	NA	NA	NA	NA	41.198048	91.486485	189.981040647265	31500	0	0	2022-05-11 00:00:00	63	NA	17.5	NA	NA	181.163181983366	31.7273523613601	16.76825	193.225	150	NA
22-C-1585850	Crawfordsville	1585850	B	Medium	Non-Irrigated	2	43	13	B73 X PHN82	Hybrid	NA	NA	Check	NA	NA	101	232	NA	2022-10-07 00:00:00	23.56	16.9	NA	NA	NA	NA	4.92875	16.614	2.77866666666667	27.7	681.333333333333	194.166666666667	NA	NA	NA	17	28.4980430528376	NA	NA	NA	NA	NA	NA	41.198051	91.486521	205.973520492694	24500	0	6.12244897959183	2022-05-11 00:00:00	49	NA	17.5	NA	NA	205.506433311219	30.1623923646603	16.992	217.475	150	NA
22-C-1585868	Crawfordsville	1585868	B	Medium	Non-Irrigated	2	44	13	B37 X MO17	Hybrid	NA	NA	Check	NA	NA	114	239	NA	2022-10-07 00:00:00	16.44	16.4	NA	NA	NA	NA	4.27375	18.2356666666667	2.58233333333333	25.3666666666667	486.666666666667	135.366666666667	NA	NA	NA	13	27.8150684931507	NA	NA	NA	NA	NA	NA	41.198047	91.486558	144.591636372419	32000	0	1.5625	2022-05-11 00:00:00	64	NA	17.5	NA	NA	143.272382090448	29.4395305665304	18.5755	163.575	150	NA
22-C-1585922	Crawfordsville	1585922	B	Medium	Non-Irrigated	2	45	13	PHP02 X PHK76	Hybrid	NA	NA	Check	NA	NA	106	223	NA	2022-10-07 00:00:00	17.3	14.2	NA	NA	NA	NA	4.397	15.5116666666667	2.45733333333333	18.4333333333333	466	140.133333333333	NA	NA	NA	13.5	30.071530758226	NA	NA	NA	NA	NA	NA	41.198051	91.486594	156.159522762951	29500	0	5.08474576271186	2022-05-11 00:00:00	59	NA	17.5	NA	NA	148.317432727959	31.8277752635106	16.04325	165.05	150	NA
22-C-1585864	Crawfordsville	1585864	B	Medium	Non-Irrigated	2	46	13	PHW52 X PHN82	Hybrid	NA	NA	Check	NA	NA	90	210	NA	2022-10-07 00:00:00	20.47	18	NA	NA	NA	NA	4.8095	17.964	2.62066666666667	24.7666666666667	603.333333333333	193.6	NA	NA	NA	15	32.0883977900552	NA	NA	NA	NA	NA	NA	41.198046	91.48663	176.590272672383	23500	0	0	2022-05-11 00:00:00	47	NA	17.5	NA	NA	204.906672046619	33.9624318309314	18.4245	224.6	150	NA
22-C-1585927	Crawfordsville	1585927	B	Medium	Non-Irrigated	2	42	14	LH195 X PHZ51	Hybrid	NA	NA	Check	NA	NA	97	237	NA	2022-10-07 00:00:00	19.86	17	NA	NA	NA	NA	4.2585	18.0563333333333	2.47133333333333	23.7	529.666666666667	142.3	NA	NA	NA	15	26.8659534298301	NA	NA	NA	NA	NA	NA	41.197993	91.486485	173.417299359981	28500	0	1.75438596491228	2022-05-11 00:00:00	57	NA	17.5	NA	NA	150.610637563192	28.4349850654233	18.57775	178.8	150	NA
22-C-1585878	Crawfordsville	1585878	B	Medium	Non-Irrigated	2	43	14	PHK76 X LH198	Hybrid	NA	NA	Check	NA	NA	108	237	NA	2022-10-07 00:00:00	21.4	15.6	NA	NA	NA	NA	4.58525	15.574	2.572	24.4	505.333333333333	163.266666666667	NA	NA	NA	14.5	32.3087071240106	NA	NA	NA	NA	NA	NA	41.197997	91.486521	190.016494626253	35000	0	4.28571428571428	2022-05-11 00:00:00	70	NA	17.5	NA	NA	172.801804353365	34.1956077216421	16.02875	187.55	150	NA
22-C-1585915	Crawfordsville	1585915	B	Medium	Non-Irrigated	2	44	14	LH198 X PHZ51	Hybrid	NA	NA	Check	NA	NA	125	266	NA	2022-10-07 00:00:00	19.77	14.9	NA	NA	NA	NA	4.31175	17.3233333333333	2.60533333333333	26.7666666666667	509	146.6	NA	NA	NA	15	28.8015717092338	NA	NA	NA	NA	NA	NA	41.197992	91.486558	176.999203284627	31500	0	1.58730158730158	2022-05-11 00:00:00	63	NA	17.5	NA	NA	155.161767159269	30.4836477719585	17.3855	176.325	150	NA
22-C-1585901	Crawfordsville	1585901	B	Medium	Non-Irrigated	2	46	14	PHK56 X LH82	Hybrid	NA	NA	Check	NA	NA	90	204	NA	2022-10-07 00:00:00	17.19	14.8	NA	NA	NA	NA	4.60075	15.2556666666667	2.467	21.5333333333333	636.666666666667	165.133333333333	NA	NA	NA	18.5	25.9371727748691	NA	NA	NA	NA	NA	NA	41.19799	91.48663	154.081519816447	27000	0	1.85185185185185	2022-05-11 00:00:00	54	NA	17.5	NA	NA	174.777488519103	27.4519615475031	15.729	184.625	150	NA
22-C-1585889	Crawfordsville	1585889	B	Medium	Non-Irrigated	2	42	15	B73 X PHM49	Hybrid	NA	NA	Check	NA	NA	131	259	NA	2022-10-07 00:00:00	25.68	17.1	NA	NA	NA	NA	4.7375	17.4316666666667	2.48733333333333	22.6333333333333	621.666666666667	180.666666666667	NA	NA	NA	16.5	29.0616621983914	NA	NA	NA	NA	NA	NA	41.197938	91.486485	223.967309068953	30500	0	1.63934426229508	2022-05-11 00:00:00	61	NA	17.5	NA	NA	191.218003184001	30.7589281261127	17.52225	207.025	150	NA
22-C-1585879	Crawfordsville	1585879	B	Medium	Non-Irrigated	2	43	15	2369 X 3IIH6	Hybrid	NA	NA	Check	NA	NA	106	251	NA	2022-10-07 00:00:00	19.11	13.1	NA	NA	NA	NA	4.55725	17.6153333333333	2.53966666666667	19.5333333333333	542.666666666667	128.7	NA	NA	NA	16	23.7162162162162	NA	NA	NA	NA	NA	NA	41.197942	91.486521	174.709107692308	27000	0	3.7037037037037	2022-05-11 00:00:00	54	NA	17.5	NA	NA	136.216367212809	25.1012961694366	17.79375	154.5	150	NA
22-C-1585891	Crawfordsville	1585891	B	Medium	Non-Irrigated	2	44	15	LH74 X PHN82	Hybrid	NA	NA	Check	NA	NA	95	209	NA	2022-10-07 00:00:00	19.2	15.7	NA	NA	NA	NA	4.6835	17.4203333333333	2.686	23.9666666666667	579	174.166666666667	NA	NA	NA	15.5	30.0805987334485	NA	NA	NA	NA	NA	NA	41.197937	91.486558	170.280095640623	32000	0	0	2022-05-11 00:00:00	64	NA	17.5	NA	NA	184.338388678303	31.8373728287225	17.90625	202.025	150	NA
22-C-1585851	Crawfordsville	1585851	B	Medium	Non-Irrigated	2	45	15	PHP02 X PHN46	Hybrid	NA	NA	Check	NA	NA	98	220	NA	2022-10-07 00:00:00	20.73	16.1	NA	NA	NA	NA	4.76525	15.4043333333333	2.56466666666667	19.8333333333333	419.666666666667	138.1	NA	NA	NA	13	32.9070691024623	NA	NA	NA	NA	NA	NA	41.197941	91.486594	182.976933510446	27500	0	0	2022-05-11 00:00:00	55	NA	17.5	NA	NA	146.16534819028	34.8289153749673	16.2315	170.275	150	NA
