qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1209$ROW16$RANGE16$PHZ51 X LH145,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,16,1309,PHK76 X 3IIH6,2022-05-19,2022-07-27,2022-07-30,69,72,3,1286.36,1350.26,63.9,89,185,,18.06,123.84,16.2,60.4,18,17.1,4,2.6,38.8,15,544,28.8,161.9,24.4,8.37,70.41,8.43,4.65,0.67,1.25,yellow,,2022-11-10 10:25:10,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1210$ROW16$RANGE17$2369 X 3IIH6,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,17,1310,PHP02 X PHB47,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,61,168,,24.55,162.31,19.2,56.8,14.2,15.6,4.5,3,36.5,15,512,29.6,152.7,18.9,8.6,71.49,8.42,3.64,1.55,1.3,yellow,,2022-11-10 10:25:44,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1211$ROW16$RANGE18$PHW52 X PHM49,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,18,1311,HOEGEMEYER 7089 AMXT,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,81,175,,24.53,166.6,17,59,19.5,18.2,4.6,3,41.8,14.2,570,30.3,182.3,24,9.01,73.48,7.57,2.91,1.26,1.25,yellow,,2022-11-10 10:26:18,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1212$ROW16$RANGE19$HOEGEMEYER 8065RR,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,19,1312,PHK76 X W606S,2022-05-19,2022-07-27,2022-07-30,69,72,3,1286.36,1350.26,63.9,81,193,,20.15,130.58,20.8,59.7,15.2,15.9,4.2,3.1,36.5,13.5,405,27.9,122.4,23.2,8.24,72.48,8.01,3.39,0.74,1.08,orange,,2022-11-10 10:26:49,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1213$ROW16$RANGE20$PHP02 X PHJ89,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,20,1313,B84 X 3IIH6,2022-05-19,2022-07-26,2022-07-29,68,71,3,1263.61,1328.45,64.85,97,201,,22.65,154.38,16.7,55.4,17.6,15,4.4,2.9,34,16.5,538,26.9,145.9,24.6,9.16,72.02,7.62,4.15,1.59,1.44,yellow,,2022-11-10 10:27:24,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1214$ROW16$RANGE21$PHW52 X PHN82,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,21,1314,2FACC X 3IIH6,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,84,190,,22.19,157.42,13.3,55.6,17.5,16.5,4.8,3.2,36,15.5,550,28.5,167.5,25.1,8.38,72.42,7.51,3.59,1.56,1.45,yellow,,2022-11-10 10:27:59,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1215$ROW16$RANGE22$PHK56 X LH198,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,22,1315,PHB47 X LH185,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,74,180,,19.1,126.12,19.3,56.2,15.2,14.2,4.1,2.5,37,14,497,28.9,142,19.1,8.97,71.15,7.08,3.5,1.57,1.13,yellow,,2022-11-10 10:28:35,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1216$ROW16$RANGE23$PHT69 X 3IIH6,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,23,1316,LH74 X PHM49,2022-05-19,2022-07-27,2022-08-02,69,75,6,1286.36,1414.31,127.95,79,173,,25.26,163.91,20.7,57.6,13.4,14.1,4.2,2.4,34,13.5,435,28.9,126.5,18.2,8.38,72.6,6.51,3.86,1.4,1.24,yellow,,2022-11-10 10:29:13,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1217$ROW16$RANGE24$PHK56 X LH145,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,24,1317,PHK56 X LH185,2022-05-19,2022-07-28,2022-08-02,70,75,5,1309.51,1414.31,104.8,61,203,,25.24,165.84,19.7,55.9,17.6,17.4,4.4,2.8,41,15,548,31.7,178.9,23.4,9.92,70.79,7.4,3.61,2.17,1.35,yellow,,2022-11-10 10:29:47,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1218$ROW16$RANGE25$LH195 X 3IIH6,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,25,1318,PHK56 X 3IIH6,2022-05-19,2022-07-27,2022-07-31,69,73,4,1286.36,1371.7,85.35,84,193,,19.93,137.15,15.9,57.1,17,16.6,4.4,2.5,36.5,16.5,555,27.8,157.6,20.3,8.04,71.79,7.37,3.93,1.54,1.38,yellow,,2022-11-10 10:30:20,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1219$ROW16$RANGE26$F42 X OH43,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,26,1319,B37 X MO17,2022-05-19,2022-07-26,2022-07-31,68,73,5,1263.61,1371.7,108.1,112,206,,16.59,103.17,24,52.9,17.9,18.5,4.4,3,45.2,13.5,530,28.6,152.1,29.1,8.57,69.54,8.03,3.78,1.53,1.1,yellow,,2022-11-10 10:30:59,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1220$ROW16$RANGE27$PHK56 X PHJ89,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,16,27,1320,PHP02 X PHK56,2022-05-19,2022-07-27,2022-07-30,69,72,3,1286.36,1350.26,63.9,76,180,,22.26,148.08,18.7,57.6,15.2,14.6,4.4,2.6,34,15.5,490,27.8,138.6,16.2,8.61,70.07,8.72,3.34,1.38,1.28,yellow,,2022-11-10 10:31:32,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1183$ROW17$RANGE15$PHN46 X PHK56,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,15,1333,LH185 X W606S,2022-05-19,2022-08-01,2022-08-06,74,79,5,1393.15,1509.4,116.25,74,188,,26.14,170.04,20.5,57.6,18.9,18.5,4.2,3.1,39.2,13,468,29.5,142.9,25.1,8.32,69.84,8.36,3.86,1.51,1.21,orange,,2022-11-10 10:37:34,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1184$ROW17$RANGE16$B73 X PHZ51,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,16,1334,LH145 X LH162,2022-05-19,2022-07-29,2022-07-31,71,73,2,1328.45,1371.7,43.25,79,168,,18.74,128.5,16.2,62.9,16.2,15.1,3.8,2.5,35.8,14,489,21.4,110.5,16.5,8.03,71.1,9.22,3.57,1.05,1.22,yellow,,2022-11-10 10:36:53,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1185$ROW17$RANGE17$PIONEER 1311 AMXT,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,17,1335,PHG39 X PHN82,2022-05-19,2022-07-30,2022-08-01,72,74,2,1350.26,1393.15,42.9,76,183,,22.3,141.42,22.5,57.3,19.2,17.2,4.5,3,38.8,15.5,588,27.2,166.5,24.5,9.36,71.67,8.48,3.28,1.22,1.18,yellow,,2022-11-10 10:36:22,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1186$ROW17$RANGE18$PHP02 X LH82,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,18,1336,PHK76 X LH82,2022-05-19,2022-07-30,2022-08-02,72,75,3,1350.26,1414.31,64.05,76,155,,22.02,146.13,18.9,59.5,17,14.9,4.1,3,33.5,16.5,538,26.6,142.8,20.8,8.38,71.96,7.96,3.38,1.18,1.17,yellow,,2022-11-10 10:35:49,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1187$ROW17$RANGE19$4N506 X 3IIH6,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,19,1337,PHK76 X LH198,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,94,175,,25.07,163.9,20.1,59.1,16.6,15.2,4.9,3,36.2,14,507,31.5,161.2,25.5,8.93,72.51,7.54,3.58,1.34,1.3,yellow,,2022-11-10 10:35:11,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1188$ROW17$RANGE20$WF9 X H95,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,20,1338,LH195 X LH123HT,2022-05-19,2022-08-11,2022-08-15,84,88,4,1622.26,1717.51,95.25,94,175,,23.05,145.04,23.1,52.8,17.5,16.6,4.2,3,39.2,14,547,23.7,135.8,27.4,9.45,70.29,9.63,3.48,1.77,1.31,yellow,,2022-11-10 10:34:38,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1189$ROW17$RANGE21$LH123HT X 3IIH6,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,21,1339,PHP02 X PHN46,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,76,163,,25.22,169.63,17.8,58,16.4,15.8,4.5,3,32,15.5,470,27.2,134.1,19.3,8.4,72.55,8.11,3.51,1.58,1.33,yellow,,2022-11-10 10:34:00,
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1190$ROW17$RANGE22$LH82 X PHJ89,Scottsbluff,Scottsbluff,16.9,Medium,150,,22.5,,4,17,22,1340,SYNGENTA NK0760-3111,2022-05-19,2022-07-26,2022-07-30,68,72,4,1263.61,1350.26,86.65,89,180,,26.16,171.89,19.7,55.5,17.2,16.2,4.6,2.8,38.5,15.5,600,25.1,155.2,22.1,8.45,69.64,6.61,3.8,2.87,1.65,yellow,,2022-11-10 10:33:24,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1151$ROW20$RANGE3$PHK56 X W606S,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,3,1341,LH82 X PHJ89,2022-05-19,2022-07-30,2022-08-01,72,74,2,1350.26,1393.15,42.9,79,201,,24.66,171.11,15.2,58.3,19,17.6,4.9,3.2,44.2,16,677,25.9,173.2,22.9,7.79,72.14,7.92,4.04,0.69,1.16,yellow,,2022-11-10 10:48:51,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1152$ROW20$RANGE4$PIONEER P0589 AMXT,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,4,1342,PHK76 X LH82,2022-05-19,2022-07-28,2022-07-31,70,73,3,1309.51,1371.7,62.2,109,221,,24.01,162.67,17.2,60.7,17.6,16,4.5,3.2,37.8,16,613,24.9,157.4,21.9,7.85,71.79,7.7,3.75,1.09,1.14,yellow,,2022-11-10 10:49:25,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1153$ROW20$RANGE5$PHP02 X PHB47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,5,1343,LH198 X PHB47,2022-05-19,2022-07-27,2022-08-01,69,74,5,1286.36,1393.15,106.8,91,234,,26.86,176.93,19.5,57.8,13.6,12.6,4.6,3,29.2,14.5,413,27,114.5,19,7.74,69.65,8.88,3.9,1.35,1.12,yellow,,2022-11-10 10:50:07,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1154$ROW20$RANGE6$LH195 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,6,1344,PHB47 X LH185,2022-05-19,2022-07-30,2022-08-02,72,75,3,1350.26,1414.31,64.05,89,198,,30,200.31,18.4,55.6,18.9,18.2,4.8,3.1,41.8,13,556,32,186.8,24.7,7.73,72.11,8.19,3.11,1.21,1.09,yellow,,2022-11-10 10:50:45,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1155$ROW20$RANGE7$PHN46 X PHK56,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,7,1345,B73 X PHZ51,2022-05-19,2022-08-03,2022-08-08,76,81,5,1437.65,1552.11,114.45,76,188,,30.53,197.85,20.8,58,21.6,20.5,5.2,,,18,,30.1,,,8.37,71.27,9.23,4.86,0.86,1.29,yellow,,2022-11-10 10:51:25,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1156$ROW20$RANGE8$PHK76 X LH198,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,8,1346,PHK56 X LH198,2022-05-19,2022-07-31,2022-08-31,73,104,,1371.7,,,91,198,,32.96,218.19,19.1,55.7,13.6,12.8,4.9,2.8,31.2,15,424,29.2,126,18.7,8.41,72.7,7.48,4.12,1.44,1.32,yellow,,2022-11-10 10:52:04,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1157$ROW20$RANGE9$LH198 X PHB47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,9,1347,LH123HT X 3IIH6,2022-05-19,2022-07-31,2022-08-06,73,79,6,1371.7,1509.4,137.7,86,188,,27.95,188.91,17.4,57,17.5,16.4,4,3,34.5,15.8,527,20.5,109.3,21.7,7.91,71.34,8.83,3.63,1.84,1.31,yellow,,2022-11-10 10:52:57,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1158$ROW20$RANGE10$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,10,1348,B73 X 3IIH6,2022-05-19,2022-07-30,2022-08-04,72,77,5,1350.26,1459.11,108.85,76,193,,32.68,225.69,15.6,55.5,18.9,17.5,5.1,3.4,36.5,18.5,619,28.5,176,26.4,7.72,72.74,7.28,4.19,1.54,1.46,yellow,,2022-11-10 10:53:35,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1159$ROW20$RANGE11$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,11,1349,PHK56 X LH82,2022-05-19,2022-07-29,2022-08-03,71,76,5,1328.45,1437.65,109.2,94,180,,26.93,179.59,18.5,57.9,13.5,12.9,4.5,2.8,27.2,17.5,468,23.5,110.2,16.3,7.79,70.08,8.94,4.23,1.27,1.31,yellow,,2022-11-10 10:54:15,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1160$ROW20$RANGE12$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,12,1350,B37 X OH43,2022-05-19,2022-08-01,2022-08-06,74,79,5,1393.15,1509.4,116.25,76,188,,24.06,152.58,22.5,50.6,15.1,13.9,4.9,3.2,28.5,17.5,467,24.5,115.2,22.4,7.79,69.82,8.56,3.85,1.42,1.16,yellow,,2022-11-10 10:54:54,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1161$ROW20$RANGE13$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,13,1351,2369 X PHP02,2022-05-19,2022-07-28,2022-08-03,70,76,6,1309.51,1437.65,128.15,114,211,,30.16,200.64,18.7,56,18.4,17.1,4.6,3.5,38.8,15,569,25.9,159.8,23,8.19,69.93,8.62,3.95,1.44,1.37,yellow,,2022-11-10 10:55:33,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1162$ROW20$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,20,14,1352,B73 X MO17,2022-05-19,2022-08-02,2022-08-07,75,80,5,1414.31,1530.76,116.45,97,211,,28.75,187.73,20.2,52.8,21.4,20.6,4.9,3.4,,14.5,723,30.5,216.2,33.6,8.27,70.64,8.06,3.5,1.85,1.35,yellow,,2022-11-10 10:56:13,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1126$ROW21$RANGE3$B73 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,3,1366,B105 X 3IIH6,2022-05-19,2022-07-30,2022-08-02,72,75,3,1350.26,1414.31,64.05,79,183,,26.85,179.06,18.5,54.8,17.4,15.1,4.4,2.8,33.2,16,502,28.3,138.3,18.8,9.56,71.11,7.81,4.94,1.36,1.36,yellow,,2022-11-10 11:20:39,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1127$ROW21$RANGE4$2369 X LH123HT,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,4,1367,2369 X PHZ51,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,97,183,,28.76,188.97,19.7,59.2,17,15.5,3.6,2.5,40,15.5,558,29.2,158.8,29.1,9.04,71.48,7.62,3.57,0.92,1.3,yellow,,2022-11-10 11:19:59,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1128$ROW21$RANGE5$PHZ51 X LH145,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,5,1368,B37 X H95,2022-05-19,2022-08-01,2022-08-06,74,79,5,1393.15,1509.4,116.25,89,226,,27.84,177,22.3,55.1,17,15.5,3.8,3,40.5,18,722,23.6,166.3,,9.96,69.54,8.82,3.69,1.72,1.2,yellow,,2022-11-10 11:19:21,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1129$ROW21$RANGE6$B73 X PHN82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,6,1369,PHK76 X LH145,2022-05-19,2022-07-30,2022-08-02,72,75,3,1350.26,1414.31,64.05,97,185,,22.07,145.01,19.7,61.7,15.4,14.5,4.1,2.6,32.5,13,403,32.6,127,23.6,8.79,71.12,8.49,3.53,0.85,1.14,yellow,,2022-11-10 11:18:40,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1130$ROW21$RANGE7$PHP02 X PHG47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,7,1370,PHP02 X PHK76,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,64,173,,26.53,178.66,17.7,58.4,16.1,14.6,3.5,2.6,33.5,14.5,449,31.4,140.3,19.4,9.33,71.46,8.47,3.77,0.89,1.25,yellow,,2022-11-10 11:17:59,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1131$ROW21$RANGE8$PHK56 X LH198,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,8,1371,PHG39 X PHM49,2022-05-19,2022-08-03,2022-08-08,76,81,5,1437.65,1552.11,114.45,81,193,,28.42,182.09,21.7,54.6,20.2,17.5,3.6,2.6,43.5,15,609,30.3,181.1,28.3,10.02,70.26,8.85,3.9,1.35,1.3,yellow,,2022-11-10 11:17:20,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1132$ROW21$RANGE9$LH82 X PHJ89,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,9,1372,PHK56 X 3IIH6,2022-05-19,2022-07-31,2022-08-02,73,75,2,1371.7,1414.31,42.6,76,185,,25.52,172.69,17.3,55.4,14.8,13.9,3.5,2.5,35,16.8,545,25.7,134,17.4,9.03,69.17,8.24,4.06,1.63,1.43,yellow,,2022-11-10 11:16:40,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1133$ROW21$RANGE10$HOEGEMEYER 8065RR,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,10,1373,B73 X PHN82,2022-05-19,2022-08-02,2022-08-07,75,80,5,1414.31,1530.76,116.45,97,190,,29.39,189.74,21.1,54.1,15.5,13.8,3.9,2.8,36.8,17.5,591,26.9,159.8,24.4,10.2,71.3,8.46,4.52,0.79,1.33,yellow,,2022-11-10 11:16:08,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1134$ROW21$RANGE11$LH198 X PHZ51,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,11,1374,PHP02 X PHN46,2022-05-19,2022-07-30,2022-08-04,72,77,5,1350.26,1459.11,108.85,81,180,,23.37,157.76,17.5,56.7,13.9,12.1,3.4,2.4,27.2,16,410,29.1,116.6,16.8,9.05,71.2,8.57,3.86,1.64,1.4,yellow,,2022-11-10 11:15:29,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1135$ROW21$RANGE12$PIONEER 1311 AMXT,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,12,1375,LH195 X 3IIH6,2022-05-19,2022-07-31,2022-08-04,73,77,4,1371.7,1459.11,87.4,81,178,,27.75,185.06,18.5,54.5,16,13.9,4.5,2.5,30.5,16.5,467,28.1,127.4,17.1,9.19,71.45,8.28,3.91,1.4,1.41,yellow,,2022-11-10 11:14:55,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1136$ROW21$RANGE13$PHN46 X PHB47,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,13,1376,B73 X PHM49,2022-05-19,2022-08-07,2022-08-16,80,89,9,1530.76,1739.4,,97,198,,26.96,175.38,20.5,53.9,15.2,14,4,2.5,35.5,14.5,504,23.5,117,18.2,8.99,70.5,8.94,4.02,1.57,1.37,yellow,,2022-11-10 11:14:09,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1137$ROW21$RANGE14$PHW52 X LH185,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,21,14,1377,LH195 X PHZ51,2022-05-19,2022-08-05,2022-08-09,78,82,4,1483.45,1573.4,89.95,91,196,,26.04,168.76,20.8,57.6,18.5,16,4.2,2.9,36.2,15.5,574,26.7,150.1,30.1,9.07,72.28,7.86,3.93,1.05,1.3,yellow,,2022-11-10 11:13:30,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1101$ROW22$RANGE3$PHK76 X W606S,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,3,1391,LH195 X PHM49,2022-05-19,2022-08-05,2022-08-09,78,82,4,1483.45,1573.4,89.95,69,183,,26.93,175.84,20.2,53.9,19.1,17.4,4.1,2.4,41.5,13.8,568,28.8,159.3,28.6,7.43,70.4,9.23,3.81,1.23,1.28,yellow,,2022-11-10 11:23:47,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1102$ROW22$RANGE4$PHK56 X LH82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,4,1392,PHK76 X LH198,2022-05-19,2022-07-31,2022-08-03,73,76,3,1371.7,1437.65,65.95,79,185,,16.76,109.99,19.8,58,16.1,15.2,4,2.4,36.8,12.5,470,31.2,144.8,24.4,8.51,70.39,9.12,3.77,1.21,1.25,yellow,,2022-11-10 11:24:19,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1103$ROW22$RANGE5$PHP02 X PHN46,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,5,1393,PHJ40 X LH82,2022-05-19,2022-07-27,2022-08-01,69,74,5,1286.36,1393.15,106.8,56,140,,20.57,139.37,17.2,61.5,13.6,12.1,4,2.6,29,15.5,429,28.8,120.6,20.7,8.19,71.14,8.66,4.44,0.72,1.17,yellow,,2022-11-10 11:24:50,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1104$ROW22$RANGE6$B37 X H95,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,6,1394,PHK76 X 3IIH6,2022-05-19,2022-07-28,2022-08-01,70,74,4,1309.51,1393.15,83.65,109,201,,19.16,133.89,14.6,59.2,15.4,14.4,4.1,2.5,32.5,16.2,488,26,99.7,16.8,7.4,71.52,7.19,4.27,0.91,1.22,yellow,,2022-11-10 11:25:21,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1105$ROW22$RANGE7$2369 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,7,1395,LH195 X LH123HT,2022-05-19,2022-08-10,2022-08-14,83,87,4,1596.86,1693.76,96.9,97,213,,21.37,134.64,23,52.3,17.1,14.2,4.2,2.5,35,15,509,26.7,135.8,29.9,8.65,67.81,11.26,4.04,1.74,1.4,yellow,,2022-11-10 11:25:53,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1106$ROW22$RANGE8$PHK56 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,8,1396,PHN46 X W606S,2022-05-19,2022-07-27,2022-08-01,69,74,5,1286.36,1393.15,106.8,76,163,,19.35,129.2,18.4,57.8,18.2,15.2,4.2,3,35.8,14.5,516,30.6,158,27.8,8.63,72.39,8.92,3.09,0.86,1.11,yellow,,2022-11-10 11:26:23,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1107$ROW22$RANGE9$PHB47 X 3IIH6,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,9,1397,2369 X PHN82,2022-05-19,2022-07-29,2022-08-01,71,74,3,1328.45,1393.15,64.7,76,163,,16.89,110.56,20,58,17.4,16,3.8,2.8,40,15.5,615,29.9,171.8,27.3,8.4,71.84,7.8,4.65,0.68,1.21,yellow,,2022-11-10 11:26:54,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1108$ROW22$RANGE10$PHJ40 X LH82,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,10,1398,LH198 X PHZ51,2022-05-19,2022-08-02,2022-08-07,75,80,5,1414.31,1530.76,116.45,64,173,,27.35,177.24,20.8,57.2,16.6,15.4,4,2.5,38.2,14.5,536,29.5,159.5,28.2,8.29,71.55,8.6,3.56,1.25,1.17,yellow,,2022-11-10 11:27:34,
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1109$ROW22$RANGE11$LH195 X PHM49,Scottsbluff,Scottsbluff,16.9,High,225,,22.5,,5,22,11,1399,2369 X 3IIH6,2022-05-19,2022-08-01,2022-08-05,74,78,4,1393.15,1483.45,90.3,81,188,,27.54,191.1,15.2,55.9,17.9,15.6,4,2.8,36.5,16.5,582,28.1,161.9,19.8,8.59,72.7,7.57,4.24,1.52,1.46,yellow,,2022-11-10 11:28:14,
