qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1264$ROW14$RANGE21$PHG39 X PHM49,Scottsbluff,1264,Hybrid HIPS,Medium,Full,2,14,21,PHG39 X PHM49,Hybrid,2022-08-12,NA,2022-08-16,NA,NA,NA,NA,NA,73.66,193.04,243.84,2022-11-09 14:57:40,22.41,21.1,55.7,262,NA,19.9,17.1,4.4,2.9,26.3,26.3,159.2,yellow,N,26,11.5,71.81,7.59,3.8,1.56,1.24
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1265$ROW14$RANGE22$SYNGENTA NK0760-3111,Scottsbluff,1265,Hybrid HIPS,Medium,Full,2,14,22,SYNGENTA NK0760-3111,Hybrid,2022-08-02,NA,2022-08-06,NA,NA,NA,NA,NA,81.28,185.42,236.22,2022-11-09 14:58:10,10.65,17.1,55.6,263,NA,17.2,16.4,4.4,2.8,22.5,22.5,175.8,yellow,N,26.3,10.9,71.01,7.04,3.54,2.51,1.58
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1266$ROW14$RANGE23$LH82 X W606S,Scottsbluff,1266,Hybrid HIPS,Medium,Full,2,14,23,LH82 X W606S,Hybrid,2022-08-09,NA,2022-08-13,NA,NA,NA,NA,NA,66.04,180.34,226.06,2022-11-09 14:58:44,22.94,20.1,56.3,264,NA,15.9,15.1,4.5,3.4,20.6,20.6,128.1,orange,N,21.7,11.6,71.83,7.06,4.05,0.97,1.22
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1267$ROW14$RANGE24$F42 X MO17,Scottsbluff,1267,Hybrid HIPS,Medium,Full,2,14,24,F42 X MO17,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,91.44,200.66,246.38,2022-11-09 14:59:18,21.19,19.9,52.3,265,NA,17.8,16,4.8,3.1,25.2,25.2,153.6,yellow,N,28.4,12.3,71.67,7.4,3.97,1.87,1.32
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1268$ROW14$RANGE25$PHN46 X W606S,Scottsbluff,1268,Hybrid HIPS,Medium,Full,2,14,25,PHN46 X W606S,Hybrid,2022-07-27,NA,2022-08-01,NA,NA,NA,NA,NA,60.96,187.96,241.3,2022-11-09 14:59:49,21.35,17.9,57.2,266,NA,19.2,16.8,5.2,3.5,30.9,30.9,181.6,yellow,N,33,10.1,72.62,7.24,3.62,1.09,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1269$ROW14$RANGE26$LH185 X LH145,Scottsbluff,1269,Hybrid HIPS,Medium,Full,2,14,26,LH185 X LH145,Hybrid,2022-07-31,NA,2022-08-04,NA,NA,NA,NA,NA,73.66,187.96,236.22,2022-11-09 15:00:20,21.07,14.2,59.4,267,NA,15.9,15,4.4,2.6,17.9,17.9,121.6,yellow,N,25.2,9.2,71.21,7.69,3.25,1.63,1.17
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1270$ROW14$RANGE27$PHN46 X PHB47,Scottsbluff,1270,Hybrid HIPS,Medium,Full,2,14,27,PHN46 X PHB47,Hybrid,2022-07-30,NA,2022-08-02,NA,NA,NA,NA,NA,93.98,182.88,231.14,2022-11-09 15:00:55,22.4,17.6,57.3,268,NA,17.6,15.1,4.6,3,23.7,23.7,152.2,yellow,N,34.7,10,72.23,7.49,2.98,0.94,1.06
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1221$ROW15$RANGE3$PHP02 X PHB47,Scottsbluff,1221,Hybrid HIPS,Medium,Full,1,15,3,PHP02 X PHB47,Hybrid,2022-07-26,NA,2022-07-30,NA,NA,NA,NA,NA,83.82,190.5,228.6,2022-11-09 14:44:04,17.16,18.7,54.6,243,NA,13.2,11.2,3.6,2.1,12.9,12.9,75.9,yellow,N,19.9,8.9,69.92,8.57,4.39,0.64,1.29
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1222$ROW15$RANGE4$B73 X PHM49,Scottsbluff,1222,Hybrid HIPS,Medium,Full,1,15,4,B73 X PHM49,Hybrid,2022-08-09,NA,2022-08-13,NA,NA,NA,NA,NA,93.98,215.9,261.62,2022-11-09 14:43:28,20.16,20.7,53.4,242,NA,14.6,12.8,3.6,2.5,17.7,17.7,117.7,yellow,N,24.4,9.1,72.26,6.6,4.3,0.84,1.22
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1223$ROW15$RANGE5$PHP02 X PHG47,Scottsbluff,1223,Hybrid HIPS,Medium,Full,1,15,5,PHP02 X PHG47,Hybrid,2022-07-28,NA,2022-08-03,NA,NA,NA,NA,NA,76.2,187.96,241.3,2022-11-09 14:42:48,21.94,17,57.3,241,NA,16.2,14.2,4.1,2.4,16.3,16.3,140.7,yellow,N,29.3,9.7,72.93,7.17,3.99,1.39,1.35
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1224$ROW15$RANGE6$PHP02 X LH185,Scottsbluff,1224,Hybrid HIPS,Medium,Full,1,15,6,PHP02 X LH185,Hybrid,2022-07-31,NA,2022-08-04,NA,NA,NA,NA,NA,63.5,182.88,223.52,2022-11-09 14:42:15,18.54,20.5,52.8,240,NA,17.4,14.8,3.6,2.1,19.5,19.5,148.8,yellow,N,27.4,9.1,69.58,6,4.64,1.57,1.49
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1225$ROW15$RANGE7$F42 X MO17,Scottsbluff,1225,Hybrid HIPS,Medium,Full,1,15,7,F42 X MO17,Hybrid,2022-08-09,NA,2022-08-13,NA,NA,NA,NA,NA,88.9,198.12,251.46,2022-11-09 14:41:44,24.79,23.6,50.1,239,NA,15.1,14.6,4,2.2,16.8,16.8,119,yellow,N,25.2,10,70.71,7.19,3.54,1.79,1.32
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1226$ROW15$RANGE8$B37 X OH43,Scottsbluff,1226,Hybrid HIPS,Medium,Full,1,15,8,B37 X OH43,Hybrid,2022-08-07,NA,2022-08-11,NA,NA,NA,NA,NA,86.36,210.82,261.62,2022-11-09 14:41:12,22.81,26.6,50,238,NA,15,13.2,4.1,2.5,22.6,22.6,137.6,yellow,N,30.1,10.5,72.16,7.88,3.77,0.83,1.19
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1227$ROW15$RANGE9$PHP02 X LH198,Scottsbluff,1227,Hybrid HIPS,Medium,Full,1,15,9,PHP02 X LH198,Hybrid,2022-08-03,NA,2022-08-07,NA,NA,NA,NA,NA,86.36,177.8,223.52,2022-11-09 14:40:39,25.87,20.1,54,237,NA,14.4,12.5,4,2.5,21.1,21.1,123.3,yellow,N,31.5,10.1,70,8.82,3.63,1.53,1.27
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1228$ROW15$RANGE10$PHN46 X PHB47,Scottsbluff,1228,Hybrid HIPS,Medium,Full,1,15,10,PHN46 X PHB47,Hybrid,2022-07-29,NA,2022-08-04,NA,NA,NA,NA,NA,71.12,182.88,233.68,2022-11-09 14:39:56,24.61,17.8,54.4,236,NA,15.8,14.2,3.4,2.4,19.9,19.9,115.7,yellow,N,22.6,8.7,71.84,8.88,3.84,1.52,1.24
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1229$ROW15$RANGE11$PHB47 X 3IIH6,Scottsbluff,1229,Hybrid HIPS,Medium,Full,1,15,11,PHB47 X 3IIH6,Hybrid,2022-07-25,NA,2022-07-30,NA,NA,NA,NA,NA,68.58,170.18,223.52,2022-11-09 14:39:23,23.93,15.5,56.8,235,NA,17.5,16.5,4.4,2.5,20.2,20.2,167.9,yellow,N,31,9.1,67.76,8.04,3.74,1.68,1.39
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1230$ROW15$RANGE12$PHP02 X PHN46,Scottsbluff,1230,Hybrid HIPS,Medium,Full,1,15,12,PHP02 X PHN46,Hybrid,2022-07-28,NA,2022-08-02,NA,NA,NA,NA,NA,68.58,170.18,213.36,2022-11-09 14:38:51,23.36,17.2,55.2,234,NA,20.8,17.5,4.1,2.8,27.6,27.6,151.4,yellow,N,24.3,9.6,70.27,8.88,4.07,1.57,1.37
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1231$ROW15$RANGE13$LH82 X W606S,Scottsbluff,1231,Hybrid HIPS,Medium,Full,1,15,13,LH82 X W606S,Hybrid,2022-08-03,NA,2022-08-07,NA,NA,NA,NA,NA,68.58,162.56,213.36,2022-11-09 14:38:17,23.42,22.4,55.8,233,NA,14.5,13.6,3.9,2.8,17.5,17.5,105,yellow,N,26,9.7,70.28,8.83,4.06,1.29,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1232$ROW15$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,1232,Hybrid HIPS,Medium,Full,1,15,14,SYNGENTA NK0760-3111,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,83.82,187.96,236.22,2022-11-09 14:37:26,28.23,18.3,53.9,232,NA,17.6,16.6,4.4,3,20,20,145.5,yellow,N,23.7,9.3,70.68,8.74,2.92,1.38,1.26
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1233$ROW15$RANGE15$N209 X 3IIH6,Scottsbluff,1233,Hybrid HIPS,Medium,Full,2,15,15,N209 X 3IIH6,Hybrid,2022-08-03,NA,2022-08-07,NA,NA,NA,NA,NA,76.2,175.26,226.06,2022-11-09 14:36:43,22.76,16.2,52.5,231,NA,16.5,16,4.4,3.1,22.1,22.1,135.7,orange,N,26.5,9.6,71.6,8.05,3.66,1.4,1.19
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1234$ROW15$RANGE16$LH123HT X PHB47,Scottsbluff,1234,Hybrid HIPS,Medium,Full,2,15,16,LH123HT X PHB47,Hybrid,2022-08-06,NA,2022-08-10,NA,NA,NA,NA,NA,78.74,195.58,248.92,2022-11-09 14:36:12,20.36,21.6,51.9,230,NA,16,15.5,4,3.1,23,23,113.5,yellow,N,21,8.8,70.58,8.45,2.95,1.39,1.08
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1235$ROW15$RANGE17$PHP02 X PHG47,Scottsbluff,1235,Hybrid HIPS,Medium,Full,2,15,17,PHP02 X PHG47,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,91.44,177.8,233.68,2022-11-09 14:34:37,21.9,14.7,57.6,229,NA,14.6,16.5,4.1,2.5,17.3,17.3,146.6,yellow,N,25.8,10.2,70.71,7.1,3.86,1.45,1.32
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1236$ROW15$RANGE18$B37 X H95,Scottsbluff,1236,Hybrid HIPS,Medium,Full,2,15,18,B37 X H95,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,96.52,223.52,271.78,2022-11-09 14:34:04,16.78,23.2,53,228,NA,18.4,17.4,4,2.5,25.2,25.2,150.7,yellow,Y,26.7,9.4,72.08,7.86,3.41,1.65,1.29
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1237$ROW15$RANGE19$B73 X 3IIH6,Scottsbluff,1237,Hybrid HIPS,Medium,Full,2,15,19,B73 X 3IIH6,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,109.22,210.82,264.16,2022-11-09 14:33:30,21.96,14.9,53.4,227,NA,17.4,15.8,4.5,3.1,22.8,22.8,160.3,yellow,N,29.1,10.2,71.29,8.15,3.29,1.29,1.2
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1238$ROW15$RANGE20$LH185 X LH82,Scottsbluff,1238,Hybrid HIPS,Medium,Full,2,15,20,LH185 X LH82,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,60.96,147.32,205.74,2022-11-09 14:32:57,21.75,21.7,57.5,226,NA,13.2,11.4,4,2.9,19.3,19.3,101.7,yellow,N,26.2,9.1,70.72,9.3,3.77,1.07,1.12
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1239$ROW15$RANGE21$LH195 X LH185,Scottsbluff,1239,Hybrid HIPS,Medium,Full,2,15,21,LH195 X LH185,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,66.04,177.8,226.06,2022-11-09 14:32:17,26.4,18.8,54.5,225,NA,14.4,12.9,4.1,2.8,19.4,19.4,139.5,yellow,N,23.9,8.9,71.92,7.77,3.55,1.6,1.36
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1240$ROW15$RANGE22$2369 X PHN82,Scottsbluff,1240,Hybrid HIPS,Medium,Full,2,15,22,2369 X PHN82,Hybrid,2022-07-27,NA,2022-08-01,NA,NA,NA,NA,NA,60.96,177.8,228.6,2022-11-09 14:31:35,24.31,21.8,57.3,224,NA,16.4,16.2,3.6,2.8,23.9,23.9,159.7,yellow,N,27.7,9.8,70.82,7.24,3.86,1.21,1.29
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1241$ROW15$RANGE23$LH198 X PHZ51,Scottsbluff,1241,Hybrid HIPS,Medium,Full,2,15,23,LH198 X PHZ51,Hybrid,2022-07-28,NA,2022-08-03,NA,NA,NA,NA,NA,86.36,187.96,256.54,2022-11-09 14:31:02,23.28,21.4,58.1,223,NA,11.6,13,3.1,2.1,18.5,18.5,117,yellow,N,24,10.2,70.34,7.63,3.98,0.71,1.2
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1242$ROW15$RANGE24$PIONEER P0589 AMXT,Scottsbluff,1242,Hybrid HIPS,Medium,Full,2,15,24,PIONEER P0589 AMXT,Hybrid,2022-07-27,NA,2022-08-02,NA,NA,NA,NA,NA,86.36,172.72,220.98,2022-11-09 14:30:29,23.82,18.6,57.6,222,NA,15,15.6,3.5,2,22.8,22.8,164.2,yellow,N,26.4,9.2,70.74,6.71,3.85,2.7,1.58
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1243$ROW15$RANGE25$PHP02 X LH198,Scottsbluff,1243,Hybrid HIPS,Medium,Full,2,15,25,PHP02 X LH198,Hybrid,2022-07-27,NA,2022-08-02,NA,NA,NA,NA,NA,99.06,182.88,233.68,2022-11-09 14:29:57,23.25,19.2,55.4,221,NA,18.2,17.5,4,3,31.5,31.5,160.2,yellow,N,26.1,10.4,70.56,7.65,3.41,1.56,1.22
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1244$ROW15$RANGE26$PHW52 X PHZ51,Scottsbluff,1244,Hybrid HIPS,Medium,Full,2,15,26,PHW52 X PHZ51,Hybrid,2022-07-29,NA,2022-08-03,NA,NA,NA,NA,NA,78.74,200.66,256.54,2022-11-09 14:29:16,23.81,20.7,55.6,220,NA,11.4,11.4,3.4,2,25.5,25.5,107.1,yellow,N,24.9,10.4,68.45,10.53,3.77,1.94,1.27
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1245$ROW15$RANGE27$B14A X MO17,Scottsbluff,1245,Hybrid HIPS,Medium,Full,2,15,27,B14A X MO17,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,99.06,195.58,233.68,2022-11-09 14:28:43,23.08,21.9,49.6,219,NA,16.8,15.9,4,2.5,20.1,20.1,160.7,yellow,N,25.7,10.2,70.7,9.06,3.26,1.29,1.14
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1196$ROW16$RANGE3$B84 X 3IIH6,Scottsbluff,1196,Hybrid HIPS,Medium,Full,1,16,3,B84 X 3IIH6,Hybrid,2022-08-12,NA,2022-08-16,NA,NA,NA,NA,NA,114.3,208.28,261.62,2022-11-09 14:13:29,20.87,14.9,54.8,194,NA,14.9,13.6,3.5,2.6,19.3,19.3,128.9,yellow,Y,29.7,9.4,71.32,8.52,3.41,0.88,1.14
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1197$ROW16$RANGE4$PHK56 X LH82,Scottsbluff,1197,Hybrid HIPS,Medium,Full,1,16,4,PHK56 X LH82,Hybrid,2022-07-26,NA,2022-07-30,NA,NA,NA,NA,NA,66.04,162.56,231.14,2022-11-09 14:14:09,23.09,16.5,58.3,195,NA,15.5,14.9,4.2,2.8,16.9,16.9,147.4,yellow,N,26.4,9.5,71.13,7.91,3.85,0.82,1.22
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1198$ROW16$RANGE5$LH82 X PHB47,Scottsbluff,1198,Hybrid HIPS,Medium,Full,1,16,5,LH82 X PHB47,Hybrid,2022-07-26,NA,2022-07-31,NA,NA,NA,NA,NA,58.42,170.18,220.98,2022-11-09 14:14:51,21.68,18,55.6,196,NA,16.8,16.2,4.4,3,27.8,27.8,150,yellow,N,25.7,9.9,71.71,7.8,3.45,1.24,1.18
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1199$ROW16$RANGE6$B37 X H95,Scottsbluff,1199,Hybrid HIPS,Medium,Full,1,16,6,B37 X H95,Hybrid,2022-08-10,NA,2022-08-14,NA,NA,NA,NA,NA,83.82,210.82,248.92,2022-11-09 14:15:29,19.48,22.1,53.9,197,NA,17,16.9,4.4,2.5,22.7,22.7,189.8,yellow,Y,33.1,11.6,71.05,7.2,3.38,1.92,1.27
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1200$ROW16$RANGE7$PHK76 X LH145,Scottsbluff,1200,Hybrid HIPS,Medium,Full,1,16,7,PHK76 X LH145,Hybrid,2022-07-28,NA,2022-08-02,NA,NA,NA,NA,NA,71.12,170.18,220.98,2022-11-09 14:16:06,17.11,16.1,60.4,198,NA,16.8,15.5,4.1,2.9,25.6,25.6,159,yellow,N,27.6,11.3,72.2,8.02,4.27,1.11,1.32
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1201$ROW16$RANGE8$PHJ40 X LH82,Scottsbluff,1201,Hybrid HIPS,Medium,Full,1,16,8,PHJ40 X LH82,Hybrid,2022-07-25,NA,2022-07-29,NA,NA,NA,NA,NA,66.04,144.78,193.04,2022-11-09 14:16:40,22.69,16.9,61.4,199,NA,17.2,15.9,4.4,2.8,21.2,21.2,152,yellow,Y,24.3,10.4,72.39,8.24,4.09,1.56,1.46
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1202$ROW16$RANGE9$2FACC X 3IIH6,Scottsbluff,1202,Hybrid HIPS,Medium,Full,1,16,9,2FACC X 3IIH6,Hybrid,2022-07-24,NA,2022-07-29,NA,NA,NA,NA,NA,88.9,180.34,223.52,2022-11-09 14:17:24,27.54,13.4,57.3,200,NA,18.1,16.6,4.4,3,24.2,24.2,179.6,yellow,N,29.3,10,70.91,8.58,3.33,1.33,1.28
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1203$ROW16$RANGE10$PHK76 X W606S,Scottsbluff,1203,Hybrid HIPS,Medium,Full,1,16,10,PHK76 X W606S,Hybrid,2022-07-28,NA,2022-08-03,NA,NA,NA,NA,NA,81.28,180.34,223.52,2022-11-09 14:17:58,22.63,18.9,59.9,201,NA,17.8,15.6,4.2,2.9,20.7,20.7,167.4,yellow,N,27.6,10.6,72.07,8.21,3.44,1.52,1.3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1204$ROW16$RANGE11$PHK76 X 3IIH6,Scottsbluff,1204,Hybrid HIPS,Medium,Full,1,16,11,PHK76 X 3IIH6,Hybrid,2022-07-27,NA,2022-08-03,NA,NA,NA,NA,NA,68.58,175.26,228.6,2022-11-09 14:18:38,23.53,13.7,58.9,202,NA,15.8,15.4,3.8,2.8,14.4,14.4,120.1,yellow,N,23.5,9.8,72.87,8.53,3.52,1.41,1.29
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1205$ROW16$RANGE12$PHK56 X LH198,Scottsbluff,1205,Hybrid HIPS,Medium,Full,1,16,12,PHK56 X LH198,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,88.9,190.5,248.92,2022-11-09 14:19:19,26.73,17.8,56.2,203,NA,16.1,15,4.2,2.5,20.2,20.2,156.2,yellow,Y,30.7,11,70.28,7.8,3.92,1.61,1.14
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1206$ROW16$RANGE13$N209 X 3IIH6,Scottsbluff,1206,Hybrid HIPS,Medium,Full,1,16,13,N209 X 3IIH6,Hybrid,2022-08-07,NA,2022-08-11,NA,NA,NA,NA,NA,93.98,185.42,243.84,2022-11-09 14:19:54,22.83,15.1,54.1,204,NA,18,16,4,2.5,26,26,143.9,NA,N,25.7,12.2,70.75,7.95,3.57,2.41,1.46
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1207$ROW16$RANGE14$PHZ51 X LH145,Scottsbluff,1207,Hybrid HIPS,Medium,Full,1,16,14,PHZ51 X LH145,Hybrid,2022-07-27,NA,2022-08-02,NA,NA,NA,NA,NA,91.44,198.12,243.84,2022-11-09 14:20:30,14.88,13.9,60.2,205,NA,17.9,16.9,4.4,2.6,21.9,21.9,179.3,yellow,N,32.1,11.9,72.06,7.44,3.82,1.59,1.25
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1208$ROW16$RANGE15$PHB47 X PHK56,Scottsbluff,1208,Hybrid HIPS,Medium,Full,2,16,15,PHB47 X PHK56,Hybrid,2022-07-23,NA,2022-07-28,NA,NA,NA,NA,NA,86.36,185.42,243.84,2022-11-09 14:21:06,21.75,14,59.7,206,NA,15.8,17,4.9,3.5,22.6,22.6,160.4,yellow,N,30.1,9.6,71.99,7.97,3.17,1.04,1.05
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1209$ROW16$RANGE16$PHZ51 X LH145,Scottsbluff,1209,Hybrid HIPS,Medium,Full,2,16,16,PHZ51 X LH145,Hybrid,2022-07-28,NA,2022-08-04,NA,NA,NA,NA,NA,91.44,195.58,243.84,2022-11-09 14:21:48,12.49,13.9,60.1,207,NA,18,17.1,4,2.6,24.4,24.4,161.9,yellow,N,28.8,9.2,70.41,8.43,4.65,0.67,1.25
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1210$ROW16$RANGE17$2369 X 3IIH6,Scottsbluff,1210,Hybrid HIPS,Medium,Full,2,16,17,2369 X 3IIH6,Hybrid,2022-07-27,NA,2022-08-02,NA,NA,NA,NA,NA,86.36,190.5,243.84,2022-11-09 14:22:24,19.89,12.2,54.7,208,NA,14.2,15.6,4.5,3,18.9,18.9,152.7,yellow,N,29.6,10,71.49,8.42,3.64,1.55,1.3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1211$ROW16$RANGE18$PHW52 X PHM49,Scottsbluff,1211,Hybrid HIPS,Medium,Full,2,16,18,PHW52 X PHM49,Hybrid,2022-08-11,NA,2022-08-15,NA,NA,NA,NA,NA,81.28,175.26,226.06,2022-11-09 14:22:56,22.11,20.3,55.7,209,NA,19.5,18.2,4.6,3,24,24,182.3,yellow,N,30.3,10.1,73.48,7.57,2.91,1.26,1.25
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1212$ROW16$RANGE19$HOEGEMEYER 8065RR,Scottsbluff,1212,Hybrid HIPS,Medium,Full,2,16,19,HOEGEMEYER 8065RR,Hybrid,2022-07-25,NA,2022-07-29,NA,NA,NA,NA,NA,63.5,175.26,220.98,2022-11-09 14:23:36,27.72,18.3,57.9,210,NA,15.2,15.9,4.2,3.1,23.2,23.2,122.4,orange,N,27.9,9.2,72.48,8.01,3.39,0.74,1.08
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1213$ROW16$RANGE20$PHP02 X PHJ89,Scottsbluff,1213,Hybrid HIPS,Medium,Full,2,16,20,PHP02 X PHJ89,Hybrid,2022-07-26,NA,2022-07-30,NA,NA,NA,NA,NA,81.28,187.96,238.76,2022-11-09 14:24:10,24.11,15.2,57.6,211,NA,17.6,15,4.4,2.9,24.6,24.6,145.9,yellow,N,26.9,10.3,72.02,7.62,4.15,1.59,1.44
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1214$ROW16$RANGE21$PHW52 X PHN82,Scottsbluff,1214,Hybrid HIPS,Medium,Full,2,16,21,PHW52 X PHN82,Hybrid,2022-08-01,NA,2022-08-05,NA,NA,NA,NA,NA,78.74,182.88,241.3,2022-11-09 14:24:42,23.23,20,55.7,212,NA,17.5,16.5,4.8,3.2,25.1,25.1,167.5,yellow,N,28.5,8.9,72.42,7.51,3.59,1.56,1.45
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1215$ROW16$RANGE22$PHK56 X LH198,Scottsbluff,1215,Hybrid HIPS,Medium,Full,2,16,22,PHK56 X LH198,Hybrid,2022-08-05,NA,2022-08-09,NA,NA,NA,NA,NA,83.82,180.34,238.76,2022-11-09 14:25:21,30.23,19.7,56.2,213,NA,15.2,14.2,4.1,2.5,19.1,19.1,142,yellow,Y,28.9,10.3,71.15,7.08,3.5,1.57,1.13
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1216$ROW16$RANGE23$PHT69 X 3IIH6,Scottsbluff,1216,Hybrid HIPS,Medium,Full,2,16,23,PHT69 X 3IIH6,Hybrid,2022-07-27,NA,2022-08-01,NA,NA,NA,NA,NA,93.98,187.96,243.84,2022-11-09 14:25:54,25.18,14.1,58.2,214,NA,13.4,14.1,4.2,2.4,18.2,18.2,126.5,yellow,N,28.9,9,72.6,6.51,3.86,1.4,1.24
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1217$ROW16$RANGE24$PHK56 X LH145,Scottsbluff,1217,Hybrid HIPS,Medium,Full,2,16,24,PHK56 X LH145,Hybrid,2022-07-27,NA,2022-08-01,NA,NA,NA,NA,NA,78.74,195.58,251.46,2022-11-09 14:26:25,19.64,13.8,58.3,215,NA,17.6,17.4,4.4,2.8,23.4,23.4,178.9,yellow,N,31.7,11.3,70.79,7.4,3.61,2.17,1.35
