qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
23-C-1746809,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,12,1746809,PHG39 X PHM49,1739626,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,109,223,34000,21.24,180.55,19.2,56.9,19.598,NA,4.518,2.361,NA,14.5,559,35.952,200.5,28.067,NA,NA,NA,NA,NA,NA,NA,0.12,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746810,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,4,1746810,PHP02 X PHG47,1739627,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,102,209,34000,20.45,187.82,12.7,58.2,16.715,NA,4.5,2.231,NA,16.5,542,29.379,158.8,20.367,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746811,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,17,1746811,PHT69 X 3IIH6,1739628,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,108,215,35000,18.51,172.73,11.3,55.2,17.201,NA,4.524,2.293,NA,15,526,26.608,140.4,17.967,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746812,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,17,1746812,PHK56 X LH82,1739629,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,90,202,33500,20.11,179.2,15.3,57.1,14.469,NA,4.546,2.292,NA,17,527,25.133,133.3,17.667,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;x - seed spilled during shelling;;
23-C-1746813,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,15,1746813,PHK56 X W606S,1739630,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,88,223,34500,6.14,52.32,19,50.1,20.444,NA,5.199,2.967,NA,16,668,33.394,223.5,34.9,NA,NA,NA,NA,NA,NA,NA,0.06,2023-10-02,Poor stand;;;;;;;
23-C-1746814,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,10,1746814,PHK56 X 3IIH6,1739631,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,93,232,35000,20.24,185.68,12.8,58.2,15.606,NA,4.391,2.41,NA,15,496,30.149,149.7,18.267,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746815,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,11,1746815,PHK56 X PHJ89,1739633,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,83,243,33500,18.84,169.07,14.7,57.4,14.619,NA,4.27,2.229,NA,13.5,492,28.121,137.7,16.533,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746816,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,14,1746816,PHK56 X LH185,1739634,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,79,207,34000,21.74,195.09,14.7,57.1,16.842,NA,4.501,2.347,NA,14,531,31.098,165.8,23.267,NA,NA,NA,NA,NA,NA,NA,0.18,2023-10-02,;;;;;;;
23-C-1746817,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,2,1746817,PHK56 X LH145,1739635,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,79,207,35500,15.57,143.49,12.4,58.8,15.894,NA,4.423,2.21,NA,15.5,493,27.287,136.9,18.433,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;Cob broke in pieces during shelling;;
23-C-1746818,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,9,1746818,PHK76 X LH145,1739636,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,218,35000,16.25,147.37,13.8,63.3,17.429,NA,4.029,2.505,NA,13.5,481,26.169,126.7,23.6,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746819,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,6,1746819,PHK76 X LH198,1739637,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,236,36500,21.42,189.29,16,61.9,16.442,NA,4.431,2.467,NA,13,465,32.204,149.7,25.267,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746820,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,19,1746820,PHK76 X 3IIH6,1739638,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,199,35500,20.24,185.89,12.7,59.9,17.038,NA,4.458,2.413,NA,15.5,467,32.32,150.8,23,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746821,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,7,1746821,PHK76 X W606S,1739639,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,101,208,35500,17.26,155.25,14.5,59.8,15.983,NA,4.284,2.582,NA,13.5,434,28.252,122.6,20.133,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746823,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,13,1746823,PHK76 X LH82,1739640,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,97,216,34500,4.48,36.95,21.6,36.4,17.616,NA,4.805,2.73,NA,13.5,563,31.702,180.5,26.167,NA,NA,NA,NA,NA,NA,NA,0.06,2023-10-02,Poor stand;;;;;;;
23-C-1746824,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,11,1746824,PHP02 X PHB47,1739641,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,101,216,35000,17.94,163.45,13.4,56.5,19.343,NA,4.649,2.627,NA,14,517,31.833,159.8,26.367,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746825,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,8,1746825,PHP02 X PHJ89,1739642,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,240,35500,19.18,174.34,13.6,55.6,18.9,NA,4.721,2.613,NA,15,597,33.435,199.3,27.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746826,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,10,1746826,PHP02 X LH185,1739643,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,87,197,35500,14.77,128.51,17.3,55.6,20.385,NA,5.029,2.766,NA,16,631,36.473,230.1,36.567,NA,NA,NA,NA,NA,NA,NA,0.1,2023-10-02,Poor stand;;;;;;;
23-C-1746827,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,18,1746827,PHP02 X PHN46,1739644,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,82,200,35000,18.02,162.66,14.2,61,15.766,NA,4.442,2.279,NA,15,500,28.603,142.5,20.433,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746828,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,8,1746828,PHP02 X LH145,1739645,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,91,199,34500,17.69,163.22,12.3,59.9,19.555,NA,4.347,2.57,NA,14.5,586,30.102,176.3,28.067,NA,NA,NA,NA,NA,NA,NA,0.12,2023-10-02,;;;;;;;
23-C-1746829,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,15,1746829,PHP02 X PHK76,1739646,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,90,225,35000,18.32,165.94,13.9,59.7,16.464,NA,4.516,2.478,NA,14.5,456,32.934,149.6,23.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746830,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,10,1746830,PHP02 X W606S,1739647,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,91,218,35000,20.93,185.4,15.8,55.9,18.485,NA,5.119,2.918,NA,16,564,32.664,183.9,29.7,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;Cob broke in pieces during shelling;;;Cob broke in pieces during shelling;;
23-C-1746831,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,13,1746831,PHP02 X LH82,1739648,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,175,33500,12.31,111.38,14,57.3,16.257,NA,4.321,2.431,NA,16.5,554,26.072,144.1,16.833,NA,NA,NA,NA,NA,NA,NA,0.13,2023-10-02,;;;;;;;
23-C-1746832,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,11,1746832,PHP02 X PHK56,1739649,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,213,35500,21.96,197.3,14.6,57,17.47,NA,4.525,2.503,NA,15,571,31.611,179.8,25.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746833,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,12,1746833,PHP02 X LH198,1739650,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,125,225,34500,18,159.07,16,56.7,17.961,NA,4.831,2.64,NA,14,552,33.093,182,35.067,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746834,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,14,1746834,LH74 X PHN82,1739651,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,96,202,35000,18.46,159.83,17.7,57.6,16.787,NA,4.591,2.408,NA,15.5,507,29.194,147.7,21.133,NA,NA,NA,NA,NA,NA,NA,0.11,2023-10-02,Tattoo sensor;;;;;Cob broke in pieces during shelling;;
23-C-1746835,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,14,1746835,B73 X PHN82,1739652,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,116,234,35000,19.82,168.69,19.1,56.1,15.39,NA,4.904,2.65,NA,17,542,30.214,163.9,25.467,NA,NA,NA,NA,NA,NA,NA,0.07,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746836,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,12,1746836,PHB47 X PHK56,1739653,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,85,226,35000,20.01,180.2,14.4,58.5,17.614,NA,4.466,2.457,NA,15.5,599,28.182,168.8,23.833,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746837,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,9,1746837,2369 X LH123HT,1739654,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,128,270,35000,20.58,175.59,18.9,56.2,17.747,NA,4.571,2.61,NA,15,601,29.248,175.3,26.767,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746838,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,13,1746838,B14A X MO17,1739655,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,122,225,35000,17.06,144.84,19.3,52.8,18.636,NA,4.696,2.464,NA,13,547,31.759,173.8,26.8,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746839,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,2,1746839,B37 X MO17,1739656,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,146,247,36000,15.66,133.94,18.7,56.7,16.683,NA,4.738,2.451,NA,12.5,453,32.402,146.4,26.933,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746840,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,15,1746840,F42 X MO17,1739657,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,112,237,36000,19.82,167.44,19.7,53,18.573,NA,4.689,2.344,NA,15,618,28.784,178.3,23.1,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746841,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,17,1746841,LH195 X LH123HT,1739658,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,118,247,35000,21.24,179.66,19.6,55.8,20.213,NA,4.906,2.509,NA,15.5,664,33.188,220.3,31.567,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746843,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,16,1746843,LH123HT X 3IIH6,1739659,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,140,260,35000,20.03,180.59,14.3,56.2,16.464,NA,4.495,2.381,NA,16.5,485,26.533,128.6,18.6,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746844,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,8,1746844,LH195 X 3IIH6,1739660,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,131,227,35000,17.3,158.89,12.7,56.8,17.481,NA,4.382,2.364,NA,16,532,29.47,157.6,18.033,NA,NA,NA,NA,NA,NA,NA,0.21,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746845,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,4,1746845,PHW52 X PHN82,1739661,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,219,34500,23.37,197.92,19.5,56.6,18.088,NA,4.682,2.407,NA,14.5,573,32.514,186.2,21.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746846,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,17,1746846,LH198 X PHZ51,1739662,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,120,242,34000,19.06,169.64,15.4,59.8,16.56,NA,4.546,2.363,NA,14.5,499,30.341,151.3,26.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746847,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,8,1746847,2369 X PHZ51,1739663,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,121,254,35500,19.02,168.88,15.6,58.9,18.561,NA,4.383,2.512,NA,15,592,27.554,162.6,25.3,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746848,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,73,2,1746848,B73 X 3IIH6,1739664,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,123,239,35000,16.06,148.51,12.1,54.8,18.347,NA,5.043,2.459,NA,18,665,30.813,204.6,27.667,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746849,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,13,1746849,B37 X H95,1739665,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,130,250,35000,12.79,109.13,18.9,58.1,15.559,NA,4.832,2.719,NA,17.5,513,27.694,141.9,28.7,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;Cob broke in pieces during shelling;;;
23-C-1746850,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,2,1746850,WF9 X H95,1739666,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,112,238,36000,18.01,155.37,18,56.7,14.669,NA,4.68,2.335,NA,18,487,26.416,128.8,20.033,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;;;;Cob broke in pieces during shelling
23-C-1746851,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,18,1746851,B37 X OH43,1739667,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,118,244,35000,14.74,125.61,19,53.4,17.599,NA,4.942,2.799,NA,16.5,571,28.081,159.3,28.633,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,Tattoo sensor;;;;Cob broke in pieces during shelling;;;
23-C-1746852,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,71,2,1746852,F42 X OH43,1739668,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,240,36000,17.88,150.67,19.9,56,15.857,NA,4.841,2.636,NA,18,579,28.221,163.9,24.2,NA,NA,NA,NA,NA,NA,NA,0.07,2023-10-02,Tattoo sensor;;;;;;;
23-C-1746853,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,12,1746853,SYNGENTA NK0659-3120-EZ1,1739669,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,95,229,35000,23.4,207.53,15.7,58.7,17.02,NA,4.788,2.655,NA,16.5,599,32.913,197.4,22.067,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746854,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,9,1746854,PIONEER P0589 AMXT,1739670,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,101,213,35000,23.92,216.17,14.1,58.5,16.972,NA,4.535,2.475,NA,15.5,552,32.982,182.5,22.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746855,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,67,18,1746855,WYFFELS W1782,1739671,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,75,210,35500,22.44,206.81,12.4,58.9,17.791,NA,4.533,2.518,NA,15,364,47.26,145.2,21.867,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;x - seed spilled during shelling;;;;;
23-C-1746856,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,69,15,1746856,HOEGEMEYER 7089 AMXT,1739672,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,79,221,35000,21.7,196.56,13.9,59.3,17.02,NA,4.763,2.29,NA,16,551,31.928,176,20.833,NA,NA,NA,NA,NA,NA,NA,0.03,2023-10-02,;;;;;;;
23-C-1746857,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,5,65,14,1746857,SYNGENTA NK0760-3111,1739673,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,118,232,36500,24.44,217.27,15.5,55.1,17.351,NA,4.761,2.259,NA,14.5,572,29.045,166.5,20.6,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746858,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,32,1746858,LH185 X LH145,1716291,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,104,233,35500,20.28,186.69,12.5,57.2,20.907,NA,4.346,2.382,NA,13.5,560,29.412,167.1,26.7,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746859,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,20,1746859,LH185 X LH82,1716292,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,79,182,34000,20.17,178.67,15.8,57.4,18.054,NA,4.952,2.666,NA,16.5,673,28.383,192,25.8,NA,NA,NA,NA,NA,NA,NA,0.04,2023-10-02,;;;;;;;
23-C-1746860,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,33,1746860,LH185 X W606S,1716293,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,225,32500,19.38,174.73,14.3,56.8,20.435,NA,4.657,2.61,NA,13,536,32.901,175.3,26.767,NA,NA,NA,NA,NA,NA,NA,0.23,2023-10-02,;;;;;;;
23-C-1746861,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,36,1746861,LH198 X PHB47,1716294,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,118,228,34500,16.43,148.31,14.2,59.5,16.083,NA,4.646,2.403,NA,13.5,489,29.381,143.6,24.833,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746862,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,35,1746862,LH82 X W606S,1716297,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,94,200,35500,16.77,149.08,15.5,56.7,15.311,NA,4.439,2.641,NA,19,580,22.337,130.8,19.1,NA,NA,NA,NA,NA,NA,NA,0.28,2023-10-02,;;;;;;;
23-C-1746863,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,29,1746863,PHB47 X PHJ89,1716299,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,105,260,34000,19.3,176.85,12.9,56.7,18.096,NA,4.371,2.16,NA,12.5,520,28.375,147.6,19.6,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;Cob broke in pieces during shelling
23-C-1746864,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,33,1746864,PHN46 X PHK56,1716300,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,104,223,34000,15.57,143.49,12.4,53.9,14.596,NA,4.699,2.253,NA,16.5,509,24.751,125,17.467,NA,NA,NA,NA,NA,NA,NA,0.51,2023-10-02,;;;;;;;
23-C-1746865,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,30,1746865,PHN46 X W606S,1739601,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,104,229,35500,17.6,156.65,15.4,56.5,12.756,NA,4.478,2.493,NA,14.5,371,24.455,91.3,12.667,NA,NA,NA,NA,NA,NA,NA,0.42,2023-10-02,;;Cob broke in pieces during shelling;;;;;
23-C-1746866,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,26,1746866,PHN46 X PHB47,1739602,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,125,241,34000,15.51,139.35,14.6,57.2,16.597,NA,4.71,2.52,NA,14,429,30.921,132.6,19.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746867,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,27,1746867,B73 X MO17,1739603,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,140,253,35500,20.25,170.43,20,51.8,18.684,NA,4.545,2.153,NA,13.5,562,28.207,158.5,19.433,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
23-C-1746868,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,22,1746868,B73 X PHZ51,1739604,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,132,245,35500,19.04,169.06,15.6,57,18.02,NA,4.699,2.582,NA,16,629,28.441,178.2,28.4,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746870,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,27,1746870,B73 X PHM49,1739605,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,114,245,36000,17.43,146.7,20,54,17.568,NA,4.921,2.486,NA,16.5,624,29.606,184.5,22.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;Cob broke in pieces during shelling;;;;Cob broke in pieces during shelling
23-C-1746871,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,71,20,1746871,LH145 X LH162,1739606,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,60,179,35500,14.47,133.05,12.6,63.1,14.643,NA,3.647,2.071,NA,12.5,327,25.214,83.1,12.1,NA,NA,NA,NA,NA,NA,NA,0.03,2023-10-02,;;;;;;;
23-C-1746872,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,73,24,1746872,LH195 X LH185,1739607,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,106,226,35000,20.67,179.62,17.4,56,17.245,NA,4.913,2.522,NA,15.5,575,29.867,171.2,19.167,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;Cob broke in pieces during shelling
23-C-1746873,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,20,1746873,LH195 X PHZ51,1739608,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,115,247,32500,17.9,157.24,16.5,58.7,16.93,NA,4.463,2.564,NA,16,576,27.792,160.1,27.933,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746874,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,35,1746874,LH195 X PHM49,1739609,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,100,228,35000,18.2,152.22,20.5,56,16.993,NA,4.706,2.215,NA,16,529,31.401,165.4,22.567,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746875,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,69,23,1746875,2369 X PHN82,1739616,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,113,220,35000,17.92,153.46,18.6,55.7,15.974,NA,4.873,2.713,NA,16.5,546,28.692,156.8,23.233,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746876,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,67,23,1746876,LH74 X PHM49,1739623,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,100,214,35000,18.88,163.27,17.8,58.2,16.923,NA,4.524,2.344,NA,14,485,31.832,154.5,19.867,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746877,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,23,1746877,PHB47 X 3IIH6,1739625,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,102,229,35500,20.14,185.19,12.6,55.4,18.127,NA,4.27,2.477,NA,14,513,26.339,138.3,20.367,NA,NA,NA,NA,NA,NA,NA,0,2023-10-02,;;;;;;;
23-C-1746878,2023,Crawfordsville,Crawfordsville,0,High,225,LC3535,17.5,NA,6,65,24,1746878,PHK56 X LH198,1739632,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,106,216,35500,23.97,212.84,15.6,55.6,15.754,NA,4.846,2.491,NA,15.5,581,30.826,179.3,27.067,NA,NA,NA,NA,NA,NA,NA,0.14,2023-10-02,;;;;;;;
