qrCode,location,sublocation,irrigationProvided,N,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,column,range,plot,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,plantH,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,notes,rep
LINCOLN$SAM$REP1$PLOT1237$ROW19$RANGE6$DE1,Lincoln,Lincoln,NA,Medium,150,NA,7.5,33,1,19,6,1237,DE1,5/5/22,7/22/22,7/27/22,78,83,5,1416.17,1543.06,126.89,86,135,7279,7.227,6.708,3.546,2.007,13.5,12.8,108,14.6,47.2,2.007,yellow,; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1238$ROW20$RANGE6$H105W,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,20,6,1238,H105W,5/5/22,7/18/22,7/31/22,74,87,13,1315.8,1627.91,312.11,80,144,5956,8.923,7.22,2.479,1.416,15,13.3,151,16.167,22.6,1.416,yellow,fungus; ;fungus; ;fungus; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1239$ROW21$RANGE6$3IIH6,Lincoln,Lincoln,NA,Medium,150,NA,7.5,31,1,21,6,1239,3IIH6,5/5/22,7/15/22,7/17/22,71,73,2,1230.13,1288.38,58.24,50,120,6838,8.1,7.382,2.611,1.604,15,12.3,141,10.5,15,1.604,yellow,ak; ;ak/ek; ;ak; ;ek; ;ak/ek; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1240$ROW22$RANGE6$A659,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,22,6,1240,A659,5/5/22,7/16/22,7/20/22,72,76,4,1259.19,1366.37,107.18,46,143,6176,8.93,6.568,3.172,1.919,12.5,12.3,124,16.875,22.3,1.919,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,NA,NA,1241,793,5/5/22,7/13/22,7/17/22,69,73,4,1179.69,1288.38,108.69,62,151,5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;NA,1
LINCOLN$SAM$REP1$PLOT1242$ROW24$RANGE6$PHG50,Lincoln,Lincoln,NA,Medium,150,NA,7.5,13,1,24,6,1242,PHG50,5/5/22,7/17/22,7/18/22,73,74,1,1288.38,1315.8,27.42,66,140,2868,14.056,12.604,3.405,2.258,23.5,13.2,304,15.383,45.5,2.258,yellow,ak; ;ak eaten; ;ak ; ;ak; ;ak; ;ak eaten; ;NA,1
LINCOLN$SAM$REP1$PLOT1243$ROW25$RANGE6$SD40,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,25,6,1243,SD40,5/5/22,7/15/22,7/18/22,71,74,3,1230.13,1315.8,85.67,63,138,6397,8.984,7.588,2.356,1.397,14.3,10.8,126,19.05,23.5,1.397,yellow,fungus; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1244$ROW26$RANGE6$VA22,Lincoln,Lincoln,NA,Medium,150,NA,7.5,25,1,26,6,1244,VA22,5/5/22,7/20/22,7/25/22,76,81,5,1366.37,1499.78,133.4,80,162,5515,14.131,12.394,3.072,2.178,22.8,12.6,200,15.04,34,2.178,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1245$ROW27$RANGE6$N6,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,27,6,1245,N6,5/5/22,7/15/22,7/22/22,71,78,7,1230.13,1416.17,186.04,74,152,6397,10.906,9.263,3.623,2.523,16.7,13,164,21.96,30.6,2.523,orange,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1246$ROW28$RANGE6$VA35,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,28,6,1246,VA35,5/5/22,7/17/22,7/18/22,73,74,1,1288.38,1315.8,27.42,64,146,6176,11.844,10.599,3.071,1.983,20,11.2,196,17.02,31.7,1.983,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1247$ROW29$RANGE6$PHV63,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,29,6,1247,PHV63,5/5/22,7/20/22,7/26/22,76,82,6,1366.37,1518.56,152.18,72,154,6397,12.231,11.415,2.269,1.76,19.2,12,102,10.4,15.1,1.76,yellow,mold/fungus; ;mold/fungus; ;few kernels; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1248$ROW30$RANGE6$LH38,Lincoln,Lincoln,NA,Medium,150,NA,7.5,19,1,30,6,1248,LH38,5/5/22,7/18/22,7/20/22,74,76,2,1315.8,1366.37,50.57,32,128,4191,10.149,9.676,3.029,2.096,16.5,12,138,16.175,22.4,2.096,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1249$ROW31$RANGE6$MDF-13D,Lincoln,Lincoln,NA,Medium,150,NA,7.5,17,1,31,6,1249,MDF-13D,5/5/22,7/18/22,7/21/22,74,77,3,1315.8,1391.03,75.23,66,168,3750,15.396,11.079,3.213,2.202,14.5,12.3,176,22.72,38.5,2.202,yellow,ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;NA,1
LINCOLN$SAM$REP1$PLOT1250$ROW32$RANGE6$B73,Lincoln,Lincoln,NA,Medium,150,NA,7.5,32,1,32,6,1250,B73,5/5/22,7/18/22,7/22/22,74,78,4,1315.8,1416.17,100.38,95,176,7059,8.093,7.264,3.2,2.041,13.2,13.3,157,14.4,22.2,2.041,yellow,eaten; ;eaten; ;eaten; ;eaten; ;ak half gone; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1251$ROW33$RANGE6$764,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,33,6,1251,764,5/5/22,7/11/22,7/17/22,67,73,6,1131.17,1288.38,157.2,61,134,5956,10.1,9.722,3.219,1.956,18.8,14.3,210,16.667,35.5,1.956,yellow,; ;; ;ak; ;ak; ;eaten fungus; ;eaten fungus; ;NA,1
LINCOLN$SAM$REP1$PLOT1252$ROW34$RANGE6$LH145,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,34,6,1252,LH145,5/5/22,7/12/22,7/16/22,68,72,4,1157.57,1259.19,101.62,62,144,5735,14.766,13.65,3.244,2.292,31,13.3,339,14,48,2.292,orange,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1253$ROW35$RANGE6$NC264,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,35,6,1253,NC264,5/5/22,7/21/22,7/29/22,77,85,8,1391.03,1590.56,199.53,90,162,6618,8.446,7.636,2.972,1.832,15.3,11.5,127,18.92,22.4,1.832,yellow/white,ak; ;ak; ;ak; ;ak/uneven rows; ;mold/eaten; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1254$ROW36$RANGE6$IL14H,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,36,6,1254,IL14H,5/5/22,7/13/22,7/15/22,69,71,2,1179.69,1230.13,50.44,80,160,5956,11.862,11.667,3.338,2.216,24,11.5,275,14.525,38.7,2.216,yellow/white,ak; ;ak; ;ak; ;ak; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1255$ROW37$RANGE6$NC314,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,37,6,1255,NC314,5/5/22,7/18/22,7/26/22,74,82,8,1315.8,1518.56,202.76,50,137,5735,10.486,8.898,2.615,1.73,10.8,10,76,17.8,11.8,1.73,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1256$ROW38$RANGE6$807,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,38,6,1256,807,5/5/22,7/4/22,7/8/22,60,64,4,935.75,1050.29,114.53,50,140,5956,12.447,12.361,3.712,2.678,22.2,14.3,277,18.85,50.3,2.678,yellow,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1257$ROW39$RANGE6$W182B,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,39,6,1257,W182B,5/5/22,7/6/22,7/6/22,62,62,0,995.32,995.32,0,44,130,6618,14.876,13.084,3.037,2.018,25,13.2,245,16.097,38.7,2.018,yellow,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1258$ROW40$RANGE6$NC296,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,40,6,1258,NC296,5/5/22,7/16/22,7/18/22,72,74,2,1259.19,1315.8,56.61,85,138,6618,3.911,4.778,NA,1.258,7,7,32,19.33,6.2,1.258,white,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1259$ROW41$RANGE6$MBST,Lincoln,Lincoln,NA,Medium,150,NA,7.5,22,1,41,6,1259,MBST,5/5/22,7/20/22,7/25/22,76,81,5,1366.37,1499.78,133.4,64,120,4853,13.415,13.862,3.407,2.012,22,11,117,23.633,50.6,2.012,orange,ak; ;; ;; ;; ;; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1260$ROW42$RANGE6$B73,Lincoln,Lincoln,NA,Medium,150,NA,7.5,24,1,42,6,1260,B73,5/5/22,7/20/22,7/20/22,76,76,0,1366.37,1366.37,0,86,156,5294,10.083,7.833,2.583,2.25,14.3,16,78,15.297,21,2.25,yellow,fungus; ;ak; ;ak/ fungus; ;ak/ popped kernels; ;popped kernels; ;popped kernels/ mold; ;NA,1
LINCOLN$SAM$REP1$PLOT1261$ROW43$RANGE6$K55,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,43,6,1261,K55,5/5/22,7/18/22,7/22/22,74,78,4,1315.8,1416.17,100.38,41,116,6176,9.598,7.408,3.041,2.405,11.2,9.8,59,21.506,12.6,2.405,white,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1262$ROW44$RANGE6$B73,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,44,6,1262,B73,5/5/22,7/20/22,7/25/22,76,81,5,1366.37,1499.78,133.4,68,146,5956,8.147,6.516,3.099,2.12,12,12.5,75,16.85,13.8,2.12,yellow,ak; ;ak/fungus; ;ak; ;ak; ;ak; ;ak/mold; ;NA,1
LINCOLN$SAM$REP1$PLOT1263$ROW45$RANGE6$PHG35,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,45,6,1263,PHG35,5/5/22,7/20/22,7/22/22,76,78,2,1366.37,1416.17,49.8,82,144,6176,13.84,13.42,3.71,2.652,26.8,13.8,338,15.417,54.3,2.652,yellow,; ;; ;ak; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1264$ROW46$RANGE6$A619,Lincoln,Lincoln,NA,Medium,150,NA,7.5,24,1,46,6,1264,A619,5/5/22,7/13/22,7/15/22,69,71,2,1179.69,1230.13,50.44,40,125,5294,12.12,10.092,3.761,2.644,20.7,12.5,217,15.6,33.3,2.644,yellow,ak/uneven rows; ;ak; ;ak; ;ak; ;ak; ;ak/uneven rows; ;NA,1
LINCOLN$SAM$REP1$PLOT1265$ROW47$RANGE6$C49A,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,47,6,1265,C49A,5/5/22,7/6/22,7/9/22,62,65,3,995.32,1077.9,82.58,46,100,6176,5.539,NA,NA,2.484,NA,NA,5,NA,NA,2.484,yellow,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1266$ROW48$RANGE6$PA762,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,48,6,1266,PA762,5/5/22,7/20/22,7/22/22,76,78,2,1366.37,1416.17,49.8,50,103,6176,8.803,7.987,2.944,1.919,12,8.3,99,14.85,15.8,1.919,yellow,ak/uneven rows; ;ak/uneven rows; ;ak; ;; ;; ;; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,24,1,NA,NA,1267,IL677A,5/5/22,7/17/22,NA,73,NA,NA,1288.38,NA,NA,48,126,5294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;Dry 50% never FF (CH),1
LINCOLN$SAM$REP1$PLOT1268$ROW50$RANGE6$PHG72,Lincoln,Lincoln,NA,Medium,150,NA,7.5,25,1,50,6,1268,PHG72,5/5/22,7/14/22,7/16/22,70,72,2,1203.25,1259.19,55.94,59,131,5515,11.595,9.668,2.89,1.841,21.5,13.3,245,9.617,23.7,1.841,yellow,ak; ;ak; ;ak; ;ak; ;ak eaten; ;ak uneven rows; ;NA,1
LINCOLN$SAM$REP1$PLOT1269$ROW51$RANGE6$OH40B,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,51,6,1269,OH40B,5/5/22,7/15/22,7/18/22,71,74,3,1230.13,1315.8,85.67,56,131,5956,10.239,9.831,2.873,2.173,14.5,9.8,164,13.8,21,2.173,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1270$ROW52$RANGE6$ZS365,Lincoln,Lincoln,NA,Medium,150,NA,7.5,31,1,52,6,1270,ZS365,5/5/22,7/17/22,7/20/22,73,76,3,1288.38,1366.37,78,50,123,6838,7.03,4.419,3.251,2.16,12,12,87,21.264,18.5,2.16,yellow/brown,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1271$ROW53$RANGE6$A679,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,53,6,1271,A679,5/5/22,7/11/22,7/16/22,67,72,5,1131.17,1259.19,128.02,60,134,6176,8.254,7.75,3.419,2.248,17,16.3,162,12.76,23,2.248,yellow,ak; ;ak; ;ak; ;ak; ;ak/mold; ;ak; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,NA,1,NA,NA,1272,11430,5/5/22,7/3/22,7/3/22,59,59,0,910.3,910.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;There is nothing on this plot,1
LINCOLN$SAM$REP1$PLOT1273$ROW55$RANGE6$Q381,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,55,6,1273,Q381,5/5/22,7/5/22,7/14/22,61,70,9,965.35,1203.25,237.9,64,134,6176,11.656,10.942,3.48,2.377,25.3,13,252,12.117,30.8,2.377,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1274$ROW56$RANGE6$B79,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,56,6,1274,B79,5/5/22,7/17/22,7/18/22,73,74,1,1288.38,1315.8,27.42,73,135,5956,8.698,4.166,3.314,2.493,10.4,12.8,83,17.9,15.6,2.493,red,ak/mold; ;ak; ;ak; ;ak; ;ak; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1275$ROW57$RANGE6$NC350,Lincoln,Lincoln,NA,Medium,150,NA,7.5,23,1,57,6,1275,NC350,5/5/22,7/25/22,7/25/22,81,81,0,1499.78,1499.78,0,72,133,5074,8.52,6.4,2.462,1.692,10.8,12.4,114,10.167,13,1.692,yellow,ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1276$ROW3$RANGE7$NC232,Lincoln,Lincoln,NA,Medium,150,NA,7.5,31,1,3,7,1276,NC232,5/5/22,7/17/22,7/26/22,73,82,9,1288.38,1518.56,230.18,87,169,6838,10.737,10.871,3.711,2.568,28,18,463,9.9,49.8,2.568,yellow,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1277$ROW4$RANGE7$B73,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,4,7,1277,B73,5/5/22,7/17/22,7/22/22,73,78,5,1288.38,1416.17,127.8,86,172,5735,7.73,7.547,3.487,1.959,20,18,250,11.1,28.7,1.959,yellow/black,ak/ popped kernels; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1278$ROW5$RANGE7$SD44,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,5,7,1278,SD44,5/5/22,7/11/22,7/14/22,67,70,3,1131.17,1203.25,72.07,52,152,5735,13.365,11.533,3.487,2.283,26.3,15.3,368,10.383,38.7,2.283,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1279$ROW6$RANGE7$CI31A,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,6,7,1279,CI31A,5/5/22,7/24/22,NA,80,NA,NA,1471.81,NA,NA,90,132,6176,7,NA,NA,0.778,NA,NA,6,NA,NA,0.778,yellow,; ;; ;; ;; ;; ;; ;Insect damage to silks,1
LINCOLN$SAM$REP1$PLOT1280$ROW7$RANGE7$ML606,Lincoln,Lincoln,NA,Medium,150,NA,7.5,23,1,7,7,1280,ML606,5/5/22,7/16/22,7/20/22,72,76,4,1259.19,1366.37,107.18,46,132,5074,10.688,9.005,3.106,1.948,20,12.7,204,13.452,26.2,1.948,red,; ;; ;; ;mold; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1281$ROW8$RANGE7$LH51,Lincoln,Lincoln,NA,Medium,150,NA,7.5,31,1,8,7,1281,LH51,5/5/22,7/20/22,7/25/22,76,81,5,1366.37,1499.78,133.4,80,146,6838,12.38,9.146,2.717,1.206,13.8,10.3,109,21.575,24.4,1.206,yellow,fungus/mold; ;fungus/mold; ;fungus/mold; ;; ;fungus/mold; ;mold; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,NA,NA,1282,B73,5/5/22,7/20/22,7/29/22,76,85,9,1366.37,1590.56,224.19,84,157,5735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;NA,1
LINCOLN$SAM$REP1$PLOT1283$ROW10$RANGE7$A634,Lincoln,Lincoln,NA,Medium,150,NA,7.5,25,1,10,7,1283,A634,5/5/22,7/18/22,7/19/22,74,75,1,1315.8,1340.87,25.07,62,147,5515,11.234,7.794,2.415,1.447,11.3,9.3,51,18.3,18,1.447,yellow,small and very moldy; ;very bare; ;very bare; ;dark green kernals; ;dark green kernals; ;dark green kernals; ;NA,1
LINCOLN$SAM$REP1$PLOT1284$ROW11$RANGE7$2MA22,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,11,7,1284,2MA22,5/5/22,7/13/22,7/18/22,69,74,5,1179.69,1315.8,136.11,32,134,5735,11.763,7.683,3.418,2.06,15,12.7,160,23.85,39.3,2.06,yellow,mold; ;mold; ;; ;; ;mold; ;mold; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,24,1,NA,NA,1285,CML247,5/5/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;All the male tassels are dry; cannot identify the flowered time,1
LINCOLN$SAM$REP1$PLOT1286$ROW13$RANGE7$VA59,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,13,7,1286,VA59,5/5/22,7/16/22,7/26/22,72,82,10,1259.19,1518.56,259.36,52,134,5735,9.176,NA,NA,1.302,10.7,6.7,60,16.034,9.6,1.302,yellow,ak uneven rows; ;ak uneven rows; ;ak uneven rows; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1287$ROW14$RANGE7$NC260,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,14,7,1287,NC260,5/5/22,7/25/22,7/29/22,81,85,4,1499.78,1590.56,90.79,58,120,5735,9.082,NA,2.325,1.457,2.4,NA,7,13.333,1,1.457,yellow,; ;; ;mold/fungus; ;fungus; ;fungus; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1288$ROW15$RANGE7$ND246,Lincoln,Lincoln,NA,Medium,150,NA,7.5,32,1,15,7,1288,ND246,5/5/22,7/6/22,7/12/22,62,68,6,995.32,1157.57,162.24,30,101,7059,10.728,9.879,2.783,2.12,21,11.8,225,9.967,22.2,2.12,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1289$ROW16$RANGE7$H95,Lincoln,Lincoln,NA,Medium,150,NA,7.5,32,1,16,7,1289,H95,5/5/22,7/18/22,NA,74,NA,NA,1315.8,NA,NA,52,121,7059,11.513,NA,NA,1.192,NA,NA,4,NA,NA,1.192,yellow,very bare; ;; ;; ;; ;; ;; ;Dry,1
LINCOLN$SAM$REP1$PLOT1290$ROW17$RANGE7$CH9,Lincoln,Lincoln,NA,Medium,150,NA,7.5,23,1,17,7,1290,CH9,5/5/22,7/15/22,7/18/22,71,74,3,1230.13,1315.8,85.67,42,133,5074,10.958,9.347,3.811,2.682,12,16,70,16.3,33.6,2.682,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1291$ROW18$RANGE7$CO255,Lincoln,Lincoln,NA,Medium,150,NA,7.5,18,1,18,7,1291,CO255,5/5/22,7/3/22,7/5/22,59,61,2,910.3,965.35,55.05,38,138,3971,15.264,12.866,3.27,2.377,18.7,13.3,236,16.033,37.7,2.377,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,NA,NA,1292,VA17,5/5/22,7/20/22,7/29/22,76,85,9,1366.37,1590.56,224.19,50,118,5735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;NA,1
LINCOLN$SAM$REP1$PLOT1293$ROW20$RANGE7$LH93,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,20,7,1293,LH93,5/5/22,7/18/22,7/29/22,74,85,11,1315.8,1590.56,274.76,65,121,6618,11.448,8.076,2.489,1.645,18.3,14.8,160,8.9,16.4,1.645,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1294$ROW21$RANGE7$207,Lincoln,Lincoln,NA,Medium,150,NA,7.5,31,1,21,7,1294,207,5/5/22,7/13/22,7/16/22,69,72,3,1179.69,1259.19,79.5,56,125,6838,11.465,10.756,2.855,1.898,22,10.7,175,12.083,22.1,1.898,yellow,; ;; ;; ;; ;; ;; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,NA,NA,1295,CI90C,5/5/22,7/26/22,NA,82,NA,NA,1518.56,NA,NA,82,125,6618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;NA,1
LINCOLN$SAM$REP1$PLOT1296$ROW23$RANGE7$G80,Lincoln,Lincoln,NA,Medium,150,NA,7.5,28,1,23,7,1296,G80,5/5/22,7/15/22,7/18/22,71,74,3,1230.13,1315.8,85.67,63,144,6176,9.017,8.199,2.559,1.392,19.7,11.7,166,17.583,29,1.392,yellow,mold/fungus; ;mold/fungus; ;mold/fungus; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1297$ROW24$RANGE7$B104,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,24,7,1297,B104,5/5/22,7/18/22,7/21/22,74,77,3,1315.8,1391.03,75.23,78,141,6618,11.208,7.233,3.033,2.002,14.8,12.5,158,15.06,23.2,2.002,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
NA,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,NA,NA,1298,CML238,5/5/22,NA,NA,NA,NA,NA,NA,NA,NA,105,150,6397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA;NA,1
LINCOLN$SAM$REP1$PLOT1299$ROW26$RANGE7$CML38,Lincoln,Lincoln,NA,Medium,150,NA,7.5,26,1,26,7,1299,CML38,5/5/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,5735,10.162,NA,NA,2.211,NA,NA,6,NA,NA,2.211,white,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1300$ROW27$RANGE7$B64,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,27,7,1300,B64,5/5/22,7/18/22,7/31/22,74,87,13,1315.8,1627.91,312.11,96,172,6397,12.66,10.324,2.801,1.699,14,10,131,25.3,33.6,1.699,yellow,; ;; ;; ;; ;; ;; ;NA,1
LINCOLN$SAM$REP1$PLOT1301$ROW28$RANGE7$PHG86,Lincoln,Lincoln,NA,Medium,150,NA,7.5,33,1,28,7,1301,PHG86,5/5/22,7/18/22,7/18/22,74,74,0,1315.8,1315.8,0,82,154,7279,11.835,10.444,2.882,2.331,19.6,13.4,209,10.733,24.9,2.331,yellow,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1302$ROW29$RANGE7$B73,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,29,7,1302,B73,5/5/22,7/18/22,7/21/22,74,77,3,1315.8,1391.03,75.23,98,180,5956,8.954,7.912,3.493,2.299,17.3,15.8,234,14.7,32.6,2.299,yellow,eaten; ;; ;eaten; ;ak; ;; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1303$ROW30$RANGE7$WIL500,Lincoln,Lincoln,NA,Medium,150,NA,7.5,27,1,30,7,1303,WIL500,5/5/22,7/24/22,7/27/22,80,83,3,1471.81,1543.06,71.26,55,122,5956,13.296,12.544,3.336,2.544,17.3,12,74,15.6,15.5,2.544,yellow,ak ; ;ak ; ;ak ; ;ak ; ;n/a; ;n/a; ;NA,1
LINCOLN$SAM$REP1$PLOT1304$ROW31$RANGE7$I29,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,31,7,1304,I29,5/5/22,7/12/22,7/13/22,68,69,1,1157.57,1179.69,22.12,66,134,6397,10.185,9.174,2.855,2.171,19.2,16.5,256,7.617,19.8,2.171,white,ak; ;ak; ;ak; ;ak; ;ak; ;ak; ;NA,1
LINCOLN$SAM$REP1$PLOT1305$ROW32$RANGE7$RS 710,Lincoln,Lincoln,NA,Medium,150,NA,7.5,32,1,32,7,1305,RS 710,5/5/22,7/6/22,7/6/22,62,62,0,995.32,995.32,0,36,105,7059,11.41,9.087,3.616,2.497,19.5,14.3,195,18.85,35.1,2.497,yellow/white,ak; ;ak; ;ak; ;ak; ;ak/eaten; ;ak/uneven rows; ;NA,1
LINCOLN$SAM$REP1$PLOT1306$ROW33$RANGE7$NC360,Lincoln,Lincoln,NA,Medium,150,NA,7.5,30,1,33,7,1306,NC360,5/5/22,7/26/22,7/28/22,82,84,2,1518.56,1570.31,51.76,92,124,6618,13.237,10.281,3.264,2.28,12.7,11.7,123,23.3,29.7,2.28,yellow,uneven rows; ;uneven rows; ;uneven rows; ;uneven rows; ;uneven rows; ;uneven rows; ;NA,1
LINCOLN$SAM$REP1$PLOT1307$ROW34$RANGE7$IDS69,Lincoln,Lincoln,NA,Medium,150,NA,7.5,29,1,34,7,1307,IDS69,5/5/22,7/20/22,7/25/22,76,81,5,1366.37,1499.78,133.4,90,126,6397,11.961,10.365,2.247,1.431,22.5,11.3,192,9.525,19.1,1.431,yellow,; ;fungus; ;; ;; ;; ;scattered kernels; ;NA,1
