"qrCode","year","location","sublocation","irrigationProvided","plotLength","totalStandCount","pedigreeID","plantingDate","anthesisDate","silkDate","daysToAnthesis","daysToSilk","anthesisSilkingInterval","GDDToAnthesis","GDDToSilk","anthesisSilkingIntervalGDD","plantDensity","earLength","earFillLength","earWidth","shelledCobWidth","kernelsPerRow","kernelRowNumber","kernelsPerEar","hundredKernelMass","kernelMassPerEar","shelledCobMass","kernelColor","harvestDate","notes","locationYear","poundsOfNitrogenPerAcre","genotype","rep","plotLatitude","plotLongitude","plotNumber","row","range","plantSeedCount","population","flagLeafHeight","earHeight","experiment","nitrogenTreatment","block","environment"
"23-A-1737362",2023,"Ames","Ames",0,7.5,NA,1715852,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2294,NA,3.633,2.2544,NA,12.3333333333333,372.8,21.6396099886977,76.62,16.12,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"LH85",1,42.015539,-93.729058,68,49,10,32,32000,"148","54","LC2330","High",5,"2023 Ames High"
"23-A-1737363",2023,"Ames","Ames",0,7.5,NA,1715853,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.551,NA,4.37666666666667,2.2896,NA,15.3333333333333,400.8,29.0489659968229,116.62,14.74,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NS701",1,42.015187,-93.72909,191,52,24,33,33000,"195","92","LC2330","High",5,"2023 Ames High"
"23-A-1737364",2023,"Ames","Ames",0,7.5,NA,1715854,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.568,NA,4.06516666666667,2.6558,NA,14.3333333333333,310.8,25.2979751348081,78.18,17.54,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"807",1,42.015626,-93.729096,47,52,8,32,32000,"161","73","LC2330","High",5,"2023 Ames High"
"23-A-1737365",2023,"Ames","Ames",0,7.5,NA,1715855,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.356,NA,3.53633333333333,2.0086,NA,12,279.4,27.111133442164,76.14,12.88,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"FBHJ",1,42.015073,-93.728978,217,45,27,33,33000,"205","63","LC2330","High",5,"2023 Ames High"
"23-A-1737366",2023,"Ames","Ames",0,7.5,NA,1715856,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.692,NA,4.20933333333333,2.5946,NA,17.6666666666667,384.2,23.3094018993399,89.32,15.14,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"PB80",1,42.014941,-93.729014,274,48,33,33,33000,"187","82","LC2330","High",5,"2023 Ames High"
"23-A-1737367",2023,"Ames","Ames",0,7.5,NA,1715857,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.441,NA,3.76566666666667,2.4292,NA,16.3333333333333,326.2,15.4159120980844,51.14,12.94,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length","2023 Ames",225,"PHG86",1,42.015704,-93.728987,17,46,4,32,32000,"175","79","LC2330","High",5,"2023 Ames High"
"23-A-1737368",2023,"Ames","Ames",0,7.5,NA,1715858,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1548,NA,4.36533333333333,2.4628,NA,17,242.2,27.9319196735603,68.04,14.08,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"793",1,42.015731,-93.729061,6,50,3,31,31000,"164","73","LC2330","High",5,"2023 Ames High"
"23-A-1737369",2023,"Ames","Ames",0,7.5,NA,1715859,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4116,NA,4.61666666666667,2.752,NA,17,446.2,23.4247986522198,104.18,19.525,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"PHN11",1,42.015567,-93.728985,56,46,9,31,31000,"154","56","LC2330","High",5,"2023 Ames High"
"23-A-1737370",2023,"Ames","Ames",0,7.5,NA,1715860,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4248,NA,4.5705,2.9322,NA,15,482.4,23.6556537568037,113.9,22.9,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"PHT77",1,42.015737,-93.729024,15,48,4,32,32000,"179","76","LC2330","High",5,"2023 Ames High"
"23-A-1737371",2023,"Ames","Ames",0,7.5,NA,1715861,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4238,NA,4.078,2.574,NA,17.3333333333333,353.4,24.1743042873168,83.22,19.76,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"PHW65",1,42.015182,-93.729127,189,53,23,32,32000,"168","71","LC2330","High",5,"2023 Ames High"
"23-A-1737372",2023,"Ames","Ames",0,7.5,NA,1715862,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2726,NA,4.16833333333333,2.583,NA,17,366.6,24.0687021923782,88.14,13.92,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"11430",1,42.015462,-93.72902,105,48,14,32,32000,"158","63","LC2330","High",5,"2023 Ames High"
"23-A-1737373",2023,"Ames","Ames",0,7.5,NA,1715863,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4006666666667,NA,3.85616666666667,2.01283333333333,NA,15.3333333333333,263.833333333333,22.8748736947691,59.9333333333333,9.28333333333333,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"2MA22",1,42.015374,-93.72913,118,53,16,32,32000,"142","35","LC2330","High",5,"2023 Ames High"
"23-A-1737374",2023,"Ames","Ames",0,7.5,NA,1715864,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.608,NA,3.9885,2.2406,NA,12.3333333333333,237.8,33.4573491758585,79.74,12.34,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"HB8229",1,42.015704,-93.72906,13,50,4,33,33000,"144","66","LC2330","High",5,"2023 Ames High"
"23-A-1737375",2023,"Ames","Ames",0,7.5,NA,1715865,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7184,NA,3.3995,2.0432,NA,12.3333333333333,265.4,17.728106793367,45.56,7.76,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"MBST",1,42.01554,-93.728984,71,46,10,33,33000,"137","36","LC2330","High",5,"2023 Ames High"
"23-A-1737376",2023,"Ames","Ames",0,7.5,NA,1715866,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6268,NA,3.968,2.4844,NA,12.6666666666667,225.8,25.9304486512724,58,10.5,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NS501",1,42.015572,-93.729022,70,47,10,33,33000,"160","65","LC2330","High",5,"2023 Ames High"
"23-A-1737377",2023,"Ames","Ames",0,7.5,NA,1715867,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7958,NA,4.319,2.3864,NA,12.6666666666667,328.4,25.1503538504412,83.18,15.26,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"H8431",1,42.015677,-93.728986,19,45,5,32,32000,"179","70","LC2330","High",5,"2023 Ames High"
"23-A-1737378",2023,"Ames","Ames",0,7.5,NA,1715868,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4676,NA,4.22066666666667,2.76,NA,15.6666666666667,428.2,26.0063524467525,111.98,21.58,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"CR14",1,42.014908,-93.728976,272,46,33,33,33000,"174","90","LC2330","High",5,"2023 Ames High"
"23-A-1737379",2023,"Ames","Ames",0,7.5,NA,1715869,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3195,NA,4.47016666666667,2.83675,NA,13.6666666666667,290.6,28.6215929911188,82.86,18.8,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"L127",1,42.014775,-93.729085,332,52,39,33,33000,"140","44","LC2330","High",5,"2023 Ames High"
"23-A-1737380",2023,"Ames","Ames",0,7.5,NA,1715870,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9756,NA,4.59883333333333,3.034,NA,17,409.4,25.8243610627945,105.36,36.16,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"PHW43",1,42.015133,-93.729016,214,47,26,32,32000,"179","57","LC2330","High",5,"2023 Ames High"
"23-A-1737381",2023,"Ames","Ames",0,7.5,NA,1715871,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9965,NA,4.9884,2.89766666666667,NA,17,413.666666666667,27.0073595654894,112.55,27,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"DE1",1,42.015538,-93.729131,64,53,10,31,31000,"147","101","LC2330","High",5,"2023 Ames High"
"23-A-1737382",2023,"Ames","Ames",0,7.5,NA,1715872,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2654,NA,4.99083333333333,3.1856,NA,16.3333333333333,401.6,28.6397292766301,114.02,31.18,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"DE_2",1,42.015737,-93.729024,16,47,4,32,32000,"184","82","LC2330","High",5,"2023 Ames High"
"23-A-1737383",2023,"Ames","Ames",0,7.5,NA,1715873,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7252,NA,3.78333333333333,2.3542,NA,14.6666666666667,307.6,21.2076642970233,62.32,11.24,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length;Cob broke in pieces during shelling","2023 Ames",225,"B77",1,42.014969,-93.729014,268,47,32,32,32000,"226","93","LC2330","High",5,"2023 Ames High"
"23-A-1737384",2023,"Ames","Ames",0,7.5,NA,1715874,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.824,NA,4.16116666666667,2.4508,NA,14,422.2,24.7469388407074,104.7,15.44,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"SD40",1,42.015649,-93.72906,31,50,6,31,31000,"174","65","LC2330","High",5,"2023 Ames High"
"23-A-1737385",2023,"Ames","Ames",0,7.5,NA,1715875,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2606,NA,4.2255,2.5582,NA,15.6666666666667,337.8,21.0325213178355,71.5,14.84,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"A661",1,42.014716,-93.729047,338,49,40,32,32000,"157","67","LC2330","High",5,"2023 Ames High"
"23-A-1737386",2023,"Ames","Ames",0,7.5,NA,1715876,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4368,NA,4.2025,2.6046,NA,15.6666666666667,264.4,26.352454875147,73.72,19.1,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"B84",1,42.01499,-93.72905,248,49,30,32,32000,"191","118","LC2330","High",5,"2023 Ames High"
"23-A-1737387",2023,"Ames","Ames",0,7.5,NA,1715877,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.932,NA,NA,12,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"GA209",1,42.014996,-93.729014,256,48,31,32,32000,"187","93","LC2330","High",5,"2023 Ames High"
"23-A-1737388",2023,"Ames","Ames",0,7.5,NA,1715878,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0684,NA,3.73666666666667,2.4452,NA,11.6666666666667,278.8,26.6768800821304,75.04,25.34,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",225,"C103",1,42.015626,-93.729096,48,51,8,33,33000,"194","83","LC2330","High",5,"2023 Ames High"
"23-A-1737389",2023,"Ames","Ames",0,7.5,NA,1715879,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8968,NA,3.6875,2.2436,NA,12.6666666666667,212,20.3679289309193,43.58,11.84,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CI31A",1,42.015484,-93.729057,85,50,12,33,33000,"146","82","LC2330","High",5,"2023 Ames High"
"23-A-1737390",2023,"Ames","Ames",0,7.5,NA,1715880,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.606,NA,3.25333333333333,1.959,NA,11,220.2,22.6683556818972,48.62,10.4,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"B2",1,42.014968,-93.729087,263,52,32,33,33000,"174","79","LC2330","High",5,"2023 Ames High"
"23-A-1737391",2023,"Ames","Ames",0,7.5,NA,1715881,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2702,NA,4.3705,2.7618,NA,15.3333333333333,286,27.1577274211866,77.48,17.14,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",225,"Hy",1,42.015155,-93.729053,194,49,24,31,31000,"179","90","LC2330","High",5,"2023 Ames High"
"23-A-1737392",2023,"Ames","Ames",0,7.5,NA,1715882,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2894,NA,4.109,2.4968,NA,13.6666666666667,282.2,20.6518929949335,58.24,11.08,NA,2023-10-19,"Sweetcorn","2023 Ames",225,"CM7",1,42.014825,-93.729048,302,49,36,34,34000,"162","67","LC2330","High",5,"2023 Ames High"
"23-A-1737393",2023,"Ames","Ames",0,7.5,NA,1715883,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"CML5",1,42.014716,-93.728973,341,46,40,33,33000,"225","115","LC2330","High",5,"2023 Ames High"
"23-A-1737394",2023,"Ames","Ames",0,7.5,NA,1715884,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5942,NA,3.28183333333333,2.3162,NA,11.3333333333333,135.4,26.6226420357469,36.58,10.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CML91",1,42.015018,-93.728978,235,45,29,32,32000,"220","132","LC2330","High",5,"2023 Ames High"
"23-A-1737395",2023,"Ames","Ames",0,7.5,NA,1715885,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,NA,"2023 Ames",225,"CML238",1,42.015703,-93.729134,10,53,4,33,33000,"173","107","LC2330","High",5,"2023 Ames High"
"23-A-1737396",2023,"Ames","Ames",0,7.5,NA,1715886,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"CML332",1,42.015265,-93.728981,162,45,20,32,32000,"185","118","LC2330","High",5,"2023 Ames High"
"23-A-1737397",2023,"Ames","Ames",0,7.5,NA,1715887,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7354,NA,3.9955,2.7466,NA,13.6666666666667,128.4,28.8897899679296,37.42,11.46,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"Il677a",1,42.015704,-93.728987,18,45,4,32,32000,"199","66","LC2330","High",5,"2023 Ames High"
"23-A-1737398",2023,"Ames","Ames",0,7.5,NA,1715888,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.581,NA,NA,16,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"Kui2021",1,42.015347,-93.729056,131,49,17,32,32000,"228","157","LC2330","High",5,"2023 Ames High"
"23-A-1737399",2023,"Ames","Ames",0,7.5,NA,1715889,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"L578",1,42.015292,-93.729055,150,50,19,34,34000,"244","150","LC2330","High",5,"2023 Ames High"
"23-A-1737400",2023,"Ames","Ames",0,7.5,NA,1715890,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.071,NA,4.62316666666667,3.40575,NA,16.6666666666667,137.2,31.8769053155588,43.52,26.5,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"MoG",1,42.015018,-93.728978,236,46,29,32,32000,"216","114","LC2330","High",5,"2023 Ames High"
"23-A-1737401",2023,"Ames","Ames",0,7.5,NA,1715891,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9174,NA,4.14233333333333,2.7972,NA,17,205,26.5868775148245,54.22,11.24,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC290A",1,42.014799,-93.728974,307,45,37,33,33000,"143","61","LC2330","High",5,"2023 Ames High"
"23-A-1737402",2023,"Ames","Ames",0,7.5,NA,1715892,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.326,NA,3.5586,2.36175,NA,11.6,139.75,30.3502134375133,40.325,10.125,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC300",1,42.01466,-93.72912,352,53,42,33,33000,"193","83","LC2330","High",5,"2023 Ames High"
"23-A-1737403",2023,"Ames","Ames",0,7.5,NA,1715893,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3014,NA,3.67,2.0722,NA,12.3333333333333,218,27.3233296144511,59.22,8.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC306",1,42.015216,-93.729017,184,48,23,33,33000,"190","95","LC2330","High",5,"2023 Ames High"
"23-A-1737404",2023,"Ames","Ames",0,7.5,NA,1715894,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.599,NA,4.28016666666667,2.8226,NA,18,271.8,21.7404584052873,72.975,19.4,NA,2023-10-19,"x-collect;Sweetcorn;x - seed spilled during shelling","2023 Ames",225,"NC326",1,42.015128,-93.728979,200,46,25,34,34000,"206","101","LC2330","High",5,"2023 Ames High"
"23-A-1737405",2023,"Ames","Ames",0,7.5,NA,1715895,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.021,NA,3.25516666666667,2.1282,NA,13.6666666666667,154.8,16.2443899472332,24.92,5.34,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC338",1,42.015183,-93.728979,181,45,23,33,33000,"232","155","LC2330","High",5,"2023 Ames High"
"23-A-1737406",2023,"Ames","Ames",0,7.5,NA,1715896,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7616,NA,3.58316666666667,2.4298,NA,14,246.2,20.254378767004,49.98,14.36,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC344",1,42.015265,-93.729054,157,50,20,36,36000,"186","90","LC2330","High",5,"2023 Ames High"
"23-A-1737407",2023,"Ames","Ames",0,7.5,NA,1715897,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5778,NA,3.61033333333333,2.3386,NA,14.3333333333333,149.8,25.7903678156712,37.92,10.26,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC350",1,42.015598,-93.729096,62,52,9,32,32000,"135","60","LC2330","High",5,"2023 Ames High"
"23-A-1737408",2023,"Ames","Ames",0,7.5,NA,1715898,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4038,NA,3.64183333333333,2.387,NA,12,172.4,28.732171360733,49.44,9.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC356",1,42.014606,-93.729046,373,50,44,32,32000,"182","93","LC2330","High",5,"2023 Ames High"
"23-A-1737409",2023,"Ames","Ames",0,7.5,NA,1715899,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4642,NA,3.5205,2.3056,NA,13.3333333333333,167.8,27.1823497997162,43.06,14.1,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC360",1,42.014743,-93.729047,330,50,39,34,34000,"133","98","LC2330","High",5,"2023 Ames High"
"23-A-1737410",2023,"Ames","Ames",0,7.5,NA,1715900,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.596,NA,4.25716666666667,2.7826,NA,14.6666666666667,225.8,30.7719975292794,69.5,14.96,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC368",1,42.015045,-93.729052,230,49,28,32,32000,"185","89","LC2330","High",5,"2023 Ames High"
"23-A-1737411",2023,"Ames","Ames",0,7.5,NA,1716001,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05625,NA,2.6372,1.88975,NA,13.2,221,14.7890665141796,32.525,8.875,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"SA24",1,42.01488,-93.729049,284,49,34,32,32000,"164","87","LC2330","High",5,"2023 Ames High"
"23-A-1737412",2023,"Ames","Ames",0,7.5,NA,1716002,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4474,NA,4.1755,2.6152,NA,11.6666666666667,266,28.7079949941302,76.24,16.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"Yu796_NS",1,42.014777,-93.729011,327,47,39,31,31000,"153","45","LC2330","High",5,"2023 Ames High"
"23-A-1737413",2023,"Ames","Ames",0,7.5,NA,1716003,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"Ki14",1,42.014606,-93.729046,374,49,44,33,33000,"219","143","LC2330","High",5,"2023 Ames High"
"23-A-1737414",2023,"Ames","Ames",0,7.5,NA,1716004,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.668,NA,NA,12,NA,NA,NA,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CML69",1,42.014612,-93.729009,381,47,45,32,32000,"187","113","LC2330","High",5,"2023 Ames High"
"23-A-1737415",2023,"Ames","Ames",0,7.5,NA,1716005,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1625,NA,NA,15.6666666666667,113,30.7269164905529,34.78,NA,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CI21E",1,42.015099,-93.729126,208,53,26,32,32000,"185","90","LC2330","High",5,"2023 Ames High"
"23-A-1737416",2023,"Ames","Ames",0,7.5,NA,1716006,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.439,NA,3.37283333333333,2.0944,NA,13,275.8,13.7760899014294,38.26,10.4,NA,2023-10-19,"x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length","2023 Ames",225,"Oh40B",1,42.015544,-93.729095,79,51,11,33,33000,"149","69","LC2330","High",5,"2023 Ames High"
"23-A-1737417",2023,"Ames","Ames",0,7.5,NA,1716007,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"SC213R",1,42.015214,-93.72909,188,52,23,32,32000,"217","113","LC2330","High",5,"2023 Ames High"
"23-A-1737418",2023,"Ames","Ames",0,7.5,NA,1716008,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.083,NA,4.2305,3.10666666666667,NA,16.5,201.666666666667,22.9076109076109,46.4666666666667,31.8666666666667,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"Pa880",1,42.015078,-93.729015,231,48,28,33,33000,"198","101","LC2330","High",5,"2023 Ames High"
"23-A-1737419",2023,"Ames","Ames",0,7.5,NA,1716009,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2228,NA,4.101,2.8936,NA,16,304,22.5601837684116,69.26,23.24,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"NC258",1,42.014634,-93.728972,362,46,43,33,33000,"210","96","LC2330","High",5,"2023 Ames High"
"23-A-1737420",2023,"Ames","Ames",0,7.5,NA,1716010,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.912,NA,4.07183333333333,2.781,NA,17.6666666666667,292.6,22.2744664274115,64.92,15.7,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"Tzi16",1,42.014639,-93.729009,375,48,44,31,31000,"213","111","LC2330","High",5,"2023 Ames High"
"23-A-1737421",2023,"Ames","Ames",0,7.5,NA,1716011,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71625,NA,3.888,2.5945,NA,14,106,31.1348458228879,34.075,19.125,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"T232",1,42.0151,-93.729052,212,49,26,32,32000,"211","79","LC2330","High",5,"2023 Ames High"
"23-A-1737422",2023,"Ames","Ames",0,7.5,NA,1716012,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2994,NA,4.46316666666667,2.7898,NA,16.3333333333333,272.2,24.7839256570672,65.22,14.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"MO1W",1,42.015188,-93.729017,195,48,24,34,34000,"184","79","LC2330","High",5,"2023 Ames High"
"23-A-1737423",2023,"Ames","Ames",0,7.5,NA,1716013,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.544,NA,3.53725,2.68733333333333,NA,13,160,13.7578975957003,22.2333333333333,14.6,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"4722",1,42.014968,-93.729087,264,51,32,32,32000,"172","113","LC2330","High",5,"2023 Ames High"
"23-A-1737424",2023,"Ames","Ames",0,7.5,NA,1716014,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3686,NA,4.32266666666667,2.8148,NA,14.3333333333333,417.2,26.3035323914236,109.46,28.62,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"B104",1,42.015708,-93.729097,26,52,5,33,33000,"162","82","LC2330","High",5,"2023 Ames High"
"23-A-1737425",2023,"Ames","Ames",0,7.5,NA,1716015,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.428,NA,3.9342,2.71225,NA,16.4,149,22.6986407020735,34.35,14.125,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CML38",1,42.01543,-93.728983,107,46,14,34,34000,"167","107","LC2330","High",5,"2023 Ames High"
"23-A-1737426",2023,"Ames","Ames",0,7.5,NA,1716016,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.701,NA,3.983,2.733,NA,15,133,24.2105263157895,32.2,25.7,NA,2023-10-19,"x-collect;Sweetcorn","2023 Ames",225,"CML247",1,42.015572,-93.729022,69,48,10,36,36000,"154","87","LC2330","High",5,"2023 Ames High"
"23-A-1737427",2023,"Ames","Ames",0,7.5,NA,1716017,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,NA,"2023 Ames",225,"CML264",1,42.014963,-93.72905,257,49,31,33,33000,"205","96","LC2330","High",5,"2023 Ames High"
"23-A-1737428",2023,"Ames","Ames",0,7.5,NA,1716018,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"CML277",1,42.014694,-93.72901,358,47,42,32,32000,"220","129","LC2330","High",5,"2023 Ames High"
"23-A-1737429",2023,"Ames","Ames",0,7.5,NA,1716019,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-19,"x -set aside;Sweetcorn","2023 Ames",225,"CML287",1,42.015292,-93.728981,146,46,19,33,33000,"290","160","LC2330","High",5,"2023 Ames High"
